relative_to,sender,receiver,operator,type,date,amount
,,,mtn,CASH_OUT,2022-08-22,278000
Guillaume Le Chauvin,Martine Gimenez,Guillaume Le Chauvin,mtn,RECEIPT,2022-08-23,46400
Martine Gimenez,Martine Gimenez,Guillaume Le Chauvin,mtn,TRANSFER,2022-08-23,46400
Guillaume Le Chauvin,Guillaume Le Chauvin,Lucy Fontaine,mtn,TRANSFER,2022-08-24,72000
Lucy Fontaine,Guillaume Le Chauvin,Lucy Fontaine,mtn,RECEIPT,2022-08-24,72000
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-08-24,363700
,,,mtn,CASH_OUT,2022-08-26,436600
Guillaume Le Chauvin,Guillaume Le Chauvin,Josette Robin,mtn,TRANSFER,2022-08-27,472200
Josette Robin,Guillaume Le Chauvin,Josette Robin,mtn,RECEIPT,2022-08-27,472200
Bertrand Delannoy,Bertrand Delannoy,Luc Bègue-Poulain,moov,TRANSFER,2022-08-01,294100
Luc Bègue-Poulain,Bertrand Delannoy,Luc Bègue-Poulain,moov,RECEIPT,2022-08-01,294100
Bertrand Delannoy,Bertrand Delannoy,Bertrand-Benoît Pereira,moov,TRANSFER,2022-08-02,24400
Bertrand-Benoît Pereira,Bertrand Delannoy,Bertrand-Benoît Pereira,moov,RECEIPT,2022-08-02,24400
,,,moov,CASH_OUT,2022-08-02,494600
Bertrand Delannoy,Lucy Fontaine,Bertrand Delannoy,moov,RECEIPT,2022-08-02,402200
Lucy Fontaine,Lucy Fontaine,Bertrand Delannoy,moov,TRANSFER,2022-08-02,402200
,,Bertrand Delannoy,moov,CASH_IN,2022-08-03,91400
Bertrand Delannoy,Bertrand Delannoy,Margaret Gay-Chrétien,moov,TRANSFER,2022-08-07,420400
Margaret Gay-Chrétien,Bertrand Delannoy,Margaret Gay-Chrétien,moov,RECEIPT,2022-08-07,420400
Bertrand Delannoy,Bertrand Delannoy,Rémy du Delaunay,moov,TRANSFER,2022-08-09,300600
Rémy du Delaunay,Bertrand Delannoy,Rémy du Delaunay,moov,RECEIPT,2022-08-09,300600
,,,moov,CASH_OUT,2022-08-13,390600
Bertrand Delannoy,Bertrand Delannoy,Margaret Gay-Chrétien,moov,TRANSFER,2022-08-14,478300
Margaret Gay-Chrétien,Bertrand Delannoy,Margaret Gay-Chrétien,moov,RECEIPT,2022-08-14,478300
Bertrand Delannoy,Bertrand Delannoy,Jacqueline Fernandez,moov,TRANSFER,2022-08-15,499300
Jacqueline Fernandez,Bertrand Delannoy,Jacqueline Fernandez,moov,RECEIPT,2022-08-15,499300
,,,moov,CASH_OUT,2022-08-16,151400
,,,moov,CASH_OUT,2022-08-18,130100
Bertrand Delannoy,Louis Pereira,Bertrand Delannoy,moov,RECEIPT,2022-08-24,224100
Louis Pereira,Louis Pereira,Bertrand Delannoy,moov,TRANSFER,2022-08-24,224100
,,,moov,CASH_OUT,2022-08-25,411000
,,,moov,CASH_OUT,2022-08-27,136400
,,,mtn,CASH_OUT,2022-08-02,283900
,,Bertrand-Benoît Pereira,mtn,CASH_IN,2022-08-03,401200
,,,mtn,CASH_OUT,2022-08-04,37700
Bertrand-Benoît Pereira,Matthieu-Étienne Legendre,Bertrand-Benoît Pereira,mtn,RECEIPT,2022-08-04,307800
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Bertrand-Benoît Pereira,mtn,TRANSFER,2022-08-04,307800
,,,mtn,CASH_OUT,2022-08-05,97300
,,Bertrand-Benoît Pereira,mtn,CASH_IN,2022-08-07,63500
,,,mtn,CASH_OUT,2022-08-08,65400
,,,mtn,CASH_OUT,2022-08-10,480600
Bertrand-Benoît Pereira,Colette Robert-Lambert,Bertrand-Benoît Pereira,mtn,RECEIPT,2022-08-10,160200
Colette Robert-Lambert,Colette Robert-Lambert,Bertrand-Benoît Pereira,mtn,TRANSFER,2022-08-10,160200
,,Bertrand-Benoît Pereira,mtn,CASH_IN,2022-08-13,268200
Bertrand-Benoît Pereira,Margaret Gay-Chrétien,Bertrand-Benoît Pereira,mtn,RECEIPT,2022-08-14,362100
Margaret Gay-Chrétien,Margaret Gay-Chrétien,Bertrand-Benoît Pereira,mtn,TRANSFER,2022-08-14,362100
,,,mtn,CASH_OUT,2022-08-16,424600
,,Bertrand-Benoît Pereira,mtn,CASH_IN,2022-08-16,126700
,,,mtn,CASH_OUT,2022-08-19,258800
Bertrand-Benoît Pereira,Rémy du Delaunay,Bertrand-Benoît Pereira,mtn,RECEIPT,2022-08-21,331400
Rémy du Delaunay,Rémy du Delaunay,Bertrand-Benoît Pereira,mtn,TRANSFER,2022-08-21,331400
Bertrand-Benoît Pereira,Émilie de la Adam,Bertrand-Benoît Pereira,mtn,RECEIPT,2022-08-23,51900
Émilie de la Adam,Émilie de la Adam,Bertrand-Benoît Pereira,mtn,TRANSFER,2022-08-23,51900
,,Bertrand-Benoît Pereira,mtn,CASH_IN,2022-08-25,417900
Noémi Perrin,Noémi Perrin,Bertrand-Bernard Faivre,moov,TRANSFER,2022-08-02,325100
Bertrand-Bernard Faivre,Noémi Perrin,Bertrand-Bernard Faivre,moov,RECEIPT,2022-08-02,325100
,,,moov,CASH_OUT,2022-08-08,443900
Noémi Perrin,Susan Le Lejeune,Noémi Perrin,moov,RECEIPT,2022-08-09,270800
Susan Le Lejeune,Susan Le Lejeune,Noémi Perrin,moov,TRANSFER,2022-08-09,270800
Noémi Perrin,Noémi Perrin,Rémy du Delaunay,moov,TRANSFER,2022-08-15,355100
Rémy du Delaunay,Noémi Perrin,Rémy du Delaunay,moov,RECEIPT,2022-08-15,355100
,,Noémi Perrin,moov,CASH_IN,2022-08-24,169200
Noémi Perrin,Célina Imbert-Girard,Noémi Perrin,moov,RECEIPT,2022-08-24,21700
Célina Imbert-Girard,Célina Imbert-Girard,Noémi Perrin,moov,TRANSFER,2022-08-24,21700
,,Noémi Perrin,moov,CASH_IN,2022-08-25,117800
Célina Imbert-Girard,Victor Maury,Célina Imbert-Girard,moov,RECEIPT,2022-08-02,84500
Victor Maury,Victor Maury,Célina Imbert-Girard,moov,TRANSFER,2022-08-02,84500
Célina Imbert-Girard,Célina Imbert-Girard,Maurice de la Pineau,moov,TRANSFER,2022-08-03,365800
Maurice de la Pineau,Célina Imbert-Girard,Maurice de la Pineau,moov,RECEIPT,2022-08-03,365800
,,Célina Imbert-Girard,moov,CASH_IN,2022-08-14,102400
,,,moov,CASH_OUT,2022-08-15,98400
,,Célina Imbert-Girard,moov,CASH_IN,2022-08-15,22900
Célina Imbert-Girard,Célina Imbert-Girard,Michelle Lebreton,moov,TRANSFER,2022-08-15,464500
Michelle Lebreton,Célina Imbert-Girard,Michelle Lebreton,moov,RECEIPT,2022-08-15,464500
,,Célina Imbert-Girard,moov,CASH_IN,2022-08-16,262300
,,,moov,CASH_OUT,2022-08-17,293600
Célina Imbert-Girard,Célina Imbert-Girard,Victor Maury,moov,TRANSFER,2022-08-17,128500
Victor Maury,Célina Imbert-Girard,Victor Maury,moov,RECEIPT,2022-08-17,128500
Célina Imbert-Girard,Capucine-Dorothée Petit,Célina Imbert-Girard,moov,RECEIPT,2022-08-19,474500
Capucine-Dorothée Petit,Capucine-Dorothée Petit,Célina Imbert-Girard,moov,TRANSFER,2022-08-19,474500
,,,moov,CASH_OUT,2022-08-20,281800
,,,moov,CASH_OUT,2022-08-23,225400
Célina Imbert-Girard,Gabrielle Mendès,Célina Imbert-Girard,moov,RECEIPT,2022-08-23,460600
Gabrielle Mendès,Gabrielle Mendès,Célina Imbert-Girard,moov,TRANSFER,2022-08-23,460600
,,Célina Imbert-Girard,moov,CASH_IN,2022-08-24,392200
Jacqueline Fernandez,Matthieu-Guy Charpentier,Jacqueline Fernandez,mtn,RECEIPT,2022-08-01,474100
Matthieu-Guy Charpentier,Matthieu-Guy Charpentier,Jacqueline Fernandez,mtn,TRANSFER,2022-08-01,474100
Jacqueline Fernandez,Jacqueline Fernandez,Louis Pereira,mtn,TRANSFER,2022-08-11,485300
Louis Pereira,Jacqueline Fernandez,Louis Pereira,mtn,RECEIPT,2022-08-11,485300
Jacqueline Fernandez,Jacqueline Fernandez,Victor Maury,mtn,TRANSFER,2022-08-12,468800
Victor Maury,Jacqueline Fernandez,Victor Maury,mtn,RECEIPT,2022-08-12,468800
Jacqueline Fernandez,Jacques Gonzalez-Teixeira,Jacqueline Fernandez,mtn,RECEIPT,2022-08-16,245500
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Jacqueline Fernandez,mtn,TRANSFER,2022-08-16,245500
,,,mtn,CASH_OUT,2022-08-20,314100
,,,mtn,CASH_OUT,2022-08-23,57400
Jacqueline Fernandez,Julien Le Gaillard,Jacqueline Fernandez,mtn,RECEIPT,2022-08-26,32700
Julien Le Gaillard,Julien Le Gaillard,Jacqueline Fernandez,mtn,TRANSFER,2022-08-26,32700
René du Gimenez,Matthieu-Étienne Legendre,René du Gimenez,mtn,RECEIPT,2022-08-04,454200
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,René du Gimenez,mtn,TRANSFER,2022-08-04,454200
,,René du Gimenez,mtn,CASH_IN,2022-08-06,287500
René du Gimenez,Julien Le Gaillard,René du Gimenez,mtn,RECEIPT,2022-08-07,297800
Julien Le Gaillard,Julien Le Gaillard,René du Gimenez,mtn,TRANSFER,2022-08-07,297800
René du Gimenez,René du Gimenez,Colette Robert-Lambert,mtn,TRANSFER,2022-08-09,471700
Colette Robert-Lambert,René du Gimenez,Colette Robert-Lambert,mtn,RECEIPT,2022-08-09,471700
,,René du Gimenez,mtn,CASH_IN,2022-08-11,372900
René du Gimenez,René du Gimenez,Matthieu-Guy Charpentier,mtn,TRANSFER,2022-08-13,118800
Matthieu-Guy Charpentier,René du Gimenez,Matthieu-Guy Charpentier,mtn,RECEIPT,2022-08-13,118800
René du Gimenez,Victor Maury,René du Gimenez,mtn,RECEIPT,2022-08-14,270000
Victor Maury,Victor Maury,René du Gimenez,mtn,TRANSFER,2022-08-14,270000
René du Gimenez,Maurice de la Pineau,René du Gimenez,mtn,RECEIPT,2022-08-14,184700
Maurice de la Pineau,Maurice de la Pineau,René du Gimenez,mtn,TRANSFER,2022-08-14,184700
,,René du Gimenez,mtn,CASH_IN,2022-08-15,423100
,,,mtn,CASH_OUT,2022-08-17,390100
,,René du Gimenez,mtn,CASH_IN,2022-08-19,241900
,,René du Gimenez,mtn,CASH_IN,2022-08-21,302700
,,René du Gimenez,mtn,CASH_IN,2022-08-22,6500
,,,mtn,CASH_OUT,2022-08-23,399800
,,René du Gimenez,mtn,CASH_IN,2022-08-23,258200
,,René du Gimenez,mtn,CASH_IN,2022-08-24,253700
René du Gimenez,Luc Bègue-Poulain,René du Gimenez,mtn,RECEIPT,2022-08-26,189500
Luc Bègue-Poulain,Luc Bègue-Poulain,René du Gimenez,mtn,TRANSFER,2022-08-26,189500
,,,mtn,CASH_OUT,2022-08-27,56400
,,René du Gimenez,mtn,CASH_IN,2022-08-27,499100
Rémy du Delaunay,Rémy du Delaunay,Susan Le Lejeune,moov,TRANSFER,2022-08-03,230700
Susan Le Lejeune,Rémy du Delaunay,Susan Le Lejeune,moov,RECEIPT,2022-08-03,230700
Rémy du Delaunay,Olivie Meyer,Rémy du Delaunay,moov,RECEIPT,2022-08-05,173200
Olivie Meyer,Olivie Meyer,Rémy du Delaunay,moov,TRANSFER,2022-08-05,173200
,,Rémy du Delaunay,moov,CASH_IN,2022-08-09,424000
,,,moov,CASH_OUT,2022-08-11,246100
Rémy du Delaunay,Yves Brunet,Rémy du Delaunay,moov,RECEIPT,2022-08-14,308700
Yves Brunet,Yves Brunet,Rémy du Delaunay,moov,TRANSFER,2022-08-14,308700
,,Rémy du Delaunay,moov,CASH_IN,2022-08-16,260500
Rémy du Delaunay,Colette Robert-Lambert,Rémy du Delaunay,moov,RECEIPT,2022-08-16,179400
Colette Robert-Lambert,Colette Robert-Lambert,Rémy du Delaunay,moov,TRANSFER,2022-08-16,179400
,,Rémy du Delaunay,moov,CASH_IN,2022-08-19,498400
,,Rémy du Delaunay,moov,CASH_IN,2022-08-19,253000
,,,moov,CASH_OUT,2022-08-25,256500
,,Rémy du Delaunay,moov,CASH_IN,2022-08-26,54600
,,Rémy du Delaunay,moov,CASH_IN,2022-08-26,40600
Caroline Roche,Caroline Roche,Margaret Gay-Chrétien,moov,TRANSFER,2022-08-07,92900
Margaret Gay-Chrétien,Caroline Roche,Margaret Gay-Chrétien,moov,RECEIPT,2022-08-07,92900
Caroline Roche,Margaret Gay-Chrétien,Caroline Roche,moov,RECEIPT,2022-08-08,471300
Margaret Gay-Chrétien,Margaret Gay-Chrétien,Caroline Roche,moov,TRANSFER,2022-08-08,471300
Caroline Roche,Capucine-Dorothée Petit,Caroline Roche,moov,RECEIPT,2022-08-13,49000
Capucine-Dorothée Petit,Capucine-Dorothée Petit,Caroline Roche,moov,TRANSFER,2022-08-13,49000
,,Caroline Roche,moov,CASH_IN,2022-08-14,110500
Caroline Roche,Auguste du Jacob,Caroline Roche,moov,RECEIPT,2022-08-25,256500
Auguste du Jacob,Auguste du Jacob,Caroline Roche,moov,TRANSFER,2022-08-25,256500
Caroline Roche,Gabrielle Mendès,Caroline Roche,moov,RECEIPT,2022-08-25,345700
Gabrielle Mendès,Gabrielle Mendès,Caroline Roche,moov,TRANSFER,2022-08-25,345700
René de la Descamps,René de la Descamps,Lucy Fontaine,moov,TRANSFER,2022-08-01,377500
Lucy Fontaine,René de la Descamps,Lucy Fontaine,moov,RECEIPT,2022-08-01,377500
,,,moov,CASH_OUT,2022-08-03,238200
,,René de la Descamps,moov,CASH_IN,2022-08-06,53400
,,,moov,CASH_OUT,2022-08-08,280500
René de la Descamps,René de la Descamps,Thomas-Victor Regnier,moov,TRANSFER,2022-08-08,138100
Thomas-Victor Regnier,René de la Descamps,Thomas-Victor Regnier,moov,RECEIPT,2022-08-08,138100
,,René de la Descamps,moov,CASH_IN,2022-08-09,325500
René de la Descamps,Matthieu-Étienne Legendre,René de la Descamps,moov,RECEIPT,2022-08-10,201900
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,René de la Descamps,moov,TRANSFER,2022-08-10,201900
René de la Descamps,René de la Descamps,Margaret Gay-Chrétien,moov,TRANSFER,2022-08-11,202100
Margaret Gay-Chrétien,René de la Descamps,Margaret Gay-Chrétien,moov,RECEIPT,2022-08-11,202100
René de la Descamps,René de la Descamps,Yves Brunet,moov,TRANSFER,2022-08-11,106600
Yves Brunet,René de la Descamps,Yves Brunet,moov,RECEIPT,2022-08-11,106600
,,,moov,CASH_OUT,2022-08-12,137800
René de la Descamps,Julien Le Gaillard,René de la Descamps,moov,RECEIPT,2022-08-12,58400
Julien Le Gaillard,Julien Le Gaillard,René de la Descamps,moov,TRANSFER,2022-08-12,58400
René de la Descamps,Lucy Fontaine,René de la Descamps,moov,RECEIPT,2022-08-14,459500
Lucy Fontaine,Lucy Fontaine,René de la Descamps,moov,TRANSFER,2022-08-14,459500
,,,moov,CASH_OUT,2022-08-15,158700
René de la Descamps,Michelle Lebreton,René de la Descamps,moov,RECEIPT,2022-08-15,465600
Michelle Lebreton,Michelle Lebreton,René de la Descamps,moov,TRANSFER,2022-08-15,465600
,,René de la Descamps,moov,CASH_IN,2022-08-15,433500
René de la Descamps,René de la Descamps,Gabrielle Mendès,moov,TRANSFER,2022-08-19,214800
Gabrielle Mendès,René de la Descamps,Gabrielle Mendès,moov,RECEIPT,2022-08-19,214800
René de la Descamps,Maurice de la Pineau,René de la Descamps,moov,RECEIPT,2022-08-22,8000
Maurice de la Pineau,Maurice de la Pineau,René de la Descamps,moov,TRANSFER,2022-08-22,8000
,,René de la Descamps,moov,CASH_IN,2022-08-25,114700
,,,moov,CASH_OUT,2022-08-26,407300
,,,moov,CASH_OUT,2022-08-26,14800
Augustin Chevallier,Matthieu-Guy Charpentier,Augustin Chevallier,moov,RECEIPT,2022-08-01,487700
Matthieu-Guy Charpentier,Matthieu-Guy Charpentier,Augustin Chevallier,moov,TRANSFER,2022-08-01,487700
Augustin Chevallier,Augustin Chevallier,Colette Robert-Lambert,moov,TRANSFER,2022-08-03,123600
Colette Robert-Lambert,Augustin Chevallier,Colette Robert-Lambert,moov,RECEIPT,2022-08-03,123600
,,Augustin Chevallier,moov,CASH_IN,2022-08-08,49100
,,,moov,CASH_OUT,2022-08-09,249300
,,Augustin Chevallier,moov,CASH_IN,2022-08-10,371900
Augustin Chevallier,Luc Bègue-Poulain,Augustin Chevallier,moov,RECEIPT,2022-08-12,288900
Luc Bègue-Poulain,Luc Bègue-Poulain,Augustin Chevallier,moov,TRANSFER,2022-08-12,288900
,,Augustin Chevallier,moov,CASH_IN,2022-08-12,13700
Augustin Chevallier,Augustin Chevallier,Luc Bègue-Poulain,moov,TRANSFER,2022-08-13,187100
Luc Bègue-Poulain,Augustin Chevallier,Luc Bègue-Poulain,moov,RECEIPT,2022-08-13,187100
,,,moov,CASH_OUT,2022-08-15,199800
Augustin Chevallier,Julien Le Gaillard,Augustin Chevallier,moov,RECEIPT,2022-08-15,171400
Julien Le Gaillard,Julien Le Gaillard,Augustin Chevallier,moov,TRANSFER,2022-08-15,171400
,,Augustin Chevallier,moov,CASH_IN,2022-08-17,426500
,,,moov,CASH_OUT,2022-08-18,146300
Augustin Chevallier,Margaret Gay-Chrétien,Augustin Chevallier,moov,RECEIPT,2022-08-19,244300
Margaret Gay-Chrétien,Margaret Gay-Chrétien,Augustin Chevallier,moov,TRANSFER,2022-08-19,244300
Augustin Chevallier,Julien Le Gaillard,Augustin Chevallier,moov,RECEIPT,2022-08-19,462300
Julien Le Gaillard,Julien Le Gaillard,Augustin Chevallier,moov,TRANSFER,2022-08-19,462300
,,Augustin Chevallier,moov,CASH_IN,2022-08-22,36600
,,,moov,CASH_OUT,2022-08-22,142400
,,,moov,CASH_OUT,2022-08-24,7200
,,,moov,CASH_OUT,2022-08-25,104300
,,,moov,CASH_OUT,2022-08-26,183000
Thomas-Victor Regnier,Thomas-Victor Regnier,Margaret Gay-Chrétien,moov,TRANSFER,2022-08-02,226100
Margaret Gay-Chrétien,Thomas-Victor Regnier,Margaret Gay-Chrétien,moov,RECEIPT,2022-08-02,226100
,,,moov,CASH_OUT,2022-08-04,367500
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-06,419200
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-06,176600
,,,moov,CASH_OUT,2022-08-07,211500
,,,moov,CASH_OUT,2022-08-07,494100
Thomas-Victor Regnier,Thomas-Victor Regnier,Georges Fischer,moov,TRANSFER,2022-08-10,467200
Georges Fischer,Thomas-Victor Regnier,Georges Fischer,moov,RECEIPT,2022-08-10,467200
Thomas-Victor Regnier,Thomas-Victor Regnier,Julien Le Gaillard,moov,TRANSFER,2022-08-11,68100
Julien Le Gaillard,Thomas-Victor Regnier,Julien Le Gaillard,moov,RECEIPT,2022-08-11,68100
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-12,304600
Thomas-Victor Regnier,Thomas-Victor Regnier,Victor Maury,moov,TRANSFER,2022-08-13,69300
Victor Maury,Thomas-Victor Regnier,Victor Maury,moov,RECEIPT,2022-08-13,69300
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-13,99400
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-14,341700
Thomas-Victor Regnier,Thomas-Victor Regnier,Auguste du Jacob,moov,TRANSFER,2022-08-19,420100
Auguste du Jacob,Thomas-Victor Regnier,Auguste du Jacob,moov,RECEIPT,2022-08-19,420100
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-23,115500
Thomas-Victor Regnier,Thomas-Victor Regnier,Capucine-Dorothée Petit,moov,TRANSFER,2022-08-24,374300
Capucine-Dorothée Petit,Thomas-Victor Regnier,Capucine-Dorothée Petit,moov,RECEIPT,2022-08-24,374300
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-26,94500
,,Thomas-Victor Regnier,moov,CASH_IN,2022-08-26,265800
Susan Le Lejeune,Jacques Gonzalez-Teixeira,Susan Le Lejeune,moov,RECEIPT,2022-08-03,491300
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Susan Le Lejeune,moov,TRANSFER,2022-08-03,491300
,,,moov,CASH_OUT,2022-08-03,331300
Susan Le Lejeune,Susan Le Lejeune,Bertrand-Bernard Faivre,moov,TRANSFER,2022-08-06,206500
Bertrand-Bernard Faivre,Susan Le Lejeune,Bertrand-Bernard Faivre,moov,RECEIPT,2022-08-06,206500
,,Susan Le Lejeune,moov,CASH_IN,2022-08-09,448400
,,,moov,CASH_OUT,2022-08-13,402500
Susan Le Lejeune,Luc Bègue-Poulain,Susan Le Lejeune,moov,RECEIPT,2022-08-14,371600
Luc Bègue-Poulain,Luc Bègue-Poulain,Susan Le Lejeune,moov,TRANSFER,2022-08-14,371600
,,Susan Le Lejeune,moov,CASH_IN,2022-08-15,21100
Susan Le Lejeune,Susan Le Lejeune,Olivie Meyer,moov,TRANSFER,2022-08-18,247700
Olivie Meyer,Susan Le Lejeune,Olivie Meyer,moov,RECEIPT,2022-08-18,247700
,,Susan Le Lejeune,moov,CASH_IN,2022-08-19,462500
Susan Le Lejeune,Josette Robin,Susan Le Lejeune,moov,RECEIPT,2022-08-20,286500
Josette Robin,Josette Robin,Susan Le Lejeune,moov,TRANSFER,2022-08-20,286500
Susan Le Lejeune,Susan Le Lejeune,Lucy Fontaine,moov,TRANSFER,2022-08-23,8200
Lucy Fontaine,Susan Le Lejeune,Lucy Fontaine,moov,RECEIPT,2022-08-23,8200
Susan Le Lejeune,Susan Le Lejeune,Bertrand-Bernard Faivre,moov,TRANSFER,2022-08-23,207700
Bertrand-Bernard Faivre,Susan Le Lejeune,Bertrand-Bernard Faivre,moov,RECEIPT,2022-08-23,207700
,,Susan Le Lejeune,moov,CASH_IN,2022-08-24,499700
,,,moov,CASH_OUT,2022-08-24,73100
Susan Le Lejeune,Josette Robin,Susan Le Lejeune,moov,RECEIPT,2022-08-27,459600
Josette Robin,Josette Robin,Susan Le Lejeune,moov,TRANSFER,2022-08-27,459600
,,,moov,CASH_OUT,2022-08-02,309800
Lucy Fontaine,Victor Maury,Lucy Fontaine,moov,RECEIPT,2022-08-04,338300
Victor Maury,Victor Maury,Lucy Fontaine,moov,TRANSFER,2022-08-04,338300
,,,moov,CASH_OUT,2022-08-06,151000
Lucy Fontaine,Bertrand-Bernard Faivre,Lucy Fontaine,moov,RECEIPT,2022-08-06,204500
Bertrand-Bernard Faivre,Bertrand-Bernard Faivre,Lucy Fontaine,moov,TRANSFER,2022-08-06,204500
,,,moov,CASH_OUT,2022-08-09,379600
Lucy Fontaine,Lucy Fontaine,Colette Robert-Lambert,moov,TRANSFER,2022-08-09,8800
Colette Robert-Lambert,Lucy Fontaine,Colette Robert-Lambert,moov,RECEIPT,2022-08-09,8800
Lucy Fontaine,Lucy Fontaine,Bertrand-Bernard Faivre,moov,TRANSFER,2022-08-09,305400
Bertrand-Bernard Faivre,Lucy Fontaine,Bertrand-Bernard Faivre,moov,RECEIPT,2022-08-09,305400
,,Lucy Fontaine,moov,CASH_IN,2022-08-09,86000
Lucy Fontaine,Lucy Fontaine,Émilie de la Adam,moov,TRANSFER,2022-08-17,36600
Émilie de la Adam,Lucy Fontaine,Émilie de la Adam,moov,RECEIPT,2022-08-17,36600
Lucy Fontaine,Lucy Fontaine,Olivie Meyer,moov,TRANSFER,2022-08-17,237900
Olivie Meyer,Lucy Fontaine,Olivie Meyer,moov,RECEIPT,2022-08-17,237900
Lucy Fontaine,Julien Le Gaillard,Lucy Fontaine,moov,RECEIPT,2022-08-19,344800
Julien Le Gaillard,Julien Le Gaillard,Lucy Fontaine,moov,TRANSFER,2022-08-19,344800
,,Lucy Fontaine,moov,CASH_IN,2022-08-24,11400
,,Lucy Fontaine,moov,CASH_IN,2022-08-27,32700
,,,mtn,CASH_OUT,2022-08-01,200500
Colette Robert-Lambert,Josette Robin,Colette Robert-Lambert,mtn,RECEIPT,2022-08-01,288600
Josette Robin,Josette Robin,Colette Robert-Lambert,mtn,TRANSFER,2022-08-01,288600
Colette Robert-Lambert,Colette Robert-Lambert,Georges Fischer,mtn,TRANSFER,2022-08-02,245800
Georges Fischer,Colette Robert-Lambert,Georges Fischer,mtn,RECEIPT,2022-08-02,245800
,,,mtn,CASH_OUT,2022-08-04,360300
Colette Robert-Lambert,Colette Robert-Lambert,Auguste du Jacob,mtn,TRANSFER,2022-08-04,77400
Auguste du Jacob,Colette Robert-Lambert,Auguste du Jacob,mtn,RECEIPT,2022-08-04,77400
,,Colette Robert-Lambert,mtn,CASH_IN,2022-08-10,75800
,,,mtn,CASH_OUT,2022-08-12,391900
Colette Robert-Lambert,Alphonse Gros,Colette Robert-Lambert,mtn,RECEIPT,2022-08-14,342100
Alphonse Gros,Alphonse Gros,Colette Robert-Lambert,mtn,TRANSFER,2022-08-14,342100
,,,mtn,CASH_OUT,2022-08-16,185900
Colette Robert-Lambert,Colette Robert-Lambert,Michelle Lebreton,mtn,TRANSFER,2022-08-17,700
Michelle Lebreton,Colette Robert-Lambert,Michelle Lebreton,mtn,RECEIPT,2022-08-17,700
,,,mtn,CASH_OUT,2022-08-17,461100
Colette Robert-Lambert,Georges Fischer,Colette Robert-Lambert,mtn,RECEIPT,2022-08-18,425400
Georges Fischer,Georges Fischer,Colette Robert-Lambert,mtn,TRANSFER,2022-08-18,425400
Colette Robert-Lambert,Colette Robert-Lambert,Bertrand-Bernard Faivre,mtn,TRANSFER,2022-08-19,238300
Bertrand-Bernard Faivre,Colette Robert-Lambert,Bertrand-Bernard Faivre,mtn,RECEIPT,2022-08-19,238300
Colette Robert-Lambert,Colette Robert-Lambert,Georges Fischer,mtn,TRANSFER,2022-08-22,107800
Georges Fischer,Colette Robert-Lambert,Georges Fischer,mtn,RECEIPT,2022-08-22,107800
,,,mtn,CASH_OUT,2022-08-24,23700
Colette Robert-Lambert,Gabrielle Mendès,Colette Robert-Lambert,mtn,RECEIPT,2022-08-26,465000
Gabrielle Mendès,Gabrielle Mendès,Colette Robert-Lambert,mtn,TRANSFER,2022-08-26,465000
Olivie Meyer,Mathilde Petitjean,Olivie Meyer,moov,RECEIPT,2022-08-02,310300
Mathilde Petitjean,Mathilde Petitjean,Olivie Meyer,moov,TRANSFER,2022-08-02,310300
Olivie Meyer,Olivie Meyer,Matthieu-Guy Charpentier,moov,TRANSFER,2022-08-02,455600
Matthieu-Guy Charpentier,Olivie Meyer,Matthieu-Guy Charpentier,moov,RECEIPT,2022-08-02,455600
Olivie Meyer,Olivie Meyer,Matthieu-Étienne Legendre,moov,TRANSFER,2022-08-08,109000
Matthieu-Étienne Legendre,Olivie Meyer,Matthieu-Étienne Legendre,moov,RECEIPT,2022-08-08,109000
,,,moov,CASH_OUT,2022-08-14,283000
Olivie Meyer,Olivie Meyer,Victor Maury,moov,TRANSFER,2022-08-16,248900
Victor Maury,Olivie Meyer,Victor Maury,moov,RECEIPT,2022-08-16,248900
Olivie Meyer,Olivie Meyer,Gabrielle Mendès,moov,TRANSFER,2022-08-17,2600
Gabrielle Mendès,Olivie Meyer,Gabrielle Mendès,moov,RECEIPT,2022-08-17,2600
Olivie Meyer,Olivie Meyer,Luc Bègue-Poulain,moov,TRANSFER,2022-08-18,197000
Luc Bègue-Poulain,Olivie Meyer,Luc Bègue-Poulain,moov,RECEIPT,2022-08-18,197000
Olivie Meyer,Olivie Meyer,Margaret Gay-Chrétien,moov,TRANSFER,2022-08-18,358800
Margaret Gay-Chrétien,Olivie Meyer,Margaret Gay-Chrétien,moov,RECEIPT,2022-08-18,358800
Olivie Meyer,Matthieu-Étienne Legendre,Olivie Meyer,moov,RECEIPT,2022-08-18,57300
