Type,Montant,Nom_src,Ancien_solde_src,Nouveau_solde_src,Nom_dest,Ancien_solde_dest,Nouveau_solde_dest,Date
CASH_IN,66655,Agence_moov_Ouidah,300000,233345,Gérard de la Martinez,2409,69064,2022-05-17
CASH_OUT,58698,Gérard de la Martinez,69064,10366,Agence_moov_Abomey,300000,241302,2022-05-18
CASH_OUT,7971,Gérard de la Martinez,10366,2395,Agence_moov_Ouidah,300000,292029,2022-05-24
CASH_IN,245721,Agence_moov_Ouidah,300000,54279,Gérard de la Martinez,2395,248116,2022-05-25
CASH_IN,837,Agence_moov_Abomey,300000,299163,Gérard de la Martinez,248116,248953,2022-05-27
CASH_IN,106408,Agence_moov_Cotonou,300000,193592,Gérard de la Martinez,248953,355361,2022-05-27
CASH_IN,15761,Agence_moov_Cotonou,300000,284239,Paul Rocher-Maillet,-96188,-80427,2022-05-02
CASH_IN,270002,Agence_moov_Abomey,300000,29998,Paul Rocher-Maillet,-80427,189575,2022-05-07
CASH_OUT,116392,Paul Rocher-Maillet,189575,73183,Agence_moov_Abomey,300000,183608,2022-05-08
TRANSFER,32046,Paul Rocher-Maillet,73183,41137,Paul Rocher-Maillet,73183,41137,2022-05-12
TRANSFER,7990,Paul Rocher-Maillet,41137,33147,Paul Rocher-Maillet,41137,33147,2022-05-13
CASH_IN,210850,Agence_moov_Cotonou,300000,89150,Paul Rocher-Maillet,33147,243997,2022-05-14
CASH_OUT,148356,Paul Rocher-Maillet,243997,95641,Agence_moov_Ouidah,300000,151644,2022-05-25
CASH_IN,297638,Agence_moov_Abomey,300000,2362,Paul Rocher-Maillet,95641,393279,2022-05-25
CASH_IN,66704,Agence_moov_Ouidah,300000,233296,Noël Bourgeois,-10572,56132,2022-05-03
CASH_OUT,28612,Noël Bourgeois,56132,27520,Agence_moov_Cotonou,300000,271388,2022-05-07
TRANSFER,3325,Noël Bourgeois,27520,24195,Noël Bourgeois,27520,30845,2022-05-08
TRANSFER,14881,Noël Bourgeois,24195,9314,Noël Bourgeois,24195,9314,2022-05-09
CASH_OUT,416,Noël Bourgeois,9314,8898,Agence_moov_Ouidah,300000,299584,2022-05-11
CASH_OUT,1578,Noël Bourgeois,8898,7320,Agence_moov_Ouidah,300000,298422,2022-05-11
CASH_IN,6843,Agence_moov_Ouidah,300000,293157,Noël Bourgeois,7320,14163,2022-05-14
CASH_IN,160266,Agence_moov_Ouidah,300000,139734,Noël Bourgeois,14163,174429,2022-05-15
CASH_OUT,165899,Noël Bourgeois,174429,8530,Agence_moov_Cotonou,300000,134101,2022-05-16
TRANSFER,1135,Noël Bourgeois,8530,7395,Noël Bourgeois,8530,7395,2022-05-16
CASH_OUT,6059,Noël Bourgeois,7395,1336,Agence_moov_Abomey,300000,293941,2022-05-17
CASH_IN,92855,Agence_moov_Cotonou,300000,207145,Noël Bourgeois,1336,94191,2022-05-17
CASH_OUT,37328,Noël Bourgeois,94191,56863,Agence_moov_Cotonou,300000,262672,2022-05-18
CASH_IN,234837,Agence_moov_Ouidah,300000,65163,Noël Bourgeois,56863,291700,2022-05-25
CASH_OUT,250838,Noël Bourgeois,291700,40862,Agence_moov_Ouidah,300000,49162,2022-05-25
CASH_IN,85949,Agence_moov_Cotonou,300000,214051,Noël Bourgeois,40862,126811,2022-05-26
CASH_OUT,68549,Noël Bourgeois,126811,58262,Agence_moov_Abomey,300000,231451,2022-05-27
CASH_IN,129280,Agence_moov_Ouidah,300000,170720,Manon Valette,-3435,125845,2022-05-01
TRANSFER,10479,Manon Valette,125845,115366,Manon Valette,125845,136324,2022-05-02
CASH_IN,12495,Agence_moov_Abomey,300000,287505,Manon Valette,115366,127861,2022-05-04
TRANSFER,126752,Manon Valette,127861,1109,Manon Valette,127861,1109,2022-05-06
TRANSFER,126,Manon Valette,1109,983,Manon Valette,1109,1235,2022-05-07
CASH_OUT,814,Manon Valette,983,169,Agence_moov_Abomey,300000,299186,2022-05-09
CASH_OUT,108,Manon Valette,169,61,Agence_moov_Cotonou,300000,299892,2022-05-09
CASH_IN,77569,Agence_moov_Cotonou,300000,222431,Manon Valette,61,77630,2022-05-09
TRANSFER,69385,Manon Valette,77630,8245,Manon Valette,77630,147015,2022-05-13
CASH_IN,49050,Agence_moov_Ouidah,300000,250950,Manon Valette,8245,57295,2022-05-14
CASH_OUT,1608,Manon Valette,57295,55687,Agence_moov_Ouidah,300000,298392,2022-05-14
CASH_OUT,31222,Manon Valette,55687,24465,Agence_moov_Abomey,300000,268778,2022-05-15
CASH_IN,213120,Agence_moov_Abomey,300000,86880,Manon Valette,24465,237585,2022-05-15
CASH_IN,114821,Agence_moov_Ouidah,300000,185179,Manon Valette,237585,352406,2022-05-17
CASH_IN,284717,Agence_moov_Abomey,300000,15283,Manon Valette,352406,637123,2022-05-20
CASH_IN,115051,Agence_moov_Ouidah,300000,184949,Manon Valette,637123,752174,2022-05-22
CASH_IN,235775,Agence_moov_Cotonou,300000,64225,Frédéric Guillou,-1016770,-780995,2022-05-04
CASH_IN,34778,Agence_moov_Cotonou,300000,265222,Frédéric Guillou,-780995,-746217,2022-05-05
CASH_IN,116286,Agence_moov_Cotonou,300000,183714,Frédéric Guillou,-746217,-629931,2022-05-05
CASH_IN,167125,Agence_moov_Ouidah,300000,132875,Frédéric Guillou,-629931,-462806,2022-05-06
CASH_IN,33163,Agence_moov_Ouidah,300000,266837,Frédéric Guillou,-462806,-429643,2022-05-07
CASH_IN,174539,Agence_moov_Cotonou,300000,125461,Frédéric Guillou,-429643,-255104,2022-05-11
CASH_IN,156001,Agence_moov_Cotonou,300000,143999,Frédéric Guillou,-255104,-99103,2022-05-11
CASH_IN,87024,Agence_moov_Abomey,300000,212976,Frédéric Guillou,-99103,-12079,2022-05-12
CASH_IN,196586,Agence_moov_Abomey,300000,103414,Frédéric Guillou,-12079,184507,2022-05-12
CASH_IN,160440,Agence_moov_Abomey,300000,139560,Frédéric Guillou,184507,344947,2022-05-12
CASH_OUT,42044,Frédéric Guillou,344947,302903,Agence_moov_Abomey,300000,257956,2022-05-13
CASH_IN,197256,Agence_moov_Ouidah,300000,102744,Frédéric Guillou,302903,500159,2022-05-15
CASH_IN,235410,Agence_moov_Abomey,300000,64590,Frédéric Guillou,500159,735569,2022-05-19
CASH_IN,56811,Agence_moov_Abomey,300000,243189,Frédéric Guillou,735569,792380,2022-05-24
CASH_OUT,456986,Frédéric Guillou,792380,335394,Agence_moov_Ouidah,300000,-156986,2022-05-25
CASH_OUT,222139,Frédéric Guillou,335394,113255,Agence_moov_Abomey,300000,77861,2022-05-25
CASH_IN,22399,Agence_moov_Abomey,300000,277601,Frédéric Guillou,113255,135654,2022-05-25
CASH_OUT,92390,Frédéric Guillou,135654,43264,Agence_moov_Cotonou,300000,207610,2022-05-26
CASH_IN,59617,Agence_moov_Abomey,300000,240383,Bernadette de Jourdan,-106615,-46998,2022-05-02
CASH_IN,150941,Agence_moov_Ouidah,300000,149059,Bernadette de Jourdan,-46998,103943,2022-05-02
CASH_OUT,18513,Bernadette de Jourdan,103943,85430,Agence_moov_Ouidah,300000,281487,2022-05-02
TRANSFER,74472,Bernadette de Jourdan,85430,10958,Bernadette de Jourdan,85430,159902,2022-05-03
CASH_OUT,2354,Bernadette de Jourdan,10958,8604,Agence_moov_Cotonou,300000,297646,2022-05-03
CASH_IN,236176,Agence_moov_Ouidah,300000,63824,Bernadette de Jourdan,8604,244780,2022-05-03
CASH_OUT,122540,Bernadette de Jourdan,244780,122240,Agence_moov_Cotonou,300000,177460,2022-05-04
CASH_IN,149328,Agence_moov_Ouidah,300000,150672,Bernadette de Jourdan,122240,271568,2022-05-05
CASH_OUT,127211,Bernadette de Jourdan,271568,144357,Agence_moov_Ouidah,300000,172789,2022-05-08
CASH_IN,283441,Agence_moov_Ouidah,300000,16559,Bernadette de Jourdan,144357,427798,2022-05-10
CASH_IN,210816,Agence_moov_Abomey,300000,89184,Bernadette de Jourdan,427798,638614,2022-05-17
CASH_IN,146359,Agence_moov_Cotonou,300000,153641,Bernadette de Jourdan,638614,784973,2022-05-22
CASH_OUT,172803,Bernadette de Jourdan,784973,612170,Agence_moov_Ouidah,300000,127197,2022-05-24
CASH_IN,52920,Agence_moov_Cotonou,300000,247080,Bernadette de Jourdan,612170,665090,2022-05-26
CASH_IN,256386,Agence_moov_Cotonou,300000,43614,Bernadette de Jourdan,665090,921476,2022-05-26
CASH_IN,281182,Agence_moov_Cotonou,300000,18818,Bernadette de Jourdan,921476,1202658,2022-05-27
CASH_IN,4735,Agence_moov_Abomey,300000,295265,Paul Perez,-59629,-54894,2022-05-02
CASH_IN,16228,Agence_moov_Ouidah,300000,283772,Paul Perez,-54894,-38666,2022-05-03
CASH_IN,61938,Agence_moov_Ouidah,300000,238062,Paul Perez,-38666,23272,2022-05-03
CASH_IN,200670,Agence_moov_Ouidah,300000,99330,Paul Perez,23272,223942,2022-05-03
CASH_IN,121469,Agence_moov_Cotonou,300000,178531,Paul Perez,223942,345411,2022-05-05
CASH_IN,235652,Agence_moov_Ouidah,300000,64348,Paul Perez,345411,581063,2022-05-05
CASH_OUT,41933,Paul Perez,581063,539130,Agence_moov_Cotonou,300000,258067,2022-05-09
CASH_OUT,125618,Paul Perez,539130,413512,Agence_moov_Ouidah,300000,174382,2022-05-11
CASH_IN,246451,Agence_moov_Ouidah,300000,53549,Paul Perez,413512,659963,2022-05-19
CASH_IN,26285,Agence_moov_Ouidah,300000,273715,Paul Perez,659963,686248,2022-05-20
CASH_IN,218711,Agence_moov_Abomey,300000,81289,Paul Perez,686248,904959,2022-05-21
CASH_IN,268886,Agence_moov_Abomey,300000,31114,Paul Perez,904959,1173845,2022-05-21
CASH_OUT,1131746,Paul Perez,1173845,42099,Agence_moov_Abomey,300000,-831746,2022-05-26
CASH_IN,276067,Agence_moov_Abomey,300000,23933,Paul Perez,42099,318166,2022-05-27
CASH_IN,292109,Agence_moov_Ouidah,300000,7891,Manon Lebon,-275353,16756,2022-05-06
CASH_OUT,9350,Manon Lebon,16756,7406,Agence_moov_Ouidah,300000,290650,2022-05-08
CASH_IN,107669,Agence_moov_Ouidah,300000,192331,Manon Lebon,7406,115075,2022-05-10
CASH_IN,101407,Agence_moov_Abomey,300000,198593,Manon Lebon,115075,216482,2022-05-11
CASH_OUT,35469,Manon Lebon,216482,181013,Agence_moov_Abomey,300000,264531,2022-05-11
CASH_OUT,45608,Manon Lebon,181013,135405,Agence_moov_Cotonou,300000,254392,2022-05-11
TRANSFER,99078,Manon Lebon,135405,36327,Manon Lebon,135405,234483,2022-05-13
TRANSFER,26750,Manon Lebon,36327,9577,Manon Lebon,36327,9577,2022-05-13
CASH_OUT,1382,Manon Lebon,9577,8195,Agence_moov_Ouidah,300000,298618,2022-05-13
CASH_IN,231909,Agence_moov_Abomey,300000,68091,Manon Lebon,8195,240104,2022-05-14
CASH_OUT,33593,Manon Lebon,240104,206511,Agence_moov_Cotonou,300000,266407,2022-05-16
CASH_IN,100175,Agence_moov_Ouidah,300000,199825,Manon Lebon,206511,306686,2022-05-16
CASH_OUT,277825,Manon Lebon,306686,28861,Agence_moov_Abomey,300000,22175,2022-05-17
CASH_OUT,10916,Manon Lebon,28861,17945,Agence_moov_Cotonou,300000,289084,2022-05-19
CASH_OUT,1253,Manon Lebon,17945,16692,Agence_moov_Abomey,300000,298747,2022-05-19
CASH_OUT,2068,Manon Lebon,16692,14624,Agence_moov_Ouidah,300000,297932,2022-05-20
CASH_IN,167035,Agence_moov_Cotonou,300000,132965,Lucy Lamy,-59088,107947,2022-05-01
CASH_IN,183699,Agence_moov_Cotonou,300000,116301,Lucy Lamy,107947,291646,2022-05-04
CASH_OUT,239290,Lucy Lamy,291646,52356,Agence_moov_Abomey,300000,60710,2022-05-06
CASH_OUT,10885,Lucy Lamy,52356,41471,Agence_moov_Abomey,300000,289115,2022-05-08
CASH_IN,240574,Agence_moov_Ouidah,300000,59426,Lucy Lamy,41471,282045,2022-05-13
CASH_OUT,228636,Lucy Lamy,282045,53409,Agence_moov_Ouidah,300000,71364,2022-05-14
CASH_OUT,15483,Lucy Lamy,53409,37926,Agence_moov_Ouidah,300000,284517,2022-05-14
TRANSFER,29871,Lucy Lamy,37926,8055,Lucy Lamy,37926,8055,2022-05-16
CASH_OUT,3942,Lucy Lamy,8055,4113,Agence_moov_Ouidah,300000,296058,2022-05-16
CASH_IN,198759,Agence_moov_Ouidah,300000,101241,Lucy Lamy,4113,202872,2022-05-19
CASH_IN,201312,Agence_moov_Ouidah,300000,98688,Lucy Lamy,202872,404184,2022-05-19
CASH_IN,79481,Agence_moov_Cotonou,300000,220519,Lucy Lamy,404184,483665,2022-05-20
CASH_IN,25411,Agence_moov_Abomey,300000,274589,Lucy Lamy,483665,509076,2022-05-24
CASH_IN,297777,Agence_moov_Cotonou,300000,2223,Lucy Lamy,509076,806853,2022-05-25
CASH_OUT,767260,Lucy Lamy,806853,39593,Agence_moov_Cotonou,300000,-467260,2022-05-25
CASH_OUT,21726,Lucy Lamy,39593,17867,Agence_moov_Cotonou,300000,278274,2022-05-25
CASH_IN,70062,Agence_moov_Cotonou,300000,229938,Nathalie Bonnin-Joubert,-669690,-599628,2022-05-01
CASH_IN,52347,Agence_moov_Cotonou,300000,247653,Nathalie Bonnin-Joubert,-599628,-547281,2022-05-09
CASH_IN,201958,Agence_moov_Cotonou,300000,98042,Nathalie Bonnin-Joubert,-547281,-345323,2022-05-09
CASH_IN,171682,Agence_moov_Ouidah,300000,128318,Nathalie Bonnin-Joubert,-345323,-173641,2022-05-10
CASH_IN,285685,Agence_moov_Abomey,300000,14315,Nathalie Bonnin-Joubert,-173641,112044,2022-05-14
TRANSFER,61780,Nathalie Bonnin-Joubert,112044,50264,Nathalie Bonnin-Joubert,112044,173824,2022-05-15
CASH_OUT,24546,Nathalie Bonnin-Joubert,50264,25718,Agence_moov_Cotonou,300000,275454,2022-05-17
CASH_OUT,8082,Nathalie Bonnin-Joubert,25718,17636,Agence_moov_Cotonou,300000,291918,2022-05-19
TRANSFER,15521,Nathalie Bonnin-Joubert,17636,2115,Nathalie Bonnin-Joubert,17636,2115,2022-05-22
CASH_IN,133789,Agence_moov_Cotonou,300000,166211,Nathalie Bonnin-Joubert,2115,135904,2022-05-24
CASH_IN,241313,Agence_moov_Abomey,300000,58687,Nathalie Bonnin-Joubert,135904,377217,2022-05-27
CASH_IN,176889,Agence_moov_Cotonou,300000,123111,Léon Da Costa,-941644,-764755,2022-05-01
CASH_IN,258601,Agence_moov_Abomey,300000,41399,Léon Da Costa,-764755,-506154,2022-05-02
CASH_IN,170339,Agence_moov_Cotonou,300000,129661,Léon Da Costa,-506154,-335815,2022-05-03
CASH_IN,65998,Agence_moov_Cotonou,300000,234002,Léon Da Costa,-335815,-269817,2022-05-04
CASH_IN,107677,Agence_moov_Cotonou,300000,192323,Léon Da Costa,-269817,-162140,2022-05-04
CASH_IN,290686,Agence_moov_Cotonou,300000,9314,Léon Da Costa,-162140,128546,2022-05-06
CASH_OUT,80200,Léon Da Costa,128546,48346,Agence_moov_Ouidah,300000,219800,2022-05-07
CASH_IN,8724,Agence_moov_Ouidah,300000,291276,Léon Da Costa,48346,57070,2022-05-07
CASH_IN,135734,Agence_moov_Cotonou,300000,164266,Léon Da Costa,57070,192804,2022-05-07
CASH_IN,171855,Agence_moov_Cotonou,300000,128145,Léon Da Costa,192804,364659,2022-05-09
CASH_IN,295065,Agence_moov_Abomey,300000,4935,Léon Da Costa,364659,659724,2022-05-10
CASH_OUT,645499,Léon Da Costa,659724,14225,Agence_moov_Cotonou,300000,-345499,2022-05-15
TRANSFER,10849,Léon Da Costa,14225,3376,Léon Da Costa,14225,3376,2022-05-16
CASH_IN,68786,Agence_moov_Cotonou,300000,231214,Léon Da Costa,3376,72162,2022-05-18
CASH_IN,108243,Agence_moov_Ouidah,300000,191757,Léon Da Costa,72162,180405,2022-05-25
CASH_IN,24410,Agence_moov_Ouidah,300000,275590,Anastasie Cousin,6,24416,2022-05-04
TRANSFER,1519,Anastasie Cousin,24416,22897,Anastasie Cousin,24416,22897,2022-05-06
TRANSFER,17246,Anastasie Cousin,22897,5651,Anastasie Cousin,22897,5651,2022-05-07
TRANSFER,4395,Anastasie Cousin,5651,1256,Anastasie Cousin,5651,10046,2022-05-08
TRANSFER,598,Anastasie Cousin,1256,658,Anastasie Cousin,1256,658,2022-05-08
CASH_IN,231894,Agence_moov_Ouidah,300000,68106,Anastasie Cousin,658,232552,2022-05-08
CASH_OUT,117534,Anastasie Cousin,232552,115018,Agence_moov_Cotonou,300000,182466,2022-05-11
CASH_OUT,101802,Anastasie Cousin,115018,13216,Agence_moov_Ouidah,300000,198198,2022-05-13
CASH_IN,134281,Agence_moov_Ouidah,300000,165719,Anastasie Cousin,13216,147497,2022-05-14
CASH_IN,187256,Agence_moov_Ouidah,300000,112744,Anastasie Cousin,147497,334753,2022-05-20
CASH_IN,47040,Agence_moov_Cotonou,300000,252960,Anastasie Cousin,334753,381793,2022-05-21
CASH_IN,237654,Agence_moov_Cotonou,300000,62346,Anastasie Cousin,381793,619447,2022-05-22
CASH_OUT,336356,Anastasie Cousin,619447,283091,Agence_moov_Cotonou,300000,-36356,2022-05-25
CASH_IN,178004,Agence_moov_Ouidah,300000,121996,Anastasie Cousin,283091,461095,2022-05-26
CASH_OUT,254236,Anastasie Cousin,461095,206859,Agence_moov_Cotonou,300000,45764,2022-05-26
CASH_IN,284531,Agence_moov_Abomey,300000,15469,Anastasie Cousin,206859,491390,2022-05-26
CASH_IN,252721,Agence_moov_Ouidah,300000,47279,Richard Le Lévêque,-523814,-271093,2022-05-01
CASH_IN,280391,Agence_moov_Cotonou,300000,19609,Richard Le Lévêque,-271093,9298,2022-05-02
CASH_IN,162263,Agence_moov_Cotonou,300000,137737,Richard Le Lévêque,9298,171561,2022-05-03
CASH_IN,133373,Agence_moov_Cotonou,300000,166627,Richard Le Lévêque,171561,304934,2022-05-05
CASH_IN,162370,Agence_moov_Ouidah,300000,137630,Richard Le Lévêque,304934,467304,2022-05-05
CASH_IN,171853,Agence_moov_Cotonou,300000,128147,Richard Le Lévêque,467304,639157,2022-05-05
CASH_OUT,263799,Richard Le Lévêque,639157,375358,Agence_moov_Ouidah,300000,36201,2022-05-06
TRANSFER,279363,Richard Le Lévêque,375358,95995,Richard Le Lévêque,375358,654721,2022-05-07
CASH_IN,260535,Agence_moov_Ouidah,300000,39465,Richard Le Lévêque,95995,356530,2022-05-10
CASH_IN,83847,Agence_moov_Abomey,300000,216153,Richard Le Lévêque,356530,440377,2022-05-12
TRANSFER,320791,Richard Le Lévêque,440377,119586,Richard Le Lévêque,440377,761168,2022-05-13
CASH_OUT,25893,Richard Le Lévêque,119586,93693,Agence_moov_Cotonou,300000,274107,2022-05-13
CASH_OUT,93059,Richard Le Lévêque,93693,634,Agence_moov_Ouidah,300000,206941,2022-05-13
CASH_OUT,250,Richard Le Lévêque,634,384,Agence_moov_Cotonou,300000,299750,2022-05-14
CASH_OUT,282,Richard Le Lévêque,384,102,Agence_moov_Ouidah,300000,299718,2022-05-23
CASH_OUT,100,Richard Le Lévêque,102,2,Agence_moov_Ouidah,300000,299900,2022-05-23
CASH_IN,275912,Agence_moov_Abomey,300000,24088,Richard Le Lévêque,2,275914,2022-05-23
CASH_OUT,257560,Richard Le Lévêque,275914,18354,Agence_moov_Ouidah,300000,42440,2022-05-25
CASH_IN,148500,Agence_moov_Ouidah,300000,151500,Françoise Morin,-108743,39757,2022-05-01
CASH_IN,91313,Agence_moov_Cotonou,300000,208687,Françoise Morin,39757,131070,2022-05-05
CASH_OUT,128878,Françoise Morin,131070,2192,Agence_moov_Cotonou,300000,171122,2022-05-14
CASH_OUT,1548,Françoise Morin,2192,644,Agence_moov_Ouidah,300000,298452,2022-05-20
CASH_OUT,581,Françoise Morin,644,63,Agence_moov_Cotonou,300000,299419,2022-05-22
CASH_IN,53558,Agence_moov_Cotonou,300000,246442,Françoise Morin,63,53621,2022-05-23
CASH_IN,276742,Agence_moov_Ouidah,300000,23258,Françoise Morin,53621,330363,2022-05-26
CASH_IN,196965,Agence_moov_Ouidah,300000,103035,Françoise Morin,330363,527328,2022-05-27
CASH_IN,56404,Agence_moov_Abomey,300000,243596,Michelle Samson,-142751,-86347,2022-05-01
CASH_IN,173282,Agence_moov_Ouidah,300000,126718,Michelle Samson,-86347,86935,2022-05-03
TRANSFER,24631,Michelle Samson,86935,62304,Michelle Samson,86935,111566,2022-05-04
TRANSFER,43573,Michelle Samson,62304,18731,Michelle Samson,62304,18731,2022-05-05
TRANSFER,4917,Michelle Samson,18731,13814,Michelle Samson,18731,23648,2022-05-10
CASH_IN,108415,Agence_moov_Abomey,300000,191585,Michelle Samson,13814,122229,2022-05-10
CASH_IN,76477,Agence_moov_Abomey,300000,223523,Michelle Samson,122229,198706,2022-05-14
CASH_OUT,36357,Michelle Samson,198706,162349,Agence_moov_Abomey,300000,263643,2022-05-15
CASH_IN,280989,Agence_moov_Cotonou,300000,19011,Michelle Samson,162349,443338,2022-05-19
CASH_OUT,107814,Michelle Samson,443338,335524,Agence_moov_Ouidah,300000,192186,2022-05-22
CASH_OUT,320,Michelle Samson,335524,335204,Agence_moov_Cotonou,300000,299680,2022-05-23
CASH_OUT,52564,Camille Morvan,94200,41636,Agence_moov_Abomey,300000,247436,2022-06-17
CASH_IN,92480,Agence_moov_Ouidah,300000,207520,Camille Morvan,41636,134116,2022-06-27
CASH_IN,28062,Agence_moov_Cotonou,300000,271938,Robert Laroche,928500,956562,2022-06-08
CASH_IN,210947,Agence_moov_Ouidah,300000,89053,Robert Laroche,956562,1167509,2022-06-21
CASH_OUT,226270,Marcelle-Valentine Guibert,1823500,1597230,Agence_moov_Cotonou,300000,73730,2022-06-02
TRANSFER,626218,Marcelle-Valentine Guibert,1597230,971012,Jules Fernandes,1891900,1265682,2022-06-09
CASH_IN,37084,Agence_moov_Ouidah,300000,262916,Marcelle-Valentine Guibert,971012,1008096,2022-06-15
TRANSFER,408823,Marthe Gilles,671300,262477,Marcelle-Valentine Guibert,1008096,1416919,2022-06-20
CASH_OUT,139687,Adèle Da Silva-Klein,246400,106713,Agence_moov_Abomey,300000,160313,2022-06-23
TRANSFER,763140,Audrey Julien de Leleu,1346000,582860,Noël Bourgeois,1436300,673160,2022-06-08
TRANSFER,1166525,Aimé Pages,1452000,285475,Audrey Julien de Leleu,582860,1749385,2022-06-16
CASH_IN,202541,Agence_moov_Ouidah,300000,97459,Audrey Julien de Leleu,1749385,1951926,2022-06-18
CASH_OUT,210386,Audrey Julien de Leleu,1951926,1741540,Agence_moov_Abomey,300000,89614,2022-06-20
TRANSFER,1039631,Audrey Julien de Leleu,1741540,701909,Paulette Loiseau,650600,-389031,2022-06-26
CASH_OUT,23849,Émilie du Allain,367800,343951,Agence_moov_Ouidah,300000,276151,2022-06-02
TRANSFER,172274,Richard Michel,1301200,1128926,Émilie du Allain,343951,516225,2022-06-06
TRANSFER,117303,Frédérique Fernandes du Bouchet,1412600,1295297,Émilie du Allain,516225,633528,2022-06-11
TRANSFER,649481,Constance Guillon,754700,105219,Émilie du Allain,633528,1283009,2022-06-27
CASH_OUT,741517,Thibaut de la Lombard,1641800,900283,Agence_moov_Ouidah,300000,-441517,2022-06-01
TRANSFER,114214,Christine Texier,694200,579986,Thibaut de la Lombard,900283,1014497,2022-06-07
CASH_IN,43047,Agence_moov_Ouidah,300000,256953,Thibaut de la Lombard,1014497,1057544,2022-06-16
CASH_IN,38880,Agence_moov_Cotonou,300000,261120,Thibaut de la Lombard,1057544,1096424,2022-06-18
CASH_IN,58090,Agence_moov_Cotonou,300000,241910,Thibaut de la Lombard,1096424,1154514,2022-06-21
TRANSFER,356785,Richard Le Lévêque,444000,87215,Anastasie Richard-Neveu,586400,943185,2022-06-17
TRANSFER,89280,Anastasie Richard-Neveu,943185,853905,Stéphane Munoz,1950100,1860820,2022-06-23
TRANSFER,481502,Vincent de la Dumont,1928700,1447198,Anastasie Richard-Neveu,853905,1335407,2022-06-25
TRANSFER,618848,Anastasie Richard-Neveu,1335407,716559,Michel Bouchet,545000,-73848,2022-06-25
CASH_IN,68634,Agence_moov_Abomey,300000,231366,Vincent Joubert,231100,299734,2022-06-01
CASH_OUT,84893,Vincent Joubert,299734,214841,Agence_moov_Abomey,300000,215107,2022-06-04
TRANSFER,491483,Suzanne Bodin,1959000,1467517,Hélène Le Chauvin,272200,-219283,2022-06-14
CASH_OUT,793205,Philippe Philippe,862900,69695,Agence_moov_Abomey,300000,-493205,2022-06-02
CASH_IN,220976,Agence_moov_Cotonou,300000,79024,Philippe Philippe,69695,290671,2022-06-27
TRANSFER,367020,Astrid Lecoq,393400,26380,Théodore Joseph-Lefebvre,1347600,980580,2022-06-02
CASH_IN,182370,Agence_moov_Cotonou,300000,117630,Astrid Lecoq,26380,208750,2022-06-19
CASH_OUT,27902,Astrid Lecoq,208750,180848,Agence_moov_Ouidah,300000,272098,2022-06-22
TRANSFER,126116,Astrid Lecoq,180848,54732,Lucie Aubert,1813300,1687184,2022-06-22
TRANSFER,840007,Maggie Martinez,1216000,375993,Astrid Lecoq,54732,894739,2022-06-24
CASH_IN,217386,Agence_moov_Ouidah,300000,82614,Anne Peltier-Raynaud,333600,550986,2022-06-04
CASH_IN,125320,Agence_moov_Cotonou,300000,174680,Anne Peltier-Raynaud,550986,676306,2022-06-05
CASH_IN,208448,Agence_moov_Abomey,300000,91552,Anne Peltier-Raynaud,676306,884754,2022-06-08
CASH_IN,80865,Agence_moov_Abomey,300000,219135,Anne Peltier-Raynaud,884754,965619,2022-06-11
CASH_OUT,431451,Christine Texier,579986,148535,Agence_moov_Cotonou,300000,-131451,2022-06-07
TRANSFER,48698,Christine Texier,148535,99837,Simone Muller de la Brun,515200,466502,2022-06-19
CASH_OUT,55036,Christine Texier,99837,44801,Agence_moov_Ouidah,300000,244964,2022-06-19
CASH_IN,199834,Agence_moov_Ouidah,300000,100166,Christine Texier,44801,244635,2022-06-20
CASH_IN,167856,Agence_moov_Abomey,300000,132144,Christine Texier,244635,412491,2022-06-27
CASH_IN,57251,Agence_moov_Abomey,300000,242749,Nathalie Bonnin-Joubert,814000,871251,2022-06-22
TRANSFER,123127,Tristan Delahaye,690200,567073,Nathalie Bonnin-Joubert,871251,994378,2022-06-27
TRANSFER,1561719,Clémence-Véronique Munoz,1867400,305681,Virginie Bouvet,1977800,3539519,2022-06-04
CASH_OUT,557403,Benoît Guyot,710500,153097,Agence_moov_Ouidah,300000,-257403,2022-06-26
CASH_OUT,958986,Lucie Aubert,1687184,728198,Agence_moov_Ouidah,300000,-658986,2022-06-03
CASH_OUT,396252,Lucie Aubert,728198,331946,Agence_moov_Ouidah,300000,-96252,2022-06-10
CASH_IN,157448,Agence_moov_Cotonou,300000,142552,Lucie Aubert,331946,489394,2022-06-23
TRANSFER,144954,Lucie Aubert,489394,344440,Thomas Guichard du Renault,442000,297046,2022-06-26
CASH_IN,55330,Agence_moov_Cotonou,300000,244670,Tristan Gomez,1216100,1271430,2022-06-05
TRANSFER,289488,Simone Muller de la Brun,466502,177014,Tristan Gomez,1271430,1560918,2022-06-07
CASH_IN,196742,Agence_moov_Cotonou,300000,103258,Matthieu-Matthieu Bigot,1662400,1859142,2022-06-09
CASH_OUT,1742790,Matthieu-Matthieu Bigot,1859142,116352,Agence_moov_Cotonou,300000,-1442790,2022-06-18
CASH_IN,192881,Agence_moov_Cotonou,300000,107119,Nicolas Salmon Le Hamon,444500,637381,2022-06-02
CASH_OUT,576698,Nicolas Salmon Le Hamon,637381,60683,Agence_moov_Cotonou,300000,-276698,2022-06-07
CASH_IN,10953,Agence_moov_Cotonou,300000,289047,Nicolas Salmon Le Hamon,60683,71636,2022-06-08
