Dates,Noms,Déplacements,Documents,Numéro_du_document,Frontières,Destinations
2016-06-26,Honoré-Yves Girard,Entrée,Passeport,75008183,Togo,Bénin
2016-06-26,Antoinette Navarro,Sortie,Carte nationale dIdentité,31667670,Burikina-Faso,Burikina-Faso
2016-06-26,Paul-Noël Bousquet,Sortie,Passeport,26934822,Aéroport de Cotonou,Sénégal
2016-06-26,Astrid Baudry,Sortie,Passeport,26970625,Aéroport de Cotonou,Rwanda
2016-06-27,Laetitia Mallet,Sortie,Carte nationale dIdentité,30915748,Burikina-Faso,Burikina-Faso
2016-06-27,Noël Fleury,Sortie,Carte nationale dIdentité,37519006,Burikina-Faso,Burikina-Faso
2016-06-27,Jean Cohen du Neveu,Sortie,Passeport,19327779,Togo,Togo
2016-06-27,Constance Blanchet-Goncalves,Entrée,Carte nationale dIdentité,23776825,Burikina-Faso,Bénin
2016-06-27,Geneviève Morvan,Sortie,Carte nationale dIdentité,90612609,Niger,Niger
2016-06-28,Océane Mercier,Entrée,Carte nationale dIdentité,88670425,Niger,Bénin
2016-06-28,Christine Le Jacquet,Sortie,Carte nationale dIdentité,11778407,Togo,Togo
2016-06-28,Nicole Alves-Munoz,Entrée,Carte nationale dIdentité,10749387,Nigéria,Bénin
2016-06-28,Agathe-Nicole Texier,Sortie,Passeport,97773695,Burikina-Faso,Burikina-Faso
2016-06-29,Théophile Texier,Sortie,Passeport,89777924,Aéroport de Cotonou,Mexique
2016-06-29,Guy de la Guillet,Entrée,Passeport,22977745,Niger,Bénin
2016-06-29,Amélie Dos Santos,Sortie,Passeport,26828750,Togo,Togo
2016-06-29,Léon Mercier,Entrée,Carte nationale dIdentité,80889082,Burikina-Faso,Bénin
2016-06-30,Bernard Le Gall,Entrée,Passeport,34750700,Aéroport de Cotonou,Bénin
2016-06-30,William Ferrand,Entrée,Carte nationale dIdentité,75243438,Togo,Bénin
2016-07-01,Stéphane Hardy,Sortie,Passeport,19236326,Nigéria,Nigéria
2016-07-01,Pénélope Turpin-Costa,Entrée,Passeport,73729306,Nigéria,Bénin
2016-07-01,Gabrielle Mendès,Sortie,Carte nationale dIdentité,22339890,Burikina-Faso,Burikina-Faso
2016-07-01,Élisabeth Delorme-Baron,Sortie,Carte nationale dIdentité,19480396,Nigéria,Nigéria
2016-07-02,Charlotte du Lopes,Entrée,Carte nationale dIdentité,33149536,Nigéria,Bénin
2016-07-02,Amélie Alves-Maillet,Sortie,Passeport,81063262,Burikina-Faso,Burikina-Faso
2016-07-02,Alfred Chauvin de la Pichon,Sortie,Passeport,69225022,Niger,Niger
2016-07-03,Constance Delaunay,Sortie,Passeport,92344653,Togo,Togo
2016-07-03,Arnaude du Gomes,Sortie,Carte nationale dIdentité,8934531,Burikina-Faso,Burikina-Faso
2016-07-03,Noël Fleury,Entrée,Carte nationale dIdentité,37519006,Aéroport de Cotonou,Bénin
2016-07-03,Jeanne Lecomte,Sortie,Passeport,20428097,Nigéria,Nigéria
2016-07-03,Claire Giraud,Sortie,Passeport,83062659,Togo,Togo
2016-07-04,Virginie Le Bousquet,Entrée,Passeport,51408950,Aéroport de Cotonou,Bénin
2016-07-04,Denise Peltier,Entrée,Passeport,88075994,Aéroport de Cotonou,Bénin
2016-07-04,Claude de la Neveu,Sortie,Passeport,87580533,Aéroport de Cotonou,Bermudes (Les)
2016-07-04,Dorothée Michaud,Entrée,Carte nationale dIdentité,13585643,Togo,Bénin
2016-07-04,Grégoire Maillet,Sortie,Carte nationale dIdentité,85010685,Togo,Togo
2016-07-05,Georges Guillou-Blondel,Entrée,Carte nationale dIdentité,11848145,Nigéria,Bénin
2016-07-05,Louis Coulon,Entrée,Passeport,54824273,Burikina-Faso,Bénin
2016-07-05,Dominique Fontaine,Sortie,Passeport,25070242,Burikina-Faso,Burikina-Faso
2016-07-05,Hélène Fischer du Marin,Entrée,Passeport,72748712,Aéroport de Cotonou,Bénin
2016-07-05,Patrick Gaillard,Sortie,Passeport,5167925,Togo,Togo
2016-07-06,Georges Guillou-Blondel,Entrée,Passeport,98306589,Burikina-Faso,Bénin
2016-07-06,Alexandre Seguin,Sortie,Carte nationale dIdentité,11105856,Burikina-Faso,Burikina-Faso
2016-07-06,Hortense Bodin,Sortie,Carte nationale dIdentité,16580776,Togo,Togo
2016-07-06,Yves Briand du Albert,Sortie,Carte nationale dIdentité,75525610,Burikina-Faso,Burikina-Faso
2016-07-06,Mathilde Roger-Techer,Sortie,Passeport,17075918,Nigéria,Nigéria
2016-07-06,Gabrielle Mendès,Entrée,Passeport,98233383,Nigéria,Bénin
2016-07-07,Arthur Paul,Sortie,Carte nationale dIdentité,45240158,Togo,Togo
2016-07-07,Bernard Le Gall,Sortie,Passeport,34750700,Niger,Niger
2016-07-07,Denise Peltier,Sortie,Passeport,88075994,Togo,Togo
2016-07-07,Laetitia Mallet,Sortie,Carte nationale dIdentité,30915748,Aéroport de Cotonou,Aruba
2016-07-07,Olivier Robert,Sortie,Carte nationale dIdentité,6903113,Nigéria,Nigéria
2016-07-07,Agnès Bouvier-Royer,Entrée,Carte nationale dIdentité,25348837,Aéroport de Cotonou,Bénin
2016-07-08,Victor de la Jacob,Sortie,Passeport,4107982,Niger,Niger
2016-07-08,Antoine Joly,Entrée,Passeport,96533390,Nigéria,Bénin
2016-07-08,Joséphine Girard,Sortie,Carte nationale dIdentité,46608541,Burikina-Faso,Burikina-Faso
2016-07-08,Lucy-Brigitte Turpin,Sortie,Passeport,10057478,Aéroport de Cotonou,La Barbad
2016-07-08,Anne Ferreira,Sortie,Carte nationale dIdentité,80029400,Niger,Niger
2016-07-08,Bernard Le Gall,Entrée,Passeport,34750700,Togo,Bénin
2016-07-08,Louis Coulon,Sortie,Passeport,54824273,Nigéria,Nigéria
2016-07-09,Patricia Vidal,Sortie,Passeport,58195067,Aéroport de Cotonou,Kirghizistan
2016-07-09,Diane Perrin,Sortie,Carte nationale dIdentité,27985532,Niger,Niger
2016-07-09,Arnaude Martin,Entrée,Carte nationale dIdentité,51927396,Burikina-Faso,Bénin
2016-07-09,Gabriel Ramos,Sortie,Passeport,98140213,Niger,Niger
2016-07-10,Georges Gimenez,Sortie,Carte nationale dIdentité,85351650,Togo,Togo
2016-07-10,Agathe-Nicole Texier,Sortie,Passeport,97773695,Niger,Niger
2016-07-10,Astrid de la Bertin,Sortie,Carte nationale dIdentité,54499559,Aéroport de Cotonou,Bouvet (Îles)
2016-07-10,Alice Michaud de Da Costa,Sortie,Passeport,11024764,Nigéria,Nigéria
2016-07-10,Constance Delaunay,Entrée,Carte nationale dIdentité,78037228,Aéroport de Cotonou,Bénin
2016-07-11,Agathe-Nicole Texier,Entrée,Carte nationale dIdentité,41481706,Nigéria,Bénin
2016-07-12,Margot de Dias,Sortie,Carte nationale dIdentité,49562159,Burikina-Faso,Burikina-Faso
2016-07-12,Camille Guichard-Delannoy,Entrée,Passeport,31848288,Aéroport de Cotonou,Bénin
2016-07-12,Geneviève Morvan,Entrée,Passeport,72803998,Nigéria,Bénin
2016-07-13,Patrick Gaillard,Sortie,Passeport,5167925,Aéroport de Cotonou,Irlande
2016-07-13,Jules Guillot,Sortie,Carte nationale dIdentité,31187198,Nigéria,Nigéria
2016-07-13,Audrey Lemaire-Hamon,Sortie,Passeport,11744907,Togo,Togo
2016-07-13,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Burikina-Faso,Burikina-Faso
2016-07-13,Lucy-Brigitte Turpin,Entrée,Passeport,10057478,Nigéria,Bénin
2016-07-13,Georges Guillou-Blondel,Entrée,Carte nationale dIdentité,11848145,Togo,Bénin
2016-07-14,Honoré-Yves Girard,Entrée,Carte nationale dIdentité,80328424,Togo,Bénin
2016-07-14,Chantal Fischer,Entrée,Passeport,99580657,Burikina-Faso,Bénin
2016-07-14,Honoré Gaillard,Sortie,Passeport,14210243,Togo,Togo
2016-07-15,Laurent de la Letellier,Sortie,Passeport,39267384,Togo,Togo
2016-07-15,Suzanne Girard,Entrée,Carte nationale dIdentité,33337234,Aéroport de Cotonou,Bénin
2016-07-15,Célina De Sousa,Entrée,Passeport,49315643,Nigéria,Bénin
2016-07-16,Jérôme Bailly du Dupont,Entrée,Passeport,69359363,Burikina-Faso,Bénin
2016-07-16,Amélie Dos Santos,Sortie,Carte nationale dIdentité,66733660,Burikina-Faso,Burikina-Faso
2016-07-16,Adèle Lambert,Sortie,Carte nationale dIdentité,12385957,Niger,Niger
2016-07-16,Corinne Mallet,Sortie,Passeport,17571037,Aéroport de Cotonou,Équateur
2016-07-16,Olivier Le Sanchez,Entrée,Passeport,77577082,Burikina-Faso,Bénin
2016-07-16,Daniel-Augustin Bernard,Entrée,Carte nationale dIdentité,69844718,Nigéria,Bénin
2016-07-17,Georges Gimenez,Sortie,Carte nationale dIdentité,85351650,Togo,Togo
2016-07-17,Honoré-Yves Girard,Sortie,Passeport,75008183,Togo,Togo
2016-07-17,Denise Hervé,Sortie,Carte nationale dIdentité,90318189,Burikina-Faso,Burikina-Faso
2016-07-17,Chantal Martinez-Roux,Entrée,Passeport,57650623,Burikina-Faso,Bénin
2016-07-17,Lucy-Brigitte Turpin,Entrée,Passeport,10057478,Burikina-Faso,Bénin
2016-07-18,Océane Mercier,Entrée,Passeport,29070014,Nigéria,Bénin
2016-07-18,Jacques Colas,Entrée,Passeport,92776517,Burikina-Faso,Bénin
2016-07-18,Claire Millet-Chevalier,Entrée,Carte nationale dIdentité,92847998,Nigéria,Bénin
2016-07-19,Gilles Charpentier-Hamon,Sortie,Carte nationale dIdentité,16849603,Aéroport de Cotonou,Vanuatu
2016-07-19,Xavier-Jérôme Gay,Sortie,Passeport,10030307,Niger,Niger
2016-07-19,Lucie-Valérie Baron,Entrée,Carte nationale dIdentité,72599140,Niger,Bénin
2016-07-19,Constance Delaunay,Entrée,Carte nationale dIdentité,78037228,Niger,Bénin
2016-07-19,Anne Ferreira,Entrée,Passeport,87231314,Niger,Bénin
2016-07-19,Constance Blanchet-Goncalves,Entrée,Carte nationale dIdentité,23776825,Nigéria,Bénin
2016-07-20,Alice Michaud de Da Costa,Entrée,Carte nationale dIdentité,58028367,Burikina-Faso,Bénin
2016-07-20,Stéphane Hardy,Entrée,Carte nationale dIdentité,56174053,Nigéria,Bénin
2016-07-20,Astrid Baudry,Sortie,Passeport,26970625,Aéroport de Cotonou,Ethiopie
2016-07-20,Gabriel Ramos,Entrée,Carte nationale dIdentité,36705768,Togo,Bénin
2016-07-20,Alfred Chauvin de la Pichon,Entrée,Carte nationale dIdentité,76716536,Togo,Bénin
2016-07-21,Georges Guillou-Blondel,Entrée,Carte nationale dIdentité,11848145,Burikina-Faso,Bénin
2016-07-21,Éric Boulay-Michel,Sortie,Carte nationale dIdentité,56983425,Burikina-Faso,Burikina-Faso
2016-07-21,Gabriel Ramos,Entrée,Carte nationale dIdentité,36705768,Burikina-Faso,Bénin
2016-07-21,Guy de la Guillet,Entrée,Passeport,22977745,Togo,Bénin
2016-07-21,Alfred Chauvin de la Pichon,Sortie,Carte nationale dIdentité,76716536,Burikina-Faso,Burikina-Faso
2016-07-21,Aimé Renault de Garcia,Entrée,Carte nationale dIdentité,11907308,Nigéria,Bénin
2016-07-21,Gabriel Ramos,Entrée,Passeport,98140213,Aéroport de Cotonou,Bénin
2016-07-22,Olivier Robert,Sortie,Carte nationale dIdentité,6903113,Niger,Niger
2016-07-22,Hortense Dijoux,Entrée,Passeport,43480653,Burikina-Faso,Bénin
2016-07-22,Patricia du Tanguy,Entrée,Passeport,37823140,Burikina-Faso,Bénin
2016-07-22,Joséphine Lecoq-Boucher,Entrée,Carte nationale dIdentité,69232425,Burikina-Faso,Bénin
2016-07-22,Anne Ferreira,Entrée,Carte nationale dIdentité,80029400,Niger,Bénin
2016-07-22,Aimé Renault de Garcia,Entrée,Passeport,42285325,Aéroport de Cotonou,Bénin
2016-07-22,Marcel Cousin Le Lebrun,Entrée,Carte nationale dIdentité,81753271,Burikina-Faso,Bénin
2016-07-22,Jean Bodin,Entrée,Carte nationale dIdentité,59306765,Aéroport de Cotonou,Bénin
2016-07-22,Monique Guibert,Sortie,Passeport,9842353,Nigéria,Nigéria
2016-07-23,Alfred Chauvin de la Pichon,Sortie,Carte nationale dIdentité,76716536,Togo,Togo
2016-07-23,Xavier-Jérôme Gay,Entrée,Carte nationale dIdentité,28980986,Niger,Bénin
2016-07-23,Cécile Fontaine,Sortie,Passeport,146221,Burikina-Faso,Burikina-Faso
2016-07-23,Vincent du Chartier,Entrée,Carte nationale dIdentité,2899640,Burikina-Faso,Bénin
2016-07-24,Élise Hoareau-Simon,Sortie,Passeport,71640811,Niger,Niger
2016-07-24,Audrey Joly-Alexandre,Sortie,Passeport,57439778,Niger,Niger
2016-07-24,Patricia du Tanguy,Entrée,Carte nationale dIdentité,16829659,Togo,Bénin
2016-07-25,Astrid de la Bertin,Sortie,Passeport,19992852,Nigéria,Nigéria
2016-07-25,Michel Guillot,Sortie,Passeport,62744573,Aéroport de Cotonou,Lettonie
2016-07-25,Adrien Dumont de la Rolland,Entrée,Passeport,98301179,Aéroport de Cotonou,Bénin
2016-07-25,Jeanne Lecomte,Entrée,Carte nationale dIdentité,58868621,Aéroport de Cotonou,Bénin
2016-07-26,Richard-Joseph Marchal,Entrée,Passeport,10751482,Niger,Bénin
2016-07-26,Roger du Clément,Sortie,Passeport,94258029,Togo,Togo
2016-07-26,Luc Peron,Entrée,Passeport,79309355,Nigéria,Bénin
2016-07-26,Margaret-Brigitte Gosselin,Sortie,Carte nationale dIdentité,72866161,Burikina-Faso,Burikina-Faso
2016-07-26,Margaret-Brigitte Gosselin,Entrée,Passeport,77805595,Burikina-Faso,Bénin
2016-07-27,Bernadette Blanc,Entrée,Carte nationale dIdentité,8296080,Nigéria,Bénin
2016-07-27,Clémence Martins,Entrée,Passeport,11451093,Niger,Bénin
2016-07-27,Honoré-Yves Girard,Entrée,Passeport,75008183,Burikina-Faso,Bénin
2016-07-27,Antoinette Navarro,Entrée,Passeport,4648339,Aéroport de Cotonou,Bénin
2016-07-27,Manon Bouchet,Entrée,Passeport,33383058,Togo,Bénin
2016-07-28,Suzanne-Luce Briand,Sortie,Passeport,28114039,Burikina-Faso,Burikina-Faso
2016-07-28,Lucie Fabre,Entrée,Carte nationale dIdentité,66315771,Nigéria,Bénin
2016-07-28,Marcelle Blanchard,Entrée,Passeport,2473808,Nigéria,Bénin
2016-07-28,Noël Fleury,Entrée,Passeport,93654184,Nigéria,Bénin
2016-07-29,Sébastien Blin,Sortie,Passeport,4395874,Burikina-Faso,Burikina-Faso
2016-07-29,Thierry de la Gomez,Sortie,Passeport,16095380,Togo,Togo
2016-07-29,Daniel-Augustin Bernard,Entrée,Carte nationale dIdentité,69844718,Aéroport de Cotonou,Bénin
2016-07-29,Marc Georges,Entrée,Carte nationale dIdentité,12572513,Niger,Bénin
2016-07-29,Jérôme Marques-Lemaire,Sortie,Carte nationale dIdentité,98865837,Niger,Niger
2016-07-30,Océane Mercier,Entrée,Passeport,29070014,Nigéria,Bénin
2016-07-30,Nicole Alves-Munoz,Sortie,Passeport,73668323,Nigéria,Nigéria
2016-07-30,Anastasie Guillet-Rodrigues,Entrée,Passeport,71451395,Nigéria,Bénin
2016-07-30,Nicole du Gosselin,Sortie,Passeport,57583240,Burikina-Faso,Burikina-Faso
2016-07-31,Daniel-Augustin Bernard,Sortie,Carte nationale dIdentité,69844718,Aéroport de Cotonou,Cuba
2016-07-31,Caroline Benard,Sortie,Passeport,3419501,Nigéria,Nigéria
2016-07-31,Frédérique Roux-Blanchard,Sortie,Carte nationale dIdentité,99908498,Nigéria,Nigéria
2016-08-01,Agathe-Nicole Texier,Sortie,Passeport,97773695,Aéroport de Cotonou,Liechtenstein
2016-08-01,Nicole du Gosselin,Entrée,Passeport,57583240,Burikina-Faso,Bénin
2016-08-01,Diane Perrin,Sortie,Carte nationale dIdentité,27985532,Burikina-Faso,Burikina-Faso
2016-08-01,Laetitia Mallet,Sortie,Carte nationale dIdentité,30915748,Nigéria,Nigéria
2016-08-01,Stéphane Hardy,Entrée,Carte nationale dIdentité,56174053,Burikina-Faso,Bénin
2016-08-01,Astrid de la Bertin,Sortie,Carte nationale dIdentité,54499559,Nigéria,Nigéria
2016-08-02,Vincent du Chartier,Entrée,Carte nationale dIdentité,2899640,Niger,Bénin
2016-08-02,André Maurice,Sortie,Carte nationale dIdentité,93773055,Burikina-Faso,Burikina-Faso
2016-08-02,Corinne Mallet,Entrée,Passeport,17571037,Burikina-Faso,Bénin
2016-08-03,Audrey Lemaire-Hamon,Entrée,Carte nationale dIdentité,67535838,Togo,Bénin
2016-08-03,William Samson,Entrée,Passeport,16836291,Aéroport de Cotonou,Bénin
2016-08-03,Nicole du Gosselin,Sortie,Carte nationale dIdentité,11420823,Aéroport de Cotonou,Moldavie
2016-08-03,Cécile Fontaine,Entrée,Passeport,146221,Burikina-Faso,Bénin
2016-08-03,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Nigéria,Nigéria
2016-08-03,Océane Mercier,Sortie,Passeport,29070014,Aéroport de Cotonou,"Corée, Sud"
2016-08-04,Catherine-Henriette Marin,Entrée,Carte nationale dIdentité,94891619,Nigéria,Bénin
2016-08-05,Élise Hoareau-Simon,Sortie,Passeport,71640811,Burikina-Faso,Burikina-Faso
2016-08-05,Georges Guillou-Blondel,Sortie,Passeport,98306589,Aéroport de Cotonou,Bangladesh
2016-08-06,Noël Fleury,Sortie,Carte nationale dIdentité,37519006,Aéroport de Cotonou,Sahara Occidental
2016-08-06,Andrée Guillaume,Sortie,Passeport,88971789,Burikina-Faso,Burikina-Faso
2016-08-06,Christophe Le Legros,Entrée,Passeport,28744194,Togo,Bénin
2016-08-06,Olivier Robert,Sortie,Passeport,86193810,Aéroport de Cotonou,Honduras
2016-08-07,Marc Georges,Sortie,Carte nationale dIdentité,12572513,Niger,Niger
2016-08-07,Frédérique Roux-Blanchard,Sortie,Passeport,9404335,Niger,Niger
2016-08-07,Lucie-Valérie Baron,Entrée,Passeport,38895558,Burikina-Faso,Bénin
2016-08-07,Chantal Fischer,Sortie,Carte nationale dIdentité,62690719,Niger,Niger
2016-08-08,Olivie-Anaïs Fouquet,Entrée,Carte nationale dIdentité,94777079,Togo,Bénin
2016-08-08,Lucie Fabre,Sortie,Passeport,38517894,Togo,Togo
2016-08-08,Brigitte Coste,Entrée,Carte nationale dIdentité,95656939,Niger,Bénin
2016-08-08,Jérôme Marques-Lemaire,Entrée,Passeport,3981993,Togo,Bénin
2016-08-09,Paul Bonneau,Entrée,Carte nationale dIdentité,93908991,Aéroport de Cotonou,Bénin
2016-08-09,Nicole Alves-Munoz,Entrée,Passeport,73668323,Aéroport de Cotonou,Bénin
2016-08-09,Olivie de la Bonnet,Entrée,Carte nationale dIdentité,57136494,Nigéria,Bénin
2016-08-09,Jacques Delattre,Entrée,Passeport,49359279,Nigéria,Bénin
2016-08-09,Xavier-Jérôme Gay,Entrée,Passeport,10030307,Togo,Bénin
2016-08-10,Olivier Robert,Sortie,Carte nationale dIdentité,6903113,Burikina-Faso,Burikina-Faso
2016-08-10,Gabrielle Mendès,Entrée,Carte nationale dIdentité,22339890,Aéroport de Cotonou,Bénin
2016-08-10,Thibaut Peltier Le Guilbert,Entrée,Carte nationale dIdentité,75367576,Burikina-Faso,Bénin
2016-08-10,Élisabeth Delorme-Baron,Sortie,Passeport,1116661,Burikina-Faso,Burikina-Faso
2016-08-10,Anne Leblanc,Entrée,Carte nationale dIdentité,83937688,Nigéria,Bénin
2016-08-10,Olivie-Anaïs Fouquet,Entrée,Passeport,30439145,Nigéria,Bénin
2016-08-11,Adèle Gautier,Entrée,Carte nationale dIdentité,87611171,Niger,Bénin
2016-08-11,Arnaude du Gomes,Sortie,Passeport,12915761,Aéroport de Cotonou,Mariannes du Nord (Îles)
2016-08-11,Hortense Bodin,Entrée,Carte nationale dIdentité,16580776,Nigéria,Bénin
2016-08-11,Alexandria Fernandez-Lopes,Entrée,Carte nationale dIdentité,42401661,Togo,Bénin
2016-08-11,Marine Vidal,Entrée,Carte nationale dIdentité,40013121,Burikina-Faso,Bénin
2016-08-12,Suzanne Girard,Sortie,Carte nationale dIdentité,33337234,Nigéria,Nigéria
2016-08-12,Patrick Gaillard,Entrée,Carte nationale dIdentité,9015862,Togo,Bénin
2016-08-12,Roland Menard,Entrée,Passeport,26403359,Niger,Bénin
2016-08-12,Guy de la Guillet,Sortie,Passeport,22977745,Nigéria,Nigéria
2016-08-12,Georges Guillou-Blondel,Sortie,Carte nationale dIdentité,11848145,Niger,Niger
2016-08-12,Grégoire Guichard,Entrée,Carte nationale dIdentité,86650576,Nigéria,Bénin
2016-08-13,Olivier Le Sanchez,Entrée,Passeport,77577082,Burikina-Faso,Bénin
2016-08-13,Clémence Martins,Sortie,Carte nationale dIdentité,75029035,Nigéria,Nigéria
2016-08-13,Adèle Gautier,Sortie,Passeport,99663541,Nigéria,Nigéria
2016-08-13,Chantal Martinez-Roux,Sortie,Passeport,57650623,Togo,Togo
2016-08-14,Xavier-Jérôme Gay,Entrée,Carte nationale dIdentité,28980986,Aéroport de Cotonou,Bénin
2016-08-14,Alexandria Fernandez-Lopes,Sortie,Passeport,79815228,Niger,Niger
2016-08-14,Cécile Dufour,Sortie,Carte nationale dIdentité,95944177,Burikina-Faso,Burikina-Faso
2016-08-14,Grégoire Dubois,Sortie,Passeport,26974596,Burikina-Faso,Burikina-Faso
2016-08-14,Sébastien Blin,Sortie,Passeport,4395874,Niger,Niger
2016-08-14,Margaux Allain,Sortie,Carte nationale dIdentité,38750308,Niger,Niger
2016-08-14,Jacques David,Entrée,Carte nationale dIdentité,76376326,Aéroport de Cotonou,Bénin
2016-08-15,Constance Delaunay,Entrée,Passeport,92344653,Burikina-Faso,Bénin
2016-08-15,Émilie Paul,Entrée,Carte nationale dIdentité,38164500,Burikina-Faso,Bénin
2016-08-16,Guy de la Guillet,Sortie,Passeport,22977745,Nigéria,Nigéria
2016-08-16,Jules Guillot,Sortie,Carte nationale dIdentité,31187198,Burikina-Faso,Burikina-Faso
2016-08-16,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Burikina-Faso,Burikina-Faso
2016-08-16,Dominique Fontaine,Sortie,Carte nationale dIdentité,42948492,Aéroport de Cotonou,Vierges britanniques (Îles)
2016-08-16,Olivie-Anaïs Fouquet,Sortie,Carte nationale dIdentité,94777079,Niger,Niger
2016-08-16,Dorothée Leclercq-Besson,Sortie,Passeport,23348331,Togo,Togo
2016-08-16,Olivie de la Bonnet,Sortie,Carte nationale dIdentité,57136494,Togo,Togo
2016-08-16,Franck Laurent,Sortie,Passeport,72968026,Aéroport de Cotonou,Iran
2016-08-17,Adrien Seguin,Sortie,Carte nationale dIdentité,69249097,Niger,Niger
2016-08-17,Manon Bouchet,Sortie,Carte nationale dIdentité,11226552,Niger,Niger
2016-08-17,Jacques Adam-Clerc,Entrée,Carte nationale dIdentité,50401195,Aéroport de Cotonou,Bénin
2016-08-18,Marc Georges,Sortie,Passeport,13477321,Burikina-Faso,Burikina-Faso
2016-08-18,Nicolas Bailly,Sortie,Passeport,27673469,Aéroport de Cotonou,République tchèque
2016-08-18,Élise Lamy-Martin,Entrée,Passeport,12619970,Nigéria,Bénin
2016-08-18,Léon Mary,Sortie,Carte nationale dIdentité,98086293,Nigéria,Nigéria
2016-08-19,Corinne Mallet,Entrée,Passeport,17571037,Nigéria,Bénin
2016-08-19,Nicole Breton,Entrée,Passeport,74352813,Burikina-Faso,Bénin
2016-08-19,Arthur Paul,Sortie,Carte nationale dIdentité,45240158,Aéroport de Cotonou,Azerbaïdjan
2016-08-19,Jeanne Richard,Entrée,Carte nationale dIdentité,62012142,Nigéria,Bénin
2016-08-19,Frédérique Roux-Blanchard,Entrée,Passeport,9404335,Niger,Bénin
2016-08-20,Cécile Dufour,Sortie,Passeport,94364673,Aéroport de Cotonou,Autriche
2016-08-20,Jacques Adam-Clerc,Sortie,Carte nationale dIdentité,50401195,Burikina-Faso,Burikina-Faso
2016-08-20,Jeanne Lecomte,Entrée,Carte nationale dIdentité,58868621,Nigéria,Bénin
2016-08-21,Claude de la Neveu,Sortie,Carte nationale dIdentité,70868530,Niger,Niger
2016-08-21,Stéphane Hardy,Sortie,Passeport,19236326,Niger,Niger
2016-08-21,Antoinette Navarro,Sortie,Passeport,4648339,Niger,Niger
2016-08-21,David Ruiz,Entrée,Passeport,20632790,Niger,Bénin
2016-08-21,Aurore-Véronique Buisson,Sortie,Passeport,33527366,Aéroport de Cotonou,Niue
2016-08-22,Stéphane Hardy,Sortie,Carte nationale dIdentité,56174053,Nigéria,Nigéria
2016-08-22,Amélie Dos Santos,Sortie,Passeport,26828750,Niger,Niger
2016-08-22,Antoinette Navarro,Sortie,Carte nationale dIdentité,31667670,Niger,Niger
2016-08-23,Vincent Lebrun,Sortie,Passeport,18150117,Burikina-Faso,Burikina-Faso
2016-08-23,Jacques Delattre,Entrée,Carte nationale dIdentité,39906945,Togo,Bénin
2016-08-23,Richard-Joseph Marchal,Entrée,Passeport,10751482,Aéroport de Cotonou,Bénin
2016-08-23,Margaret-Brigitte Gosselin,Entrée,Passeport,77805595,Burikina-Faso,Bénin
2016-08-24,Louis Bouchet,Entrée,Passeport,82764023,Niger,Bénin
2016-08-24,Brigitte Coste,Entrée,Carte nationale dIdentité,95656939,Aéroport de Cotonou,Bénin
2016-08-24,Denise Peltier,Sortie,Passeport,88075994,Aéroport de Cotonou,Liechtenstein
2016-08-25,Margot de Dias,Sortie,Passeport,6133184,Niger,Niger
2016-08-25,Gabrielle Mendès,Entrée,Carte nationale dIdentité,22339890,Niger,Bénin
2016-08-25,Nicole Breton,Entrée,Passeport,74352813,Niger,Bénin
2016-08-25,Monique Guibert,Sortie,Carte nationale dIdentité,19026443,Niger,Niger
2016-08-25,Margaud-Anaïs Ferreira,Entrée,Passeport,85048912,Burikina-Faso,Bénin
2016-08-25,Alfred Chauvin de la Pichon,Entrée,Carte nationale dIdentité,76716536,Burikina-Faso,Bénin
2016-08-26,Lorraine-Pauline Mary,Sortie,Carte nationale dIdentité,64776682,Burikina-Faso,Burikina-Faso
2016-08-26,Christophe Le Legros,Entrée,Passeport,28744194,Togo,Bénin
2016-08-26,Gérard de Aubry,Entrée,Carte nationale dIdentité,8862796,Togo,Bénin
2016-08-27,Manon Martins du Monnier,Sortie,Carte nationale dIdentité,72887764,Aéroport de Cotonou,Chili
2016-08-27,Monique Guibert,Sortie,Carte nationale dIdentité,19026443,Burikina-Faso,Burikina-Faso
2016-08-27,Jeanne Lecomte,Sortie,Passeport,20428097,Niger,Niger
2016-08-27,Claude de la Neveu,Entrée,Passeport,87580533,Niger,Bénin
2016-08-27,Léon Mercier,Sortie,Passeport,68947400,Niger,Niger
2016-08-27,Mathilde Da Costa,Sortie,Carte nationale dIdentité,29936401,Aéroport de Cotonou,France
2016-08-27,Honoré Gaillard,Sortie,Carte nationale dIdentité,80038721,Burikina-Faso,Burikina-Faso
2016-08-27,Jean Benard,Sortie,Carte nationale dIdentité,29696002,Burikina-Faso,Burikina-Faso
2016-08-28,Jean Cohen du Neveu,Sortie,Carte nationale dIdentité,16763990,Aéroport de Cotonou,Émirats arabes unis
2016-08-28,Olivier de la Moreau,Entrée,Carte nationale dIdentité,33791133,Nigéria,Bénin
2016-08-28,Alfred Chauvin de la Pichon,Sortie,Carte nationale dIdentité,76716536,Aéroport de Cotonou,Afghanistan
2016-08-28,Richard Hoareau,Entrée,Passeport,7985382,Aéroport de Cotonou,Bénin
2016-08-28,Vincent Rodrigues,Entrée,Passeport,32865985,Burikina-Faso,Bénin
2016-08-28,Gilles Vincent,Sortie,Passeport,4346861,Niger,Niger
