relative_to,sender,receiver,operator,type,date,amount
Agnès Bouvet,Thibault Maillet,Agnès Bouvet,mtn,RECEIPT,2022-05-05,325700
Thibault Maillet,Thibault Maillet,Agnès Bouvet,mtn,TRANSFER,2022-05-05,325700
Agnès Bouvet,Agnès Bouvet,Marguerite Duhamel,mtn,TRANSFER,2022-05-08,315300
Marguerite Duhamel,Agnès Bouvet,Marguerite Duhamel,mtn,RECEIPT,2022-05-08,315300
Agnès Bouvet,Agnès Bouvet,Nicolas de la Paul,mtn,TRANSFER,2022-05-09,482100
Nicolas de la Paul,Agnès Bouvet,Nicolas de la Paul,mtn,RECEIPT,2022-05-09,482100
Agnès Bouvet,Agnès Bouvet,Brigitte-Olivie Nicolas,mtn,TRANSFER,2022-05-10,456900
Brigitte-Olivie Nicolas,Agnès Bouvet,Brigitte-Olivie Nicolas,mtn,RECEIPT,2022-05-10,456900
Agnès Bouvet,Gérard Verdier-Allain,Agnès Bouvet,mtn,RECEIPT,2022-05-15,293500
Gérard Verdier-Allain,Gérard Verdier-Allain,Agnès Bouvet,mtn,TRANSFER,2022-05-15,293500
Agnès Bouvet,,,mtn,CASH_OUT,2022-05-19,481600
Agnès Bouvet,,,mtn,CASH_OUT,2022-05-20,354800
Agnès Bouvet,,,mtn,CASH_OUT,2022-05-21,367300
Agnès Bouvet,,,mtn,CASH_IN,2022-05-22,241600
Agnès Bouvet,,,mtn,CASH_OUT,2022-05-23,466100
Agnès Bouvet,,,mtn,CASH_OUT,2022-05-23,370400
Agnès Bouvet,Agnès Bouvet,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-05-23,194100
Jacqueline Lemonnier-Nguyen,Agnès Bouvet,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-05-23,194100
Agnès Bouvet,Agnès Bouvet,Nicolas de la Paul,mtn,TRANSFER,2022-05-26,76600
Nicolas de la Paul,Agnès Bouvet,Nicolas de la Paul,mtn,RECEIPT,2022-05-26,76600
Agnès Bouvet,Gabriel Ruiz-Léger,Agnès Bouvet,mtn,RECEIPT,2022-05-26,24400
Gabriel Ruiz-Léger,Gabriel Ruiz-Léger,Agnès Bouvet,mtn,TRANSFER,2022-05-26,24400
Cécile Julien,Lucie Dijoux de Boyer,Cécile Julien,mtn,RECEIPT,2022-05-05,105700
Lucie Dijoux de Boyer,Lucie Dijoux de Boyer,Cécile Julien,mtn,TRANSFER,2022-05-05,105700
Cécile Julien,Nicole Parent-Raynaud,Cécile Julien,mtn,RECEIPT,2022-05-08,2700
Nicole Parent-Raynaud,Nicole Parent-Raynaud,Cécile Julien,mtn,TRANSFER,2022-05-08,2700
Cécile Julien,,,mtn,CASH_OUT,2022-05-09,334200
Cécile Julien,Cécile Julien,Nicolas de la Paul,mtn,TRANSFER,2022-05-09,123100
Nicolas de la Paul,Cécile Julien,Nicolas de la Paul,mtn,RECEIPT,2022-05-09,123100
Cécile Julien,Anouk Camus,Cécile Julien,mtn,RECEIPT,2022-05-11,330600
Anouk Camus,Anouk Camus,Cécile Julien,mtn,TRANSFER,2022-05-11,330600
Cécile Julien,,,mtn,CASH_OUT,2022-05-13,459400
Cécile Julien,,,mtn,CASH_IN,2022-05-14,256000
Cécile Julien,,,mtn,CASH_IN,2022-05-18,342500
Cécile Julien,,,mtn,CASH_OUT,2022-05-20,285300
Cécile Julien,,,mtn,CASH_IN,2022-05-21,351200
Cécile Julien,Cécile Julien,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-05-22,247200
Jacqueline Lemonnier-Nguyen,Cécile Julien,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-05-22,247200
Cécile Julien,,,mtn,CASH_OUT,2022-05-23,132500
Cécile Julien,,,mtn,CASH_OUT,2022-05-24,29200
Cécile Julien,Patrick Leroy de la David,Cécile Julien,mtn,RECEIPT,2022-05-24,81200
Patrick Leroy de la David,Patrick Leroy de la David,Cécile Julien,mtn,TRANSFER,2022-05-24,81200
Cécile Julien,Olivier Deschamps,Cécile Julien,mtn,RECEIPT,2022-05-25,54600
Olivier Deschamps,Olivier Deschamps,Cécile Julien,mtn,TRANSFER,2022-05-25,54600
Cécile Julien,Brigitte-Olivie Nicolas,Cécile Julien,mtn,RECEIPT,2022-05-25,355900
Brigitte-Olivie Nicolas,Brigitte-Olivie Nicolas,Cécile Julien,mtn,TRANSFER,2022-05-25,355900
Cécile Julien,Antoinette Leconte-Boutin,Cécile Julien,mtn,RECEIPT,2022-05-26,19500
Antoinette Leconte-Boutin,Antoinette Leconte-Boutin,Cécile Julien,mtn,TRANSFER,2022-05-26,19500
Cécile Julien,Gérard Verdier-Allain,Cécile Julien,mtn,RECEIPT,2022-05-27,368100
Gérard Verdier-Allain,Gérard Verdier-Allain,Cécile Julien,mtn,TRANSFER,2022-05-27,368100
Gérard Verdier-Allain,David Mallet,Gérard Verdier-Allain,mtn,RECEIPT,2022-05-02,113100
David Mallet,David Mallet,Gérard Verdier-Allain,mtn,TRANSFER,2022-05-02,113100
Gérard Verdier-Allain,Thibault Martin,Gérard Verdier-Allain,mtn,RECEIPT,2022-05-03,255100
Thibault Martin,Thibault Martin,Gérard Verdier-Allain,mtn,TRANSFER,2022-05-03,255100
Gérard Verdier-Allain,Théophile Thierry,Gérard Verdier-Allain,mtn,RECEIPT,2022-05-05,289800
Théophile Thierry,Théophile Thierry,Gérard Verdier-Allain,mtn,TRANSFER,2022-05-05,289800
Gérard Verdier-Allain,Diane Le Goff,Gérard Verdier-Allain,mtn,RECEIPT,2022-05-07,48300
Diane Le Goff,Diane Le Goff,Gérard Verdier-Allain,mtn,TRANSFER,2022-05-07,48300
Gérard Verdier-Allain,,,mtn,CASH_IN,2022-05-12,47400
Gérard Verdier-Allain,Antoinette Leconte-Boutin,Gérard Verdier-Allain,mtn,RECEIPT,2022-05-16,224300
Antoinette Leconte-Boutin,Antoinette Leconte-Boutin,Gérard Verdier-Allain,mtn,TRANSFER,2022-05-16,224300
Gérard Verdier-Allain,Gérard Verdier-Allain,Brigitte-Olivie Nicolas,mtn,TRANSFER,2022-05-16,433300
Brigitte-Olivie Nicolas,Gérard Verdier-Allain,Brigitte-Olivie Nicolas,mtn,RECEIPT,2022-05-16,433300
Gérard Verdier-Allain,Gérard Verdier-Allain,Thibault Martin,mtn,TRANSFER,2022-05-18,475900
Thibault Martin,Gérard Verdier-Allain,Thibault Martin,mtn,RECEIPT,2022-05-18,475900
Gérard Verdier-Allain,François Lemaître,Gérard Verdier-Allain,mtn,RECEIPT,2022-05-18,116200
François Lemaître,François Lemaître,Gérard Verdier-Allain,mtn,TRANSFER,2022-05-18,116200
Gérard Verdier-Allain,,,mtn,CASH_IN,2022-05-18,15600
Gérard Verdier-Allain,Gérard Verdier-Allain,Théophile Thierry,mtn,TRANSFER,2022-05-23,451100
Théophile Thierry,Gérard Verdier-Allain,Théophile Thierry,mtn,RECEIPT,2022-05-23,451100
Gérard Verdier-Allain,,,mtn,CASH_IN,2022-05-27,121000
Lucie Dumont,,,mtn,CASH_IN,2022-05-03,370300
Lucie Dumont,,,mtn,CASH_OUT,2022-05-04,322000
Lucie Dumont,,,mtn,CASH_OUT,2022-05-06,59300
Lucie Dumont,Édith Marie de la Legros,Lucie Dumont,mtn,RECEIPT,2022-05-07,185400
Édith Marie de la Legros,Édith Marie de la Legros,Lucie Dumont,mtn,TRANSFER,2022-05-07,185400
Lucie Dumont,Olivier Deschamps,Lucie Dumont,mtn,RECEIPT,2022-05-10,230500
Olivier Deschamps,Olivier Deschamps,Lucie Dumont,mtn,TRANSFER,2022-05-10,230500
Lucie Dumont,Lucie Dumont,David Mallet,mtn,TRANSFER,2022-05-11,116900
David Mallet,Lucie Dumont,David Mallet,mtn,RECEIPT,2022-05-11,116900
Lucie Dumont,,,mtn,CASH_IN,2022-05-12,60100
Lucie Dumont,Lucie Dumont,Gabriel Ruiz-Léger,mtn,TRANSFER,2022-05-12,189600
Gabriel Ruiz-Léger,Lucie Dumont,Gabriel Ruiz-Léger,mtn,RECEIPT,2022-05-12,189600
Lucie Dumont,,,mtn,CASH_OUT,2022-05-15,167100
Lucie Dumont,Brigitte-Olivie Nicolas,Lucie Dumont,mtn,RECEIPT,2022-05-18,57900
Brigitte-Olivie Nicolas,Brigitte-Olivie Nicolas,Lucie Dumont,mtn,TRANSFER,2022-05-18,57900
Lucie Dumont,,,mtn,CASH_IN,2022-05-19,466500
Lucie Dumont,Lucie Dumont,Marguerite-Michelle Fournier,mtn,TRANSFER,2022-05-25,394700
Marguerite-Michelle Fournier,Lucie Dumont,Marguerite-Michelle Fournier,mtn,RECEIPT,2022-05-25,394700
Lucie Dumont,,,mtn,CASH_IN,2022-05-26,215500
Lucie Dumont,Lucie Dumont,Théophile Thierry,mtn,TRANSFER,2022-05-27,359800
Théophile Thierry,Lucie Dumont,Théophile Thierry,mtn,RECEIPT,2022-05-27,359800
Marine-Nicole Michel,Antoinette Leconte-Boutin,Marine-Nicole Michel,mtn,RECEIPT,2022-05-01,437700
Antoinette Leconte-Boutin,Antoinette Leconte-Boutin,Marine-Nicole Michel,mtn,TRANSFER,2022-05-01,437700
Marine-Nicole Michel,Olivier Deschamps,Marine-Nicole Michel,mtn,RECEIPT,2022-05-04,64100
Olivier Deschamps,Olivier Deschamps,Marine-Nicole Michel,mtn,TRANSFER,2022-05-04,64100
Marine-Nicole Michel,Marine-Nicole Michel,Antoine Lemonnier,mtn,TRANSFER,2022-05-05,287700
Antoine Lemonnier,Marine-Nicole Michel,Antoine Lemonnier,mtn,RECEIPT,2022-05-05,287700
Marine-Nicole Michel,,,mtn,CASH_OUT,2022-05-07,320300
Marine-Nicole Michel,,,mtn,CASH_OUT,2022-05-09,202100
Marine-Nicole Michel,,,mtn,CASH_OUT,2022-05-10,62900
Marine-Nicole Michel,,,mtn,CASH_OUT,2022-05-12,160500
Marine-Nicole Michel,,,mtn,CASH_IN,2022-05-12,288200
Marine-Nicole Michel,Marie Legendre,Marine-Nicole Michel,mtn,RECEIPT,2022-05-13,195800
Marie Legendre,Marie Legendre,Marine-Nicole Michel,mtn,TRANSFER,2022-05-13,195800
Marine-Nicole Michel,,,mtn,CASH_IN,2022-05-14,246500
Marine-Nicole Michel,,,mtn,CASH_IN,2022-05-15,305200
Marine-Nicole Michel,Marine-Nicole Michel,Marie Legendre,mtn,TRANSFER,2022-05-15,311600
Marie Legendre,Marine-Nicole Michel,Marie Legendre,mtn,RECEIPT,2022-05-15,311600
Marine-Nicole Michel,,,mtn,CASH_IN,2022-05-17,403800
Marine-Nicole Michel,Marine-Nicole Michel,Thibault Salmon,mtn,TRANSFER,2022-05-18,479900
Thibault Salmon,Marine-Nicole Michel,Thibault Salmon,mtn,RECEIPT,2022-05-18,479900
Marine-Nicole Michel,Marine-Nicole Michel,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-05-22,79100
Jacqueline Lemonnier-Nguyen,Marine-Nicole Michel,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-05-22,79100
Marine-Nicole Michel,Marie Legendre,Marine-Nicole Michel,mtn,RECEIPT,2022-05-22,29400
Marie Legendre,Marie Legendre,Marine-Nicole Michel,mtn,TRANSFER,2022-05-22,29400
Marine-Nicole Michel,,,mtn,CASH_IN,2022-05-23,13300
Marine-Nicole Michel,André de Hebert,Marine-Nicole Michel,mtn,RECEIPT,2022-05-24,199300
André de Hebert,André de Hebert,Marine-Nicole Michel,mtn,TRANSFER,2022-05-24,199300
Nicole Parent-Raynaud,,,mtn,CASH_OUT,2022-05-02,89300
Nicole Parent-Raynaud,,,mtn,CASH_IN,2022-05-04,416700
Nicole Parent-Raynaud,Nicole Parent-Raynaud,Antoinette Leconte-Boutin,mtn,TRANSFER,2022-05-08,318500
Antoinette Leconte-Boutin,Nicole Parent-Raynaud,Antoinette Leconte-Boutin,mtn,RECEIPT,2022-05-08,318500
Nicole Parent-Raynaud,Astrid Torres,Nicole Parent-Raynaud,mtn,RECEIPT,2022-05-15,166600
Astrid Torres,Astrid Torres,Nicole Parent-Raynaud,mtn,TRANSFER,2022-05-15,166600
Nicole Parent-Raynaud,Nicole Parent-Raynaud,Nicolas de la Paul,mtn,TRANSFER,2022-05-16,261400
Nicolas de la Paul,Nicole Parent-Raynaud,Nicolas de la Paul,mtn,RECEIPT,2022-05-16,261400
Nicole Parent-Raynaud,,,mtn,CASH_OUT,2022-05-19,22000
Nicole Parent-Raynaud,,,mtn,CASH_OUT,2022-05-22,38300
Nicole Parent-Raynaud,,,mtn,CASH_IN,2022-05-23,190600
Nicole Parent-Raynaud,Nicole Parent-Raynaud,Thibaut Besnard,mtn,TRANSFER,2022-05-24,490200
Thibaut Besnard,Nicole Parent-Raynaud,Thibaut Besnard,mtn,RECEIPT,2022-05-24,490200
Nicole Parent-Raynaud,Georges Brunel,Nicole Parent-Raynaud,mtn,RECEIPT,2022-05-24,438200
Georges Brunel,Georges Brunel,Nicole Parent-Raynaud,mtn,TRANSFER,2022-05-24,438200
Nicole Parent-Raynaud,Nicole Parent-Raynaud,Thibaut Besnard,mtn,TRANSFER,2022-05-27,122300
Thibaut Besnard,Nicole Parent-Raynaud,Thibaut Besnard,mtn,RECEIPT,2022-05-27,122300
Patrick Leroy de la David,,,mtn,CASH_IN,2022-05-05,177300
Patrick Leroy de la David,Patrick Leroy de la David,Antoinette Leconte-Boutin,mtn,TRANSFER,2022-05-05,275000
Antoinette Leconte-Boutin,Patrick Leroy de la David,Antoinette Leconte-Boutin,mtn,RECEIPT,2022-05-05,275000
Patrick Leroy de la David,,,mtn,CASH_OUT,2022-05-06,370300
Patrick Leroy de la David,,,mtn,CASH_IN,2022-05-09,255300
Patrick Leroy de la David,Patrick Leroy de la David,Antoine Lemonnier,mtn,TRANSFER,2022-05-11,53100
Antoine Lemonnier,Patrick Leroy de la David,Antoine Lemonnier,mtn,RECEIPT,2022-05-11,53100
Patrick Leroy de la David,,,mtn,CASH_IN,2022-05-17,65000
Patrick Leroy de la David,,,mtn,CASH_OUT,2022-05-17,328700
Patrick Leroy de la David,Édith Marie de la Legros,Patrick Leroy de la David,mtn,RECEIPT,2022-05-18,485600
Édith Marie de la Legros,Édith Marie de la Legros,Patrick Leroy de la David,mtn,TRANSFER,2022-05-18,485600
Patrick Leroy de la David,Patrick Leroy de la David,Gabriel Ruiz-Léger,mtn,TRANSFER,2022-05-18,457300
Gabriel Ruiz-Léger,Patrick Leroy de la David,Gabriel Ruiz-Léger,mtn,RECEIPT,2022-05-18,457300
Patrick Leroy de la David,,,mtn,CASH_IN,2022-05-23,38200
Patrick Leroy de la David,Antoine Lemonnier,Patrick Leroy de la David,mtn,RECEIPT,2022-05-23,212300
Antoine Lemonnier,Antoine Lemonnier,Patrick Leroy de la David,mtn,TRANSFER,2022-05-23,212300
Patrick Leroy de la David,,,mtn,CASH_IN,2022-05-25,270800
Patrick Leroy de la David,,,mtn,CASH_IN,2022-05-27,39800
Patrick Leroy de la David,Patrick Leroy de la David,Antoinette Leconte-Boutin,mtn,TRANSFER,2022-05-27,243400
Antoinette Leconte-Boutin,Patrick Leroy de la David,Antoinette Leconte-Boutin,mtn,RECEIPT,2022-05-27,243400
Jacqueline Lemonnier-Nguyen,,,mtn,CASH_OUT,2022-05-05,189000
Jacqueline Lemonnier-Nguyen,,,mtn,CASH_OUT,2022-05-12,396100
Jacqueline Lemonnier-Nguyen,Astrid Torres,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-05-14,141200
Astrid Torres,Astrid Torres,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-05-14,141200
Jacqueline Lemonnier-Nguyen,,,mtn,CASH_IN,2022-05-17,114900
Jacqueline Lemonnier-Nguyen,,,mtn,CASH_OUT,2022-05-17,299200
Jacqueline Lemonnier-Nguyen,Antoinette Leconte-Boutin,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-05-19,446400
Antoinette Leconte-Boutin,Antoinette Leconte-Boutin,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-05-19,446400
Jacqueline Lemonnier-Nguyen,,,mtn,CASH_IN,2022-05-22,388500
Jacqueline Lemonnier-Nguyen,,,mtn,CASH_OUT,2022-05-26,344200
Jacqueline Lemonnier-Nguyen,,,mtn,CASH_IN,2022-05-27,97100
Jacqueline Lemonnier-Nguyen,Georges Brunel,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-05-27,363000
Georges Brunel,Georges Brunel,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-05-27,363000
Jacqueline Lemonnier-Nguyen,Lucie Dijoux de Boyer,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-05-27,184600
Lucie Dijoux de Boyer,Lucie Dijoux de Boyer,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-05-27,184600
Marie Legendre,Gabriel Ruiz-Léger,Marie Legendre,mtn,RECEIPT,2022-05-04,473300
Gabriel Ruiz-Léger,Gabriel Ruiz-Léger,Marie Legendre,mtn,TRANSFER,2022-05-04,473300
Marie Legendre,Marie Legendre,Thibault Martin,mtn,TRANSFER,2022-05-04,10400
Thibault Martin,Marie Legendre,Thibault Martin,mtn,RECEIPT,2022-05-04,10400
Marie Legendre,,,mtn,CASH_IN,2022-05-05,297200
Marie Legendre,Marie Legendre,Georges Brunel,mtn,TRANSFER,2022-05-07,212700
Georges Brunel,Marie Legendre,Georges Brunel,mtn,RECEIPT,2022-05-07,212700
Marie Legendre,Marie Legendre,Georges Brunel,mtn,TRANSFER,2022-05-08,363800
Georges Brunel,Marie Legendre,Georges Brunel,mtn,RECEIPT,2022-05-08,363800
Marie Legendre,,,mtn,CASH_IN,2022-05-10,217100
Marie Legendre,,,mtn,CASH_OUT,2022-05-10,336300
Marie Legendre,,,mtn,CASH_IN,2022-05-13,430500
Marie Legendre,,,mtn,CASH_IN,2022-05-16,370400
Marie Legendre,,,mtn,CASH_OUT,2022-05-17,280600
Marie Legendre,,,mtn,CASH_IN,2022-05-22,447000
Marie Legendre,Thibault Maillet,Marie Legendre,mtn,RECEIPT,2022-05-23,294600
Thibault Maillet,Thibault Maillet,Marie Legendre,mtn,TRANSFER,2022-05-23,294600
Marie Legendre,Marguerite Duhamel,Marie Legendre,mtn,RECEIPT,2022-05-27,275700
Marguerite Duhamel,Marguerite Duhamel,Marie Legendre,mtn,TRANSFER,2022-05-27,275700
François Lemaître,Thibault Maillet,François Lemaître,mtn,RECEIPT,2022-05-01,122800
Thibault Maillet,Thibault Maillet,François Lemaître,mtn,TRANSFER,2022-05-01,122800
François Lemaître,Anouk Camus,François Lemaître,mtn,RECEIPT,2022-05-02,442000
Anouk Camus,Anouk Camus,François Lemaître,mtn,TRANSFER,2022-05-02,442000
François Lemaître,,,mtn,CASH_IN,2022-05-04,304400
François Lemaître,,,mtn,CASH_OUT,2022-05-06,139600
François Lemaître,François Lemaître,Lucie Dijoux de Boyer,mtn,TRANSFER,2022-05-10,61800
Lucie Dijoux de Boyer,François Lemaître,Lucie Dijoux de Boyer,mtn,RECEIPT,2022-05-10,61800
François Lemaître,Marguerite-Michelle Fournier,François Lemaître,mtn,RECEIPT,2022-05-11,386500
Marguerite-Michelle Fournier,Marguerite-Michelle Fournier,François Lemaître,mtn,TRANSFER,2022-05-11,386500
François Lemaître,François Lemaître,Lucie Dijoux de Boyer,mtn,TRANSFER,2022-05-13,461800
Lucie Dijoux de Boyer,François Lemaître,Lucie Dijoux de Boyer,mtn,RECEIPT,2022-05-13,461800
François Lemaître,Thibault Salmon,François Lemaître,mtn,RECEIPT,2022-05-17,469300
Thibault Salmon,Thibault Salmon,François Lemaître,mtn,TRANSFER,2022-05-17,469300
François Lemaître,Nicolas de la Paul,François Lemaître,mtn,RECEIPT,2022-05-19,405100
Nicolas de la Paul,Nicolas de la Paul,François Lemaître,mtn,TRANSFER,2022-05-19,405100
François Lemaître,François Lemaître,David Mallet,mtn,TRANSFER,2022-05-20,128300
David Mallet,François Lemaître,David Mallet,mtn,RECEIPT,2022-05-20,128300
François Lemaître,François Lemaître,Thibaut Besnard,mtn,TRANSFER,2022-05-20,38000
Thibaut Besnard,François Lemaître,Thibaut Besnard,mtn,RECEIPT,2022-05-20,38000
François Lemaître,François Lemaître,Thibault Martin,mtn,TRANSFER,2022-05-22,116300
Thibault Martin,François Lemaître,Thibault Martin,mtn,RECEIPT,2022-05-22,116300
François Lemaître,David Mallet,François Lemaître,mtn,RECEIPT,2022-05-22,248900
David Mallet,David Mallet,François Lemaître,mtn,TRANSFER,2022-05-22,248900
François Lemaître,François Lemaître,Thibault Salmon,mtn,TRANSFER,2022-05-22,328900
Thibault Salmon,François Lemaître,Thibault Salmon,mtn,RECEIPT,2022-05-22,328900
Diane Le Goff,,,mtn,CASH_OUT,2022-05-02,249300
Diane Le Goff,,,mtn,CASH_OUT,2022-05-02,484500
Diane Le Goff,Marguerite Duhamel,Diane Le Goff,mtn,RECEIPT,2022-05-05,219800
Marguerite Duhamel,Marguerite Duhamel,Diane Le Goff,mtn,TRANSFER,2022-05-05,219800
Diane Le Goff,Marguerite Duhamel,Diane Le Goff,mtn,RECEIPT,2022-05-05,471100
Marguerite Duhamel,Marguerite Duhamel,Diane Le Goff,mtn,TRANSFER,2022-05-05,471100
Diane Le Goff,,,mtn,CASH_IN,2022-05-12,432300
Diane Le Goff,,,mtn,CASH_OUT,2022-05-12,118500
Diane Le Goff,,,mtn,CASH_IN,2022-05-14,488800
Diane Le Goff,,,mtn,CASH_OUT,2022-05-17,386400
Diane Le Goff,Diane Le Goff,Marguerite-Michelle Fournier,mtn,TRANSFER,2022-05-20,416800
Marguerite-Michelle Fournier,Diane Le Goff,Marguerite-Michelle Fournier,mtn,RECEIPT,2022-05-20,416800
Diane Le Goff,Anouk Camus,Diane Le Goff,mtn,RECEIPT,2022-05-22,123500
Anouk Camus,Anouk Camus,Diane Le Goff,mtn,TRANSFER,2022-05-22,123500
Diane Le Goff,Diane Le Goff,Olivier Deschamps,mtn,TRANSFER,2022-05-23,253300
Olivier Deschamps,Diane Le Goff,Olivier Deschamps,mtn,RECEIPT,2022-05-23,253300
Diane Le Goff,,,mtn,CASH_OUT,2022-05-27,329400
Antoine Lemonnier,Antoine Lemonnier,Édith Marie de la Legros,mtn,TRANSFER,2022-05-01,88400
Édith Marie de la Legros,Antoine Lemonnier,Édith Marie de la Legros,mtn,RECEIPT,2022-05-01,88400
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-02,295800
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-03,68100
Antoine Lemonnier,Antoine Lemonnier,Marguerite-Michelle Fournier,mtn,TRANSFER,2022-05-03,157000
Marguerite-Michelle Fournier,Antoine Lemonnier,Marguerite-Michelle Fournier,mtn,RECEIPT,2022-05-03,157000
Antoine Lemonnier,Antoine Lemonnier,Thibaut Besnard,mtn,TRANSFER,2022-05-04,282500
Thibaut Besnard,Antoine Lemonnier,Thibaut Besnard,mtn,RECEIPT,2022-05-04,282500
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-10,404600
Antoine Lemonnier,,,mtn,CASH_OUT,2022-05-11,240700
Antoine Lemonnier,Henri Weiss,Antoine Lemonnier,mtn,RECEIPT,2022-05-13,423700
Henri Weiss,Henri Weiss,Antoine Lemonnier,mtn,TRANSFER,2022-05-13,423700
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-13,245800
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-17,338600
Antoine Lemonnier,André de Hebert,Antoine Lemonnier,mtn,RECEIPT,2022-05-18,2200
André de Hebert,André de Hebert,Antoine Lemonnier,mtn,TRANSFER,2022-05-18,2200
Antoine Lemonnier,Marguerite Duhamel,Antoine Lemonnier,mtn,RECEIPT,2022-05-19,33400
Marguerite Duhamel,Marguerite Duhamel,Antoine Lemonnier,mtn,TRANSFER,2022-05-19,33400
Antoine Lemonnier,,,mtn,CASH_OUT,2022-05-19,44400
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-20,113300
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-20,466000
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-21,213600
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-24,344300
Antoine Lemonnier,Antoine Lemonnier,Théophile Thierry,mtn,TRANSFER,2022-05-26,76800
Théophile Thierry,Antoine Lemonnier,Théophile Thierry,mtn,RECEIPT,2022-05-26,76800
Antoine Lemonnier,,,mtn,CASH_IN,2022-05-26,388600
Matthieu Robin,,,mtn,CASH_OUT,2022-05-02,34700
Matthieu Robin,Matthieu Robin,Henri Weiss,mtn,TRANSFER,2022-05-04,228300
Henri Weiss,Matthieu Robin,Henri Weiss,mtn,RECEIPT,2022-05-04,228300
Matthieu Robin,Matthieu Robin,Amélie-Marie Jacquot,mtn,TRANSFER,2022-05-04,104400
Amélie-Marie Jacquot,Matthieu Robin,Amélie-Marie Jacquot,mtn,RECEIPT,2022-05-04,104400
Matthieu Robin,,,mtn,CASH_OUT,2022-05-05,162200
Matthieu Robin,,,mtn,CASH_OUT,2022-05-06,33600
Matthieu Robin,,,mtn,CASH_IN,2022-05-10,342800
Matthieu Robin,,,mtn,CASH_IN,2022-05-12,67700
Matthieu Robin,Thibault Maillet,Matthieu Robin,mtn,RECEIPT,2022-05-19,11500
Thibault Maillet,Thibault Maillet,Matthieu Robin,mtn,TRANSFER,2022-05-19,11500
Matthieu Robin,Matthieu Robin,David Mallet,mtn,TRANSFER,2022-05-20,71500
David Mallet,Matthieu Robin,David Mallet,mtn,RECEIPT,2022-05-20,71500
Matthieu Robin,,,mtn,CASH_IN,2022-05-22,493200
Matthieu Robin,Matthieu Robin,Nicolas de la Paul,mtn,TRANSFER,2022-05-24,70500
Nicolas de la Paul,Matthieu Robin,Nicolas de la Paul,mtn,RECEIPT,2022-05-24,70500
Matthieu Robin,Matthieu Robin,Henri Weiss,mtn,TRANSFER,2022-05-25,243100
Henri Weiss,Matthieu Robin,Henri Weiss,mtn,RECEIPT,2022-05-25,243100
Matthieu Robin,,,mtn,CASH_OUT,2022-05-26,91400
Brigitte-Olivie Nicolas,Brigitte-Olivie Nicolas,Thibault Martin,mtn,TRANSFER,2022-05-05,476800
Thibault Martin,Brigitte-Olivie Nicolas,Thibault Martin,mtn,RECEIPT,2022-05-05,476800
Brigitte-Olivie Nicolas,Brigitte-Olivie Nicolas,Anouk Camus,mtn,TRANSFER,2022-05-06,370000
Anouk Camus,Brigitte-Olivie Nicolas,Anouk Camus,mtn,RECEIPT,2022-05-06,370000
Brigitte-Olivie Nicolas,Brigitte-Olivie Nicolas,Thibaut Besnard,mtn,TRANSFER,2022-05-09,409900
Thibaut Besnard,Brigitte-Olivie Nicolas,Thibaut Besnard,mtn,RECEIPT,2022-05-09,409900
Brigitte-Olivie Nicolas,,,mtn,CASH_OUT,2022-05-11,486300
Brigitte-Olivie Nicolas,,,mtn,CASH_OUT,2022-05-12,28000
Brigitte-Olivie Nicolas,,,mtn,CASH_IN,2022-05-12,222100
Brigitte-Olivie Nicolas,Brigitte-Olivie Nicolas,Gabriel Ruiz-Léger,mtn,TRANSFER,2022-05-14,27900
Gabriel Ruiz-Léger,Brigitte-Olivie Nicolas,Gabriel Ruiz-Léger,mtn,RECEIPT,2022-05-14,27900
Brigitte-Olivie Nicolas,Brigitte-Olivie Nicolas,Anouk Camus,mtn,TRANSFER,2022-05-17,116600
Anouk Camus,Brigitte-Olivie Nicolas,Anouk Camus,mtn,RECEIPT,2022-05-17,116600
Brigitte-Olivie Nicolas,,,mtn,CASH_IN,2022-05-17,423900
Brigitte-Olivie Nicolas,,,mtn,CASH_IN,2022-05-17,210000
