Name,Age,is_sentenced
Geneviève Blanchet-Louis,19,0
Madeleine Pinto,69,1
Alexandre Berger,89,1
Christelle-Anastasie Baron,22,1
Marine Louis,11,0
Benjamin Paris,65,1
Jean Alexandre,55,1
Noël Laurent,11,0
Chantal Regnier,89,0
Guillaume Hoarau,84,1
Éléonore Lamy,1,0
Philippine Mathieu,36,1
Julie Carpentier,35,1
Sabine Leduc du Hoareau,31,1
Jacqueline Merle,65,1
Victoire-Jeanne Caron,4,0
Véronique Lévy,38,1
Arnaude Bègue-Mahe,55,1
Claude Petit,8,0
Renée Raynaud,73,1
Thomas Le Laroche,46,1
Grégoire-Olivier Voisin,88,1
Guy Langlois,50,1
Sébastien Le Weiss,64,1
Michèle Charrier de Seguin,72,1
Corinne Duval-Maury,49,1
Gabriel-Patrick Laurent,75,0
Alexandrie Garnier du Brunel,8,0
Benjamin Valette,17,0
Josette Blanchard,48,1
Zacharie Michel,89,0
Grégoire Carre de Martinez,16,0
Denise Gauthier,86,1
Georges du Merle,25,1
Susan Godard du Poulain,9,0
Jules Valentin-Collet,89,1
Maggie-Marguerite Letellier,37,0
Marthe Lévy de la Bonneau,55,1
Marcel Gomes,65,1
Théodore de Pons,41,1
Christine Tanguy,48,0
Patrick Simon,49,1
Paul Bigot,77,1
Lorraine Hebert,82,0
Susan Lemaître,82,1
Benoît Lamy,63,1
Aurore de la Dumont,73,1
Bernard Bazin,30,1
Madeleine Gillet,20,1
Clémence Peltier,4,0
Marguerite Klein,34,1
Andrée Gomez,51,1
Patrick Lefèvre,79,1
Yves Clément de Guibert,3,0
Thibaut Fleury,57,1
Victor Traore Le Marie,64,1
Lucie Wagner,22,0
Sylvie Poulain,32,1
Christiane Gomes-Brun,46,1
Thérèse Barbier,89,1
Colette Martinez,34,1
Timothée-Adrien Verdier,74,0
Jean Legrand,50,1
Gilbert Martinez-Teixeira,84,1
Laurence Roche de Roche,29,1
Timothée Blanchet,63,1
Gabrielle Schmitt Le Dijoux,63,1
Guillaume Goncalves,29,1
Antoinette Leconte-Boutin,41,1
Astrid du Roger,22,1
Yves Blanchet-Hardy,5,0
Margot Lemoine,54,1
Thibaut Barbe,25,1
Thomas Barthelemy-Bouvet,28,1
Victoire Reynaud,65,1
René Fleury,20,1
Suzanne Paul-Martineau,58,1
Amélie Dupont,3,0
Colette-Noémi Martin,86,1
Andrée de Barthelemy,69,1
Rémy Diaz-Carre,18,0
Aurélie Coste Le Carpentier,90,0
Julie Pages-Dufour,34,1
Martine Mace-Rodriguez,33,1
Jeannine Hebert,32,1
Luce François,61,1
Alain Neveu-Hubert,47,0
Jérôme de Faivre,37,1
Olivie Denis,49,1
Marc-Jean Paris,79,1
Marie de la Ledoux,6,0
Joséphine Laporte,66,1
Geneviève Auger,0,0
Maurice David-Buisson,51,1
Odette Germain,87,0
Thibault-Lucas Dupuy,53,1
Marcel Bouvier,73,1
Joseph Bigot,27,1
Amélie Besson,11,0
Georges Perret-Chevallier,17,0
Laetitia Payet,75,1
Benoît Delaunay,36,1
Sébastien Grenier,53,1
Honoré Le Bruneau,8,0
Guillaume Riou,69,1
Jeanne Leleu de Gonzalez,68,1
Frédéric-Alexandre Leclercq,55,0
Nathalie Le Mary,15,0
Henri du Petitjean,62,1
Jeanne Guilbert,7,0
Océane Auger-Fabre,68,0
Vincent Louis-Masson,78,1
Alexandre Gaudin,9,0
Aimée Bernard Le Ollivier,51,1
Sébastien-Louis Masson,66,1
Joséphine Bousquet,22,1
Gilles Fleury,79,1
Christiane Maillard-Laurent,4,0
Émile Payet,66,1
Patricia Le Pasquier,91,0
Georges de Colas,40,1
Alice Da Costa,7,0
Inès Guillet,54,1
Anouk Blanchet-Rousset,68,0
Marguerite Maillot,23,1
Maryse Lefort,47,1
Nicole Le Texier,23,1
Valentine Lesage-Lévy,13,0
Daniel Weiss,2,0
Laurence Le Benoit,88,1
Zacharie Le Merle,49,1
Jérôme Mercier,16,0
Martin Dumont,7,0
Christelle Millet,91,1
Lorraine du Meyer,58,1
Anouk Potier,76,1
Camille Fournier,36,1
Camille Rémy,41,1
Geneviève Ribeiro de la Perez,53,1
Thomas Lombard,9,0
Maggie Hervé,57,1
Colette-Anouk Alexandre,15,0
François Gay,53,0
Maryse Pascal,7,0
Nicole Leclerc,0,0
Emmanuel Sanchez,28,1
Emmanuel de Hernandez,86,1
Alain Antoine,24,1
Marine Delahaye-Marchal,48,1
Théodore Pichon,36,1
Lucy Baudry,38,1
Sylvie-Henriette Grégoire,44,1
Zacharie Thomas du Mathieu,45,1
Gilles Tanguy,67,1
Théophile Pelletier-Le Gall,45,1
Aurore Henry-Olivier,60,1
Margaret Cohen-Gilbert,70,1
Frédérique-Édith Lenoir,43,1
Luce Jacquet,39,1
Sébastien Bouvet,37,1
Grégoire Teixeira du Boutin,26,1
Guillaume Alexandre,58,1
Alexandrie Colin,23,1
Charles Gaudin,42,1
Lucas Barbier-Moulin,53,1
Gilbert Guérin,69,1
Émile Lopes,70,1
Sébastien Rivière-Monnier,45,1
Michelle de Gimenez,32,1
Margaux Bonnin,9,0
Denis-Émile Germain,3,0
Valentine Gaudin,26,1
Juliette Deschamps,8,0
Marine Guillot de la Ribeiro,37,1
Édouard Fernandez,21,1
Raymond Fernandes-Voisin,90,0
Margaret-Pénélope Wagner,0,0
Michèle du Leconte,55,1
Margaux Petit,27,1
Marianne Schmitt,77,1
Matthieu du Launay,26,1
Bertrand-René Schneider,41,1
Margaux Loiseau,32,0
Zacharie Barbier,64,1
Caroline Morvan,38,1
Lorraine du Leleu,4,0
Suzanne Paul,52,1
Olivier Fernandes,47,1
Margaud Mary,53,1
Henri-Michel Vincent,78,0
Pierre Faure,36,1
Zacharie Sauvage Le Rousseau,69,1
Virginie Lelièvre,50,1
Michel Rousset,42,1
Suzanne Duhamel,48,1
André du Prévost,9,0
Paulette Valentin,39,1
Isabelle Aubry,75,1
David Peltier,17,0
Louis Duhamel,87,0
Franck Hervé de la Gimenez,78,1
Danielle Lelièvre,75,1
Christelle Riou,89,1
Margaud Pottier,84,0
Honoré Nicolas,92,1
Thibaut Renault,69,1
Gabrielle Renault,20,0
Danielle Boutin,58,1
Lorraine-Alix Breton,64,1
Louis Hamon,92,0
Roland-Noël Guyot,58,1
Julien Perrier,37,0
Valentine-Victoire Rodrigues,3,0
Guillaume Bailly de la Boulanger,46,1
Hugues Diaz-Paul,53,1
Nathalie Gimenez,56,1
Emmanuel-Pierre Dupré,16,0
Richard Auger,38,1
Xavier Martins de la Tanguy,86,0
Marianne Bodin,12,0
Pénélope Hernandez,55,1
Sabine Neveu-Dupuis,88,0
Eugène-Antoine Texier,55,1
Lucy Bodin,42,1
Odette Peltier,30,1
Margot Klein,90,1
Bertrand Daniel,85,1
Suzanne Sanchez-Ferreira,60,1
Eugène Bonnin,90,1
Lucy Rivière de Gay,26,1
Martine Marie,76,1
Julien Lecoq Le Fischer,15,0
Gérard de Grégoire,39,0
Noël-Thierry Le Gall,15,0
Alain Boulanger,26,0
Marianne Parent,35,1
Céline-Alix Neveu,81,1
Zoé Poulain de Morel,4,0
Honoré Potier Le Rousseau,26,1
Matthieu de Pelletier,67,1
Arnaude de la Dupuy,42,1
Henri-Tristan Turpin,12,0
Nicolas-Philippe Bodin,9,0
Alex Pires,39,1
Anouk Bruneau,58,1
Lucy de Salmon,53,1
Zacharie Potier,47,1
Alphonse Laroche,25,1
Marc Lombard,75,1
Michel de la Rey,85,1
Jeanne Delmas Le Robert,35,1
Maurice Bodin du Delahaye,48,1
Eugène Roger-Ramos,44,1
Brigitte Faivre de Mace,85,1
Nicole Meunier de la Gilbert,38,1
Auguste Bourgeois,65,1
Daniel-Yves Laporte,50,1
Augustin du Besnard,60,1
Élise du Foucher,45,1
Lucy Lebreton,81,1
Stéphane Étienne Le Dumont,47,1
Antoinette Le Blanchard,51,1
Émile Lamy-Joseph,80,1
Hélène Mathieu,36,1
Gabriel Carpentier,33,1
Gilbert-Robert Becker,38,1
Claire Gimenez,4,0
Isaac Munoz,35,1
Andrée Lefebvre,42,1
Nicolas Noël,3,0
Simone Rodrigues,57,1
Julien du Picard,41,1
Margaret Germain,56,1
Charlotte Guillet du Gomes,25,1
Sylvie de la Chevallier,27,1
Jérôme Leroy,43,1
Julie de Maillard,75,1
Daniel Le Ferrand,29,1
Nathalie Coulon,44,1
Nath Gilles,34,1
Bernard Collet-Roger,77,0
Clémence Masse,0,0
Frédéric de Mathieu,12,0
Rémy Jacquet-Étienne,27,1
Astrid de Hebert,3,0
Stéphanie Dos Santos,2,0
Nicole Salmon,58,0
Catherine Duhamel-Le Roux,36,1
Benjamin Regnier,40,1
Laurent du Chauvin,90,1
Claire Valette,72,1
Philippine-Diane Normand,38,0
Luce Laroche,5,0
Xavier Menard de Henry,53,1
Laurence Coulon,11,0
Gilbert Dubois,77,1
Luce de la Richard,80,0
Roger Legros,7,0
Augustin Delannoy,56,1
Frédéric Grenier,86,1
Julien-Émile Pons,11,0
Lucie Lecoq-Meyer,32,1
Noël Collet-Maillard,55,1
Olivier Brunet-Vallée,43,1
Sébastien Barbier,17,0
Marianne-Élisabeth Sanchez,85,1
Alfred Ollivier,92,1
Constance Normand,83,1
Nath Mathieu,20,1
Stéphane Lopes,57,1
Françoise Mallet,60,1
Julie Grenier de Laroche,30,1
Catherine Le Briand,20,0
William Olivier,60,1
Olivie Clément,13,0
Gilles du Renault,74,0
Aurélie Michel,9,0
Xavier Coulon,66,1
Michelle-Laurence Marie,59,1
Marcelle-Christelle Pelletier,41,1
Raymond de la Dufour,56,1
Bertrand Lebreton,42,1
Vincent Bailly,79,0
Gabriel Parent,65,0
Claire Nicolas-Imbert,49,1
Franck Jean,56,0
Agnès Regnier Le Da Costa,86,1
Julien Alexandre-Blanc,16,0
Philippe Gomez,33,1
Jacques Rivière,53,1
Simone Leleu,45,1
Honoré Klein,86,1
Paulette Grenier,45,1
Gabrielle Lacroix-Parent,3,0
Timothée Menard,1,0
Madeleine Lemaître,15,0
Georges Auger,7,0
Victor Gautier,73,0
Maryse Guyot,59,1
Charles Legros,47,1
Camille Delorme,48,1
Susanne Vidal,14,0
Nathalie Gosselin,70,0
Honoré Moulin,68,1
Aimé Toussaint,39,1
Josette Poulain-Fischer,52,1
Clémence Vasseur,1,0
Charlotte-Martine Parent,75,0
Mathilde Fernandez Le Sanchez,49,1
Sophie Morel,21,1
Henriette Nguyen-Weiss,89,1
Grégoire Leduc-Leroy,28,1
Laurence Lévy,48,1
Auguste Bazin,55,1
Joséphine Louis de la Jacob,49,1
Pierre Mathieu,74,0
Éric Hoarau Le Lacroix,45,1
Lucie Bousquet,53,1
Étienne Charles,62,1
Frédéric Lemoine,56,1
Isabelle Jacquet,68,1
François Blin,6,0
Arnaude Vidal,75,0
Luc Fournier,65,1
Philippe Huet,75,0
René Simon-Gilbert,51,0
Xavier Gilles,55,1
Thibaut Boyer,39,1
Bernadette Briand,68,1
David Gomes,80,1
Charlotte Tessier,1,0
Virginie Dupont,72,0
Honoré Monnier,32,1
Luce Jacob,85,1
Henri Le Rousset,2,0
Laetitia Torres-Martineau,36,1
Célina Le Morin,84,1
Colette Alexandre,34,1
Hugues Lefort,56,1
Pénélope Meyer,18,0
Thibaut Dos Santos,58,1
Anaïs Pereira,52,1
Lucie Morvan,1,0
Hugues Gérard,81,1
Margaret-Susan Colas,73,0
Roger Duhamel,33,1
Joseph-Raymond Guérin,54,1
Céline Le Gall,41,1
François Duval,36,1
Maryse Da Silva,71,1
Stéphane Royer,55,1
David Launay,65,1
Arthur Mace,6,0
Mathilde Blanc de Buisson,16,0
Marc Hubert,45,1
Alfred De Sousa,49,1
Manon Legros Le Sauvage,84,1
Élisabeth Moulin,92,0
Victor-David Faure,63,1
Christelle Georges-Blanc,5,0
Guy du Delorme,28,1
Louis Gérard-Rocher,83,1
Lorraine Maillard,83,0
Margaud Pereira,84,1
Théodore Faivre du Blanc,17,0
Nathalie du Garnier,12,0
Emmanuelle-Marcelle Maury,83,1
Bernadette-Constance Raynaud,48,1
Denise Coste,73,1
Sophie Boucher-Legrand,28,1
Adélaïde Barbier Le Garcia,13,0
Xavier Chevallier,68,1
Charles Germain-Munoz,69,0
Zoé Julien,50,1
Martin Chauvet de Raymond,67,1
Madeleine de Godard,41,1
Nicole Chrétien,65,1
Frédéric Gomes,47,1
Olivier-Alain Carpentier,13,0
Suzanne Bouchet-Colin,90,1
Augustin Bonnet,59,1
Léon-Isaac François,36,1
Anouk Da Costa,57,0
Jules Normand,85,1
Andrée Pierre,40,1
François du Jourdan,76,0
Bernadette Duhamel-Masson,60,1
Charlotte Boutin du Masson,2,0
Nicolas Sauvage,83,1
Anouk Dupuy,13,0
Élise Dufour,82,1
Denis Pons,63,1
Marcel Vincent,4,0
Victoire-Aurore Techer,41,1
Alexandre Riou de Philippe,86,1
Auguste Mendès,55,1
Martine Leroux,0,0
Nath Guyon,88,1
Margaud-Christiane Grondin,4,0
Luce Blanc,37,1
Aurélie Joubert,6,0
Olivier Rey-Marchal,75,1
Émile Renault de Morvan,89,0
Adrien Chauvet,32,1
Margot Pages,68,1
Anne Reynaud,47,1
William Guillet,51,1
Raymond Menard,73,1
Gilbert Blanc,59,1
Gilbert Germain de Denis,18,0
Raymond Fontaine,33,1
Maurice Ferreira,86,0
Joseph Payet,28,1
Joseph Roy,14,0
Arnaude Bertrand Le Deschamps,5,0
Louis Raymond,5,0
Anouk Pasquier de la Boyer,6,0
Aurélie Techer,77,0
Christelle-Lucy Dupré,62,1
Martin Rémy du Renard,85,1
Eugène Lemonnier,15,0
Édouard Michel,36,0
Camille Buisson,17,0
Brigitte du Regnier,35,1
Nicole Bonnet-Chevallier,57,1
Roland Guichard,51,1
Arnaude Lemaître-Dumont,22,1
Hugues Ledoux,27,1
Margot Bonnet,53,1
Aurélie-Michèle Allard,39,1
Michèle Picard,88,1
Anaïs-Maryse Deschamps,89,1
Théophile Olivier,39,0
Amélie Bonnet,84,0
Thierry Gomes,29,0
Louise Grondin,35,1
Alain Potier,41,1
Louise Marques,15,0
Christelle Roche,50,1
Anaïs Lambert,66,0
Sylvie Devaux,85,1
Claudine Moreno,36,1
Anne-Célina Neveu,71,1
Colette Lemonnier,24,1
Inès Aubry-Nguyen,36,1
Aimé de Da Silva,61,1
Josette Faivre,80,1
Richard Michel,15,0
Élodie Mahe du Delaunay,51,1
Isabelle de la Gaillard,67,1
Gérard Jacquet,27,1
Agnès Martins,69,1
Maurice-Honoré Charpentier,66,1
Aurore Gonzalez,77,1
Victoire Leroux,0,0
Guy Loiseau,1,0
Paulette de la Hubert,79,0
Louise Allard,21,0
Laurent Tessier-Bonnet,89,1
Christiane Labbé,11,0
Capucine Schneider,53,1
Margot Lamy Le Tanguy,11,0
Alexandre Legrand,77,1
Georges Schneider,58,1
Antoinette Jacquot de Rossi,55,1
Vincent Godard,37,1
Alexandria Guillet,11,0
Alex Aubry,6,0
Daniel Lombard,70,1
Maryse Gillet du Royer,67,1
Margaux Leclerc,62,1
Henri Petitjean,50,1
Benjamin Briand,34,1
Brigitte Julien-Da Silva,82,0
Victoire-Thérèse Moreau,59,1
Jean Valentin,32,1
Laurent Ribeiro,7,0
Thomas Arnaud,48,1
Claudine Riou,60,1
Théodore Salmon,67,1
Marthe Pons,4,0
Margaux Andre,18,0
Thierry Deschamps de la Klein,3,0
Marcel Devaux,17,0
Adèle Loiseau,53,1
Luc Rossi Le Godard,1,0
Paulette Lebreton-Lesage,30,1
Olivier Moreno de la Moreno,1,0
Julie Merle,64,1
Josette Weber de la Fleury,91,1
Timothée Diallo,30,1
Benjamin Michaud,75,1
Laure-Lorraine Lacombe,16,0
Michelle de la Traore,51,1
Aurélie Clément-Rodriguez,55,1
Isabelle Antoine,8,0
Manon-Claudine Picard,11,0
Manon Vincent,27,1
Gilbert-Christophe Le Goff,46,1
Matthieu Guichard,18,0
Paul Jacob,67,1
Clémence Pages,88,0
Noémi Vallet,10,0
Sylvie Philippe de la Parent,53,1
Édith Jacques-Pelletier,3,0
Thomas de Meunier,19,0
Paul Fabre de la Besson,87,1
Monique Dumas,83,1
Anaïs Faivre,39,1
Gilbert du Joly,9,0
Clémence de la Chartier,81,1
Frédéric Germain-Adam,28,1
Bernadette-Alice Morel,2,0
Cécile Evrard,76,1
Maurice Joseph,42,1
Adrien Bazin,48,1
Bernard Guyon Le Petitjean,57,1
Benoît Berthelot de la Gauthier,18,0
Alain Evrard,90,1
Adrien Morel,54,1
Vincent-William Becker,4,0
Josette Renaud,9,0
Timothée Charrier,12,0
Audrey Caron,22,0
Antoinette de la Boulay,51,1
Juliette Schneider,88,1
Bertrand Dubois-Martin,15,0
Gabriel Leconte,46,0
Michèle Chauveau,76,1
Jules Jean de la Aubry,22,1
Nicolas de la Paul,59,1
Josette Barthelemy,46,1
Chantal Henry-Rocher,33,1
Sébastien Morel,25,0
André Le Langlois,66,1
Alexandrie Perrin,88,1
Arthur Vincent,39,1
Laure-Alex Alexandre,21,1
Laurent Vallée-Lesage,5,0
Lorraine Blot,3,0
Olivier Launay,33,1
Honoré Peltier,81,1
Emmanuelle Vidal,35,1
Robert Martin Le Dufour,92,1
Émile Vallet,68,1
Robert Lejeune,74,1
Jacqueline Ollivier,39,1
Colette Blanc de la Chauvin,62,1
Stéphane Mathieu du Guyon,67,1
Laurence Fleury-Bouchet,32,1
Jean Leclerc,71,1
Chantal Meunier-Potier,37,0
Benoît Antoine du Bazin,85,0
Inès Henry,5,0
Xavier Le Bertrand,24,0
Valentine Sauvage,61,1
Élise Neveu-Dijoux,77,1
Gilbert Martinez,38,1
Caroline de la Pottier,36,1
Nicolas Robert,39,1
Charlotte Poulain-Lagarde,54,1
Marcel Humbert,55,1
Émile Cohen,56,1
Gabriel Perrot,50,1
Augustin Antoine,29,1
Cécile-Alexandria Roche,2,0
Jean-Gérard Cousin,55,1
Denis de la Joubert,16,0
Arthur Carlier,26,1
Auguste Courtois,76,1
Léon Poulain,15,0
Noël Petit,24,1
Inès-Adèle Fernandez,8,0
Nicole Sauvage,48,1
Roger Marques,65,1
Alexandre-Gilles Loiseau,46,1
Pierre Riou,11,0
Clémence Lagarde-Imbert,77,1
Louise Verdier,52,1
André Renard,63,1
Zacharie Noël,80,0
Agathe Guyot,73,1
Hugues-Victor Dupuy,48,1
Laurent Le Dubois,64,1
Juliette Nguyen de Faure,68,1
Margot Lagarde,8,0
Odette Regnier,52,1
Andrée Bonnin,57,1
Théodore Mathieu de la Duval,40,1
Corinne Alexandre,16,0
Margot Guyon,43,1
Isaac Pruvost,32,1
Gabrielle Hervé,85,1
Zoé Fernandez,18,0
Victor Clément,3,0
Cécile Dufour,88,1
Arthur Le Descamps,77,1
Henri Fontaine,12,0
Nath Ribeiro,24,1
Élodie Texier Le Lucas,47,1
Émilie-Suzanne Duhamel,84,0
Claire Noël,49,1
Isaac du Bouchet,22,1
Colette-Marine Foucher,10,0
Marc Wagner-Gay,40,1
Diane Hebert-Wagner,45,1
Luc-Isaac Renard,12,0
François Mary,4,0
Amélie Faivre,21,1
Marcel Besson-Barre,55,1
Rémy Normand,71,1
Marcel Roussel du Guyon,26,1
Éléonore de la Royer,75,1
Margaret Martin,10,0
Benjamin Garnier,10,0
Martin Joly,12,0
Raymond Chartier,7,0
Christophe Bernier,58,1
Xavier Chrétien,82,1
Édith de la Tanguy,3,0
Susanne Potier,91,1
Isaac Maillot,73,1
Michelle-Corinne Lemaître,35,1
Georges de la Petit,68,1
Philippe-Stéphane Marion,63,1
Camille Dupré,48,1
Michel Alves de Huet,49,1
Margot Marie,68,1
Christine Pineau,43,1
Léon Pottier,4,0
Nicole Simon,65,1
Anastasie Blin-Marques,7,0
Stéphane Lopez-Guilbert,62,1
Catherine Gauthier,18,0
Bertrand Martel,16,0
Josette Collin,76,1
Émile Turpin,36,0
Julie du Chartier,45,1
Michel Léger,22,1
Louis Monnier,50,1
Sébastien Roche,30,1
Tristan Rey,10,0
Joséphine Benard,9,0
Benjamin Da Silva,9,0
Zacharie Torres-Perrot,53,1
Alix Rodrigues,42,1
Benjamin Caron,68,1
Stéphane du Schmitt,43,1
Henri Gaudin-Bernard,85,1
Agnès-Véronique Lemoine,92,1
Benoît Marchand Le Martel,22,1
Lorraine Le Roger,43,0
Thomas Le Boucher,4,0
Adèle Le Bailly,56,0
Laure-Michelle Dupuis,62,1
André Coulon-Couturier,21,1
Vincent Riou,32,1
Danielle Didier,38,1
Claudine Joseph,11,0
Amélie Barbier,4,0
Gilbert Germain,10,0
Claire Thierry,69,1
Georges Le Antoine,81,1
René-Alphonse Thomas,2,0
Grégoire Delmas,28,1
Grégoire Foucher,41,1
Gérard Le Marion,11,0
Jeanne Merle,11,0
Lucas Valette,24,1
Gabriel Jacquet,92,1
Antoine Guibert,25,1
Lucas Rousset,32,1
Luc Clerc,88,1
Maryse Cousin,57,1
Sylvie Roger,59,1
Maggie Pasquier Le François,64,1
Marianne Rodriguez,39,1
François Raynaud de Brun,40,1
Alix de la Diaz,79,1
Henriette Baron,55,0
Benjamin Le Goff-Carlier,12,0
René Thierry,61,1
Thibault Vasseur,84,1
Jules Ollivier,14,0
Luc Pichon,64,0
Adrienne Roux,41,1
Alphonse Alexandre,9,0
Roger Baudry,82,1
Théodore Benard,61,1
Jérôme Blanchet,27,1
Arthur Delaunay,80,1
Renée Vallet,24,1
Élodie Chartier-Klein,57,1
Charlotte Barbier-Couturier,45,1
Guy Da Silva,58,0
Isaac Nguyen,58,1
Xavier Chauvet,12,0
Augustin-Bernard Salmon,44,1
Auguste-Thibaut Legros,3,0
Nicolas Lacombe-Garnier,12,0
Thierry Lopez,89,1
Tristan Didier du Ruiz,92,1
Luce Guichard,25,1
Jérôme-Philippe Julien,55,1
Thibaut Weiss,56,1
Madeleine Klein,66,1
Alix Petitjean de Marion,4,0
Émilie Georges,88,1
Augustin Roussel-Bousquet,38,1
Josette Pons,31,1
Martin Leclercq,76,1
Benoît Maury,67,1
Gilles Bonneau,29,1
Honoré de Salmon,52,1
Charles-Roland Wagner,86,1
Suzanne Germain,81,1
Jean du Colin,93,1
Michel Blanchet,18,0
Michelle Maillard,62,1
Paulette Dupuis,88,0
Olivier Lebrun,57,1
Audrey Pelletier,11,0
Tristan Roussel,76,1
Élodie Pichon,60,1
Anouk Mallet,15,0
Zoé Raynaud,26,1
André Loiseau-Faure,18,0
Noël Richard,15,0
Véronique Gros-Lemonnier,69,1
Benjamin-Alain Chauvet,61,1
Gilbert Duhamel,36,1
Thomas Leduc,63,1
Odette Chevalier,51,1
Marie-Inès Chrétien,11,0
Gilbert Marie-Delaunay,55,0
Xavier Durand du Delahaye,81,1
Benoît Monnier Le Noël,58,1
Charles du Giraud,1,0
Roland Le Godard,92,0
Élisabeth Schneider,19,0
Sophie Lebon de la Martins,26,1
Claire Bonnet,46,1
Antoinette Guilbert,35,1
Thierry Baron Le Millet,18,0
Denis-Philippe Perrin,78,1
Henri Letellier de Leblanc,92,1
Robert Ollivier,11,0
André Klein,58,1
Nicolas de Mace,3,0
Zoé Étienne du Boucher,30,1
Claude Le Techer,11,0
Virginie Allain,64,1
Jacques-Emmanuel Techer,3,0
Alfred Hernandez,10,0
Marcelle Humbert,40,0
Emmanuelle Mendès,62,1
Marc Ferrand,72,1
Danielle Gay,84,1
Paulette Morel,50,1
Édouard Rousseau,59,1
Amélie-Isabelle Guyon,72,1
Brigitte Lambert de Hebert,32,1
Théodore Lefèvre,66,1
Arthur Bouvet-Valentin,56,1
Roger Marchand,50,1
Roland du Valentin,19,0
Yves Legros,54,1
Olivier du Breton,1,0
Alain Briand de Langlois,42,1
Bernadette Leroy,31,1
Gérard Prévost,22,1
Valentine Moreau,39,1
Bertrand Laine,69,1
Dorothée Couturier,46,1
Aimé Colas du Prévost,49,1
Gabrielle-Alice Renault,51,0
Emmanuelle Fernandez,15,0
Tristan Bailly Le Michaud,48,1
William Gonzalez Le Robert,14,0
Anne Delannoy,5,0
Timothée de Gaudin,21,1
Marine Techer,64,1
Timothée Mace,76,1
Renée Giraud,69,1
Sylvie Vasseur Le Fischer,54,1
Diane de Carlier,84,1
Noël Colin-Roche,18,0
Vincent Joly du Payet,74,1
Martine-Suzanne Imbert,89,0
Martine Imbert,66,1
Nath du Lenoir,79,1
Timothée Michel,75,1
Guillaume Mary,56,1
Margot Courtois,92,1
Édith Louis Le Navarro,20,1
Josette Coulon Le Guichard,88,1
Marc Pires,3,0
Gilbert du Gomez,71,1
Olivie Ruiz-Becker,57,1
Jérôme Maillot,43,1
Stéphane Lucas,3,0
Aurore-Margaux Guyot,70,1
Susanne Guyot-Lelièvre,21,1
Augustin Evrard,58,1
Gérard de la Raymond,14,0
Roger Gomez de Gilles,55,1
Alexandre Le Leroy,28,1
Tristan Martinez,61,1
Célina Maury,84,1
Dominique Payet-Mallet,53,1
Alice-Françoise Andre,67,1
Thérèse Voisin,56,1
Rémy-Paul Duhamel,34,1
Laurent Vasseur,79,1
Zacharie Moreno de la Buisson,24,1
Philippine Pages,9,0
Xavier Martineau,16,0
Théodore Pruvost,24,1
Josette Adam,40,1
David Le Da Silva,77,1
Aurélie Blanc,24,1
Marine Mary,70,1
Honoré-Benoît Mendès,26,1
Camille Perret,88,1
Christelle Mendès,18,0
Guy Leroy,4,0
Odette Ollivier,72,1
Clémence de Jacquot,51,1
Arnaude-Laetitia Diallo,5,0
Roger Seguin,26,1
Suzanne Gallet-Duhamel,78,1
Corinne Le Gall,66,1
Luce Hernandez,43,1
Étienne Salmon Le Richard,52,1
Thibault Le Goff,57,1
Benjamin Leroy-Teixeira,57,1
Étienne Meyer,22,1
Thibaut Lebon,44,0
Nicolas Girard-Bernier,9,0
Diane Poirier,15,0
Robert Vasseur du Lebreton,74,1
Antoinette Blanc,7,0
Claire-Danielle Thibault,39,1
Lorraine Jourdan,76,1
Éric de la Neveu,46,1
Lucas Fischer du Delattre,1,0
Richard de la Masson,70,1
Auguste Delattre du Lenoir,16,0
Auguste Leclercq,30,1
Richard Lacroix,73,0
Andrée Guillaume,12,0
Marine Boyer Le Bègue,35,1
Christelle Pascal,50,1
Laurence Pinto,57,1
Julie Foucher,23,1
Emmanuel Lacroix-Masson,75,0
Édouard Torres,78,0
Joséphine Buisson,30,1
Adrien Letellier,68,1
Adèle de la Roy,70,1
Adèle Rolland,27,1
Françoise Renaud-Chartier,78,1
Bernard Fabre,13,0
Martin Deschamps Le Delattre,30,1
Danielle-Marcelle Clerc,15,0
Étienne Dumas,11,0
Isabelle Lebon,40,1
Michel Charpentier,88,0
Zoé Le Gall Le Delannoy,24,1
Timothée Rey,64,1
Adélaïde Guibert,53,1
Édith Guillet,34,1
Luc Lefort-Blot,60,1
Hugues Traore,32,1
Patrick Langlois,63,1
Luce Chrétien,47,1
Gabriel du Navarro,86,1
Anaïs-Monique Fernandes,88,1
Richard-David Lebon,77,1
Valérie Bouvier,92,1
Alix-Gabrielle Lopez,35,1
Luc Gonzalez,71,1
Vincent-Aimé Simon,31,1
Alain Aubry,88,1
Frédéric-Roland Boulanger,55,1
Éric Dupuis du Dupont,66,1
Victor Toussaint,71,1
Charles Berthelot-Joubert,5,0
Gabriel Bigot,75,0
Antoinette Millet de la Bègue,72,1
Thérèse Duhamel,2,0
Emmanuelle Meyer,76,1
Louis Girard de Gillet,85,0
Stéphanie Bonnet,16,0
Martine du Mahe,32,1
Marie Lebreton,2,0
Zacharie Mary,23,1
Monique Guichard,51,1
Éric-Thierry Morin,70,1
Madeleine Boyer,4,0
Simone Guillou,13,0
Matthieu Le Michaud,58,1
Eugène Marion,62,1
Susanne Rolland,51,1
Océane Benard-Carpentier,30,1
Thibaut Normand,29,1
Michelle Perrin,90,0
Emmanuel de Prévost,16,0
Arthur de Lejeune,27,1
Audrey Muller,77,0
