relative_to,sender,receiver,operator,type,date,amount
Grégoire Philippe,,,moov,CASH_OUT,2022-07-01,380800
Grégoire Philippe,,,moov,CASH_OUT,2022-07-02,61400
Grégoire Philippe,,,moov,CASH_IN,2022-07-03,145600
Grégoire Philippe,,,moov,CASH_OUT,2022-07-07,477100
Grégoire Philippe,Matthieu Letellier,Grégoire Philippe,moov,RECEIPT,2022-07-09,234400
Matthieu Letellier,Matthieu Letellier,Grégoire Philippe,moov,TRANSFER,2022-07-09,234400
Grégoire Philippe,,,moov,CASH_OUT,2022-07-10,496900
Grégoire Philippe,,,moov,CASH_IN,2022-07-11,118600
Grégoire Philippe,,,moov,CASH_IN,2022-07-18,208500
Grégoire Philippe,,,moov,CASH_OUT,2022-07-19,302700
Grégoire Philippe,,,moov,CASH_IN,2022-07-19,99600
Grégoire Philippe,Grégoire Philippe,Charles François,moov,TRANSFER,2022-07-21,445800
Charles François,Grégoire Philippe,Charles François,moov,RECEIPT,2022-07-21,445800
Grégoire Philippe,Virginie Diallo,Grégoire Philippe,moov,RECEIPT,2022-07-23,411400
Virginie Diallo,Virginie Diallo,Grégoire Philippe,moov,TRANSFER,2022-07-23,411400
Grégoire Philippe,,,moov,CASH_OUT,2022-07-23,85400
Grégoire Philippe,,,moov,CASH_IN,2022-07-23,125300
Grégoire Philippe,,,moov,CASH_IN,2022-07-24,54400
Grégoire Philippe,Édith Brunet-Le Roux,Grégoire Philippe,moov,RECEIPT,2022-07-27,420000
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Grégoire Philippe,moov,TRANSFER,2022-07-27,420000
Laetitia Chrétien,Colette Baron,Laetitia Chrétien,moov,RECEIPT,2022-07-05,224500
Colette Baron,Colette Baron,Laetitia Chrétien,moov,TRANSFER,2022-07-05,224500
Laetitia Chrétien,Laetitia Chrétien,Émile Gilles,moov,TRANSFER,2022-07-05,2600
Émile Gilles,Laetitia Chrétien,Émile Gilles,moov,RECEIPT,2022-07-05,2600
Laetitia Chrétien,,,moov,CASH_IN,2022-07-07,446300
Laetitia Chrétien,,,moov,CASH_OUT,2022-07-09,433300
Laetitia Chrétien,Laetitia Chrétien,Agnès Regnier Le Da Costa,moov,TRANSFER,2022-07-10,127000
Agnès Regnier Le Da Costa,Laetitia Chrétien,Agnès Regnier Le Da Costa,moov,RECEIPT,2022-07-10,127000
Laetitia Chrétien,,,moov,CASH_OUT,2022-07-10,181900
Laetitia Chrétien,,,moov,CASH_OUT,2022-07-16,45900
Laetitia Chrétien,Laetitia Chrétien,Charles François,moov,TRANSFER,2022-07-20,458700
Charles François,Laetitia Chrétien,Charles François,moov,RECEIPT,2022-07-20,458700
Laetitia Chrétien,Michelle Paris,Laetitia Chrétien,moov,RECEIPT,2022-07-21,393200
Michelle Paris,Michelle Paris,Laetitia Chrétien,moov,TRANSFER,2022-07-21,393200
Laetitia Chrétien,,,moov,CASH_OUT,2022-07-21,68900
Laetitia Chrétien,Victor-David Faure,Laetitia Chrétien,moov,RECEIPT,2022-07-22,143000
Victor-David Faure,Victor-David Faure,Laetitia Chrétien,moov,TRANSFER,2022-07-22,143000
Laetitia Chrétien,Laetitia Chrétien,Céline Imbert-Lamy,moov,TRANSFER,2022-07-23,348600
Céline Imbert-Lamy,Laetitia Chrétien,Céline Imbert-Lamy,moov,RECEIPT,2022-07-23,348600
Laetitia Chrétien,Laetitia Chrétien,Céline Imbert-Lamy,moov,TRANSFER,2022-07-23,49900
Céline Imbert-Lamy,Laetitia Chrétien,Céline Imbert-Lamy,moov,RECEIPT,2022-07-23,49900
Laetitia Chrétien,,,moov,CASH_IN,2022-07-24,406700
Laetitia Chrétien,Laetitia Chrétien,Bernard Traore,moov,TRANSFER,2022-07-24,70700
Bernard Traore,Laetitia Chrétien,Bernard Traore,moov,RECEIPT,2022-07-24,70700
Philippe Hubert,,,moov,CASH_IN,2022-07-02,116200
Philippe Hubert,Philippe Hubert,Charles François,moov,TRANSFER,2022-07-05,327700
Charles François,Philippe Hubert,Charles François,moov,RECEIPT,2022-07-05,327700
Philippe Hubert,,,moov,CASH_IN,2022-07-06,308800
Philippe Hubert,,,moov,CASH_IN,2022-07-07,224500
Philippe Hubert,Philippe Hubert,Maryse Michaud,moov,TRANSFER,2022-07-10,15700
Maryse Michaud,Philippe Hubert,Maryse Michaud,moov,RECEIPT,2022-07-10,15700
Philippe Hubert,,,moov,CASH_OUT,2022-07-12,343500
Philippe Hubert,,,moov,CASH_IN,2022-07-13,289100
Philippe Hubert,,,moov,CASH_IN,2022-07-17,128700
Philippe Hubert,Philippe Hubert,Michelle Paris,moov,TRANSFER,2022-07-19,436400
Michelle Paris,Philippe Hubert,Michelle Paris,moov,RECEIPT,2022-07-19,436400
Philippe Hubert,Philippe Hubert,Agathe Gomez,moov,TRANSFER,2022-07-25,402200
Agathe Gomez,Philippe Hubert,Agathe Gomez,moov,RECEIPT,2022-07-25,402200
Philippe Hubert,,,moov,CASH_OUT,2022-07-25,408900
Philippe Hubert,,,moov,CASH_OUT,2022-07-26,293800
Philippe Hubert,Sabine Baron-Leroy,Philippe Hubert,moov,RECEIPT,2022-07-27,456500
Sabine Baron-Leroy,Sabine Baron-Leroy,Philippe Hubert,moov,TRANSFER,2022-07-27,456500
Sébastien Perrier-Rolland,David Ramos,Sébastien Perrier-Rolland,moov,RECEIPT,2022-07-03,177800
David Ramos,David Ramos,Sébastien Perrier-Rolland,moov,TRANSFER,2022-07-03,177800
Sébastien Perrier-Rolland,Agnès Regnier Le Da Costa,Sébastien Perrier-Rolland,moov,RECEIPT,2022-07-11,402900
Agnès Regnier Le Da Costa,Agnès Regnier Le Da Costa,Sébastien Perrier-Rolland,moov,TRANSFER,2022-07-11,402900
Sébastien Perrier-Rolland,,,moov,CASH_OUT,2022-07-13,213500
Sébastien Perrier-Rolland,Sébastien Perrier-Rolland,David Ramos,moov,TRANSFER,2022-07-17,288500
David Ramos,Sébastien Perrier-Rolland,David Ramos,moov,RECEIPT,2022-07-17,288500
Sébastien Perrier-Rolland,,,moov,CASH_IN,2022-07-17,277500
Sébastien Perrier-Rolland,,,moov,CASH_OUT,2022-07-20,59700
Sébastien Perrier-Rolland,,,moov,CASH_IN,2022-07-20,320200
Nicolas Cousin-Dufour,Nicolas Cousin-Dufour,Matthieu Gay,moov,TRANSFER,2022-07-04,229900
Matthieu Gay,Nicolas Cousin-Dufour,Matthieu Gay,moov,RECEIPT,2022-07-04,229900
Nicolas Cousin-Dufour,Agnès Regnier Le Da Costa,Nicolas Cousin-Dufour,moov,RECEIPT,2022-07-06,434800
Agnès Regnier Le Da Costa,Agnès Regnier Le Da Costa,Nicolas Cousin-Dufour,moov,TRANSFER,2022-07-06,434800
Nicolas Cousin-Dufour,Nicolas Cousin-Dufour,Bernard Traore,moov,TRANSFER,2022-07-07,357000
Bernard Traore,Nicolas Cousin-Dufour,Bernard Traore,moov,RECEIPT,2022-07-07,357000
Nicolas Cousin-Dufour,,,moov,CASH_IN,2022-07-07,420700
Nicolas Cousin-Dufour,Philippine de Brunet,Nicolas Cousin-Dufour,moov,RECEIPT,2022-07-13,322000
Philippine de Brunet,Philippine de Brunet,Nicolas Cousin-Dufour,moov,TRANSFER,2022-07-13,322000
Nicolas Cousin-Dufour,,,moov,CASH_IN,2022-07-13,269400
Nicolas Cousin-Dufour,Nicolas Cousin-Dufour,Matthieu Letellier,moov,TRANSFER,2022-07-14,18100
Matthieu Letellier,Nicolas Cousin-Dufour,Matthieu Letellier,moov,RECEIPT,2022-07-14,18100
Nicolas Cousin-Dufour,Nicolas Cousin-Dufour,Madeleine Colas,moov,TRANSFER,2022-07-26,212400
Madeleine Colas,Nicolas Cousin-Dufour,Madeleine Colas,moov,RECEIPT,2022-07-26,212400
Stéphanie Pages de Delmas,,,moov,CASH_OUT,2022-07-01,375300
Stéphanie Pages de Delmas,Maryse Michaud,Stéphanie Pages de Delmas,moov,RECEIPT,2022-07-05,62600
Maryse Michaud,Maryse Michaud,Stéphanie Pages de Delmas,moov,TRANSFER,2022-07-05,62600
Stéphanie Pages de Delmas,,,moov,CASH_OUT,2022-07-12,298600
Stéphanie Pages de Delmas,,,moov,CASH_IN,2022-07-18,298000
Stéphanie Pages de Delmas,Stéphanie Pages de Delmas,Matthieu Letellier,moov,TRANSFER,2022-07-20,259500
Matthieu Letellier,Stéphanie Pages de Delmas,Matthieu Letellier,moov,RECEIPT,2022-07-20,259500
Stéphanie Pages de Delmas,,,moov,CASH_IN,2022-07-23,216600
Stéphanie Pages de Delmas,Charles François,Stéphanie Pages de Delmas,moov,RECEIPT,2022-07-23,167700
Charles François,Charles François,Stéphanie Pages de Delmas,moov,TRANSFER,2022-07-23,167700
Stéphanie Pages de Delmas,,,moov,CASH_IN,2022-07-24,288100
Stéphanie Pages de Delmas,Victor-David Faure,Stéphanie Pages de Delmas,moov,RECEIPT,2022-07-26,88600
Victor-David Faure,Victor-David Faure,Stéphanie Pages de Delmas,moov,TRANSFER,2022-07-26,88600
Thibault du Dupont,,,moov,CASH_OUT,2022-07-01,91700
Thibault du Dupont,Émile Gilles,Thibault du Dupont,moov,RECEIPT,2022-07-02,380600
Émile Gilles,Émile Gilles,Thibault du Dupont,moov,TRANSFER,2022-07-02,380600
Thibault du Dupont,,,moov,CASH_OUT,2022-07-03,351700
Thibault du Dupont,,,moov,CASH_IN,2022-07-07,151100
Thibault du Dupont,,,moov,CASH_IN,2022-07-08,103100
Thibault du Dupont,Thibault du Dupont,Guy Rivière-Dufour,moov,TRANSFER,2022-07-09,211400
Guy Rivière-Dufour,Thibault du Dupont,Guy Rivière-Dufour,moov,RECEIPT,2022-07-09,211400
Thibault du Dupont,Thibault du Dupont,Frédéric Charles de la Pineau,moov,TRANSFER,2022-07-11,134900
Frédéric Charles de la Pineau,Thibault du Dupont,Frédéric Charles de la Pineau,moov,RECEIPT,2022-07-11,134900
Thibault du Dupont,,,moov,CASH_OUT,2022-07-17,221600
Thibault du Dupont,Bernard Traore,Thibault du Dupont,moov,RECEIPT,2022-07-18,203500
Bernard Traore,Bernard Traore,Thibault du Dupont,moov,TRANSFER,2022-07-18,203500
Thibault du Dupont,,,moov,CASH_OUT,2022-07-19,149100
Thibault du Dupont,,,moov,CASH_OUT,2022-07-23,281500
Thibault du Dupont,,,moov,CASH_IN,2022-07-25,206100
Thibault du Dupont,Thibault du Dupont,Bernard Traore,moov,TRANSFER,2022-07-26,221500
Bernard Traore,Thibault du Dupont,Bernard Traore,moov,RECEIPT,2022-07-26,221500
Thibault du Dupont,Maryse Michaud,Thibault du Dupont,moov,RECEIPT,2022-07-27,354900
Maryse Michaud,Maryse Michaud,Thibault du Dupont,moov,TRANSFER,2022-07-27,354900
Thibault du Dupont,,,moov,CASH_IN,2022-07-27,202400
Matthieu Gay,,,moov,CASH_OUT,2022-07-01,125000
Matthieu Gay,,,moov,CASH_OUT,2022-07-03,175300
Matthieu Gay,Matthieu Gay,David Ramos,moov,TRANSFER,2022-07-04,145900
David Ramos,Matthieu Gay,David Ramos,moov,RECEIPT,2022-07-04,145900
Matthieu Gay,Matthieu Gay,David Ramos,moov,TRANSFER,2022-07-05,279600
David Ramos,Matthieu Gay,David Ramos,moov,RECEIPT,2022-07-05,279600
Matthieu Gay,,,moov,CASH_OUT,2022-07-05,271400
Matthieu Gay,,,moov,CASH_IN,2022-07-07,399900
Matthieu Gay,Matthieu Gay,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-11,383400
Andrée Lamy de Mercier,Matthieu Gay,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-11,383400
Matthieu Gay,,,moov,CASH_OUT,2022-07-12,226700
Matthieu Gay,Matthieu Gay,Matthieu Letellier,moov,TRANSFER,2022-07-13,238300
Matthieu Letellier,Matthieu Gay,Matthieu Letellier,moov,RECEIPT,2022-07-13,238300
Matthieu Gay,David Ramos,Matthieu Gay,moov,RECEIPT,2022-07-15,334800
David Ramos,David Ramos,Matthieu Gay,moov,TRANSFER,2022-07-15,334800
Matthieu Gay,,,moov,CASH_IN,2022-07-18,488100
Matthieu Gay,,,moov,CASH_IN,2022-07-19,219100
Matthieu Gay,,,moov,CASH_OUT,2022-07-20,320300
Matthieu Gay,,,moov,CASH_IN,2022-07-21,430100
Matthieu Gay,,,moov,CASH_IN,2022-07-22,363800
Matthieu Gay,,,moov,CASH_IN,2022-07-25,436100
Matthieu Gay,Matthieu Gay,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-27,416500
Andrée Lamy de Mercier,Matthieu Gay,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-27,416500
Michelle Paris,Philippine de Brunet,Michelle Paris,moov,RECEIPT,2022-07-02,481300
Philippine de Brunet,Philippine de Brunet,Michelle Paris,moov,TRANSFER,2022-07-02,481300
Michelle Paris,Michelle Paris,Virginie Diallo,moov,TRANSFER,2022-07-02,291300
Virginie Diallo,Michelle Paris,Virginie Diallo,moov,RECEIPT,2022-07-02,291300
Michelle Paris,,,moov,CASH_IN,2022-07-02,384200
Michelle Paris,Mathilde Moreno,Michelle Paris,moov,RECEIPT,2022-07-03,100600
Mathilde Moreno,Mathilde Moreno,Michelle Paris,moov,TRANSFER,2022-07-03,100600
Michelle Paris,Michelle Paris,Virginie Diallo,moov,TRANSFER,2022-07-03,406500
Virginie Diallo,Michelle Paris,Virginie Diallo,moov,RECEIPT,2022-07-03,406500
Michelle Paris,,,moov,CASH_IN,2022-07-09,366500
Michelle Paris,,,moov,CASH_IN,2022-07-12,50000
Michelle Paris,Charles François,Michelle Paris,moov,RECEIPT,2022-07-14,117600
Charles François,Charles François,Michelle Paris,moov,TRANSFER,2022-07-14,117600
Michelle Paris,Bernard Traore,Michelle Paris,moov,RECEIPT,2022-07-22,158600
Bernard Traore,Bernard Traore,Michelle Paris,moov,TRANSFER,2022-07-22,158600
Victor-David Faure,Émile Gilles,Victor-David Faure,moov,RECEIPT,2022-07-02,365000
Émile Gilles,Émile Gilles,Victor-David Faure,moov,TRANSFER,2022-07-02,365000
Victor-David Faure,,,moov,CASH_IN,2022-07-03,220700
Victor-David Faure,Nicolas Chartier,Victor-David Faure,moov,RECEIPT,2022-07-03,163300
Nicolas Chartier,Nicolas Chartier,Victor-David Faure,moov,TRANSFER,2022-07-03,163300
Victor-David Faure,Victor-David Faure,Sabine Baron-Leroy,moov,TRANSFER,2022-07-05,490800
Sabine Baron-Leroy,Victor-David Faure,Sabine Baron-Leroy,moov,RECEIPT,2022-07-05,490800
Victor-David Faure,,,moov,CASH_OUT,2022-07-09,97900
Victor-David Faure,Céline Imbert-Lamy,Victor-David Faure,moov,RECEIPT,2022-07-09,310500
Céline Imbert-Lamy,Céline Imbert-Lamy,Victor-David Faure,moov,TRANSFER,2022-07-09,310500
Victor-David Faure,Nicolas Chartier,Victor-David Faure,moov,RECEIPT,2022-07-10,203300
Nicolas Chartier,Nicolas Chartier,Victor-David Faure,moov,TRANSFER,2022-07-10,203300
Victor-David Faure,Victor-David Faure,Philippine de Brunet,moov,TRANSFER,2022-07-12,74600
Philippine de Brunet,Victor-David Faure,Philippine de Brunet,moov,RECEIPT,2022-07-12,74600
Victor-David Faure,Guy Rivière-Dufour,Victor-David Faure,moov,RECEIPT,2022-07-13,111300
Guy Rivière-Dufour,Guy Rivière-Dufour,Victor-David Faure,moov,TRANSFER,2022-07-13,111300
Victor-David Faure,Victor-David Faure,Alexandria Garnier,moov,TRANSFER,2022-07-14,440200
Alexandria Garnier,Victor-David Faure,Alexandria Garnier,moov,RECEIPT,2022-07-14,440200
Victor-David Faure,Victor-David Faure,Virginie Diallo,moov,TRANSFER,2022-07-15,494400
Virginie Diallo,Victor-David Faure,Virginie Diallo,moov,RECEIPT,2022-07-15,494400
Victor-David Faure,Victor-David Faure,Céline Imbert-Lamy,moov,TRANSFER,2022-07-15,102100
Céline Imbert-Lamy,Victor-David Faure,Céline Imbert-Lamy,moov,RECEIPT,2022-07-15,102100
Victor-David Faure,,,moov,CASH_IN,2022-07-16,259600
Victor-David Faure,,,moov,CASH_OUT,2022-07-17,251400
Victor-David Faure,Victor-David Faure,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-18,424400
Andrée Lamy de Mercier,Victor-David Faure,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-18,424400
Victor-David Faure,Édith Brunet-Le Roux,Victor-David Faure,moov,RECEIPT,2022-07-19,292300
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Victor-David Faure,moov,TRANSFER,2022-07-19,292300
Victor-David Faure,,,moov,CASH_OUT,2022-07-21,100400
Victor-David Faure,Victor-David Faure,Nicolas Chartier,moov,TRANSFER,2022-07-22,294700
Nicolas Chartier,Victor-David Faure,Nicolas Chartier,moov,RECEIPT,2022-07-22,294700
Victor-David Faure,,,moov,CASH_OUT,2022-07-26,400000
Victor-David Faure,,,moov,CASH_OUT,2022-07-26,179000
Émile Gilles,,,moov,CASH_OUT,2022-07-06,397300
Émile Gilles,Guy Rivière-Dufour,Émile Gilles,moov,RECEIPT,2022-07-07,95100
Guy Rivière-Dufour,Guy Rivière-Dufour,Émile Gilles,moov,TRANSFER,2022-07-07,95100
Émile Gilles,,,moov,CASH_IN,2022-07-07,240300
Émile Gilles,,,moov,CASH_OUT,2022-07-13,101400
Émile Gilles,Frédéric Charles de la Pineau,Émile Gilles,moov,RECEIPT,2022-07-13,283100
Frédéric Charles de la Pineau,Frédéric Charles de la Pineau,Émile Gilles,moov,TRANSFER,2022-07-13,283100
Émile Gilles,Alexandria Garnier,Émile Gilles,moov,RECEIPT,2022-07-18,483100
Alexandria Garnier,Alexandria Garnier,Émile Gilles,moov,TRANSFER,2022-07-18,483100
Émile Gilles,Émile Gilles,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-24,166100
Andrée Lamy de Mercier,Émile Gilles,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-24,166100
Émile Gilles,Émile Gilles,Sabine Baron-Leroy,moov,TRANSFER,2022-07-25,454100
Sabine Baron-Leroy,Émile Gilles,Sabine Baron-Leroy,moov,RECEIPT,2022-07-25,454100
Sébastien de la Chauvin,Sébastien de la Chauvin,David Ramos,moov,TRANSFER,2022-07-03,101200
David Ramos,Sébastien de la Chauvin,David Ramos,moov,RECEIPT,2022-07-03,101200
Sébastien de la Chauvin,Sébastien de la Chauvin,Agathe Gomez,moov,TRANSFER,2022-07-06,116000
Agathe Gomez,Sébastien de la Chauvin,Agathe Gomez,moov,RECEIPT,2022-07-06,116000
Sébastien de la Chauvin,Sébastien de la Chauvin,Nicolas Chartier,moov,TRANSFER,2022-07-06,411700
Nicolas Chartier,Sébastien de la Chauvin,Nicolas Chartier,moov,RECEIPT,2022-07-06,411700
Sébastien de la Chauvin,Sébastien de la Chauvin,Bernard Traore,moov,TRANSFER,2022-07-07,71300
Bernard Traore,Sébastien de la Chauvin,Bernard Traore,moov,RECEIPT,2022-07-07,71300
Sébastien de la Chauvin,,,moov,CASH_IN,2022-07-10,7400
Sébastien de la Chauvin,Alexandria Garnier,Sébastien de la Chauvin,moov,RECEIPT,2022-07-10,417600
Alexandria Garnier,Alexandria Garnier,Sébastien de la Chauvin,moov,TRANSFER,2022-07-10,417600
Sébastien de la Chauvin,,,moov,CASH_OUT,2022-07-18,18700
Sébastien de la Chauvin,,,moov,CASH_OUT,2022-07-21,358600
David Ramos,,,moov,CASH_OUT,2022-07-03,222600
David Ramos,,,moov,CASH_OUT,2022-07-04,92900
David Ramos,Guy Rivière-Dufour,David Ramos,moov,RECEIPT,2022-07-04,3300
Guy Rivière-Dufour,Guy Rivière-Dufour,David Ramos,moov,TRANSFER,2022-07-04,3300
David Ramos,,,moov,CASH_OUT,2022-07-06,60700
David Ramos,,,moov,CASH_OUT,2022-07-06,393500
David Ramos,,,moov,CASH_OUT,2022-07-07,77900
David Ramos,,,moov,CASH_OUT,2022-07-11,138200
David Ramos,Alexandria Garnier,David Ramos,moov,RECEIPT,2022-07-13,34900
Alexandria Garnier,Alexandria Garnier,David Ramos,moov,TRANSFER,2022-07-13,34900
David Ramos,David Ramos,Édith Brunet-Le Roux,moov,TRANSFER,2022-07-14,146500
Édith Brunet-Le Roux,David Ramos,Édith Brunet-Le Roux,moov,RECEIPT,2022-07-14,146500
David Ramos,David Ramos,Matthieu Letellier,moov,TRANSFER,2022-07-16,267400
Matthieu Letellier,David Ramos,Matthieu Letellier,moov,RECEIPT,2022-07-16,267400
David Ramos,,,moov,CASH_IN,2022-07-18,77100
David Ramos,,,moov,CASH_OUT,2022-07-23,488500
David Ramos,Édith Brunet-Le Roux,David Ramos,moov,RECEIPT,2022-07-23,154800
Édith Brunet-Le Roux,Édith Brunet-Le Roux,David Ramos,moov,TRANSFER,2022-07-23,154800
David Ramos,,,moov,CASH_IN,2022-07-23,119500
David Ramos,,,moov,CASH_IN,2022-07-26,260800
David Ramos,Édith Brunet-Le Roux,David Ramos,moov,RECEIPT,2022-07-26,126200
Édith Brunet-Le Roux,Édith Brunet-Le Roux,David Ramos,moov,TRANSFER,2022-07-26,126200
Philippine de Brunet,,,moov,CASH_OUT,2022-07-02,140200
Philippine de Brunet,,,moov,CASH_OUT,2022-07-05,111000
Philippine de Brunet,Andrée Lamy de Mercier,Philippine de Brunet,moov,RECEIPT,2022-07-07,189300
Andrée Lamy de Mercier,Andrée Lamy de Mercier,Philippine de Brunet,moov,TRANSFER,2022-07-07,189300
Philippine de Brunet,Virginie Diallo,Philippine de Brunet,moov,RECEIPT,2022-07-07,245300
Virginie Diallo,Virginie Diallo,Philippine de Brunet,moov,TRANSFER,2022-07-07,245300
Philippine de Brunet,Bernard Traore,Philippine de Brunet,moov,RECEIPT,2022-07-08,139000
Bernard Traore,Bernard Traore,Philippine de Brunet,moov,TRANSFER,2022-07-08,139000
Philippine de Brunet,,,moov,CASH_OUT,2022-07-11,297700
Philippine de Brunet,,,moov,CASH_OUT,2022-07-11,178900
Philippine de Brunet,Édith Brunet-Le Roux,Philippine de Brunet,moov,RECEIPT,2022-07-12,73800
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Philippine de Brunet,moov,TRANSFER,2022-07-12,73800
Philippine de Brunet,Andrée Lamy de Mercier,Philippine de Brunet,moov,RECEIPT,2022-07-14,356900
Andrée Lamy de Mercier,Andrée Lamy de Mercier,Philippine de Brunet,moov,TRANSFER,2022-07-14,356900
Philippine de Brunet,Maryse Michaud,Philippine de Brunet,moov,RECEIPT,2022-07-14,360300
Maryse Michaud,Maryse Michaud,Philippine de Brunet,moov,TRANSFER,2022-07-14,360300
Philippine de Brunet,Philippine de Brunet,Virginie Diallo,moov,TRANSFER,2022-07-14,335300
Virginie Diallo,Philippine de Brunet,Virginie Diallo,moov,RECEIPT,2022-07-14,335300
Philippine de Brunet,,,moov,CASH_OUT,2022-07-16,324600
Philippine de Brunet,Philippine de Brunet,Guy Rivière-Dufour,moov,TRANSFER,2022-07-18,421600
Guy Rivière-Dufour,Philippine de Brunet,Guy Rivière-Dufour,moov,RECEIPT,2022-07-18,421600
Philippine de Brunet,,,moov,CASH_IN,2022-07-19,159400
Philippine de Brunet,,,moov,CASH_OUT,2022-07-20,269900
Philippine de Brunet,Bernard Traore,Philippine de Brunet,moov,RECEIPT,2022-07-20,35200
Bernard Traore,Bernard Traore,Philippine de Brunet,moov,TRANSFER,2022-07-20,35200
Philippine de Brunet,Philippine de Brunet,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-25,356300
Andrée Lamy de Mercier,Philippine de Brunet,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-25,356300
Philippine de Brunet,Philippine de Brunet,Virginie Diallo,moov,TRANSFER,2022-07-26,490000
Virginie Diallo,Philippine de Brunet,Virginie Diallo,moov,RECEIPT,2022-07-26,490000
Andrée Lamy de Mercier,Colette Baron,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-01,160200
Colette Baron,Colette Baron,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-01,160200
Andrée Lamy de Mercier,,,moov,CASH_IN,2022-07-02,466500
Andrée Lamy de Mercier,Virginie Diallo,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-06,21400
Virginie Diallo,Virginie Diallo,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-06,21400
Andrée Lamy de Mercier,Virginie Diallo,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-07,265000
Virginie Diallo,Virginie Diallo,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-07,265000
Andrée Lamy de Mercier,Bernard Traore,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-13,367400
Bernard Traore,Bernard Traore,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-13,367400
Andrée Lamy de Mercier,Andrée Lamy de Mercier,Maryse Michaud,moov,TRANSFER,2022-07-15,223300
Maryse Michaud,Andrée Lamy de Mercier,Maryse Michaud,moov,RECEIPT,2022-07-15,223300
Andrée Lamy de Mercier,Andrée Lamy de Mercier,Édith Brunet-Le Roux,moov,TRANSFER,2022-07-16,9300
Édith Brunet-Le Roux,Andrée Lamy de Mercier,Édith Brunet-Le Roux,moov,RECEIPT,2022-07-16,9300
Andrée Lamy de Mercier,,,moov,CASH_IN,2022-07-17,58900
Andrée Lamy de Mercier,,,moov,CASH_OUT,2022-07-17,345400
Andrée Lamy de Mercier,Édith Brunet-Le Roux,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-18,109600
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-18,109600
Andrée Lamy de Mercier,,,moov,CASH_OUT,2022-07-18,114600
Andrée Lamy de Mercier,Édith Brunet-Le Roux,Andrée Lamy de Mercier,moov,RECEIPT,2022-07-20,415300
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Andrée Lamy de Mercier,moov,TRANSFER,2022-07-20,415300
Andrée Lamy de Mercier,Andrée Lamy de Mercier,Nicolas Chartier,moov,TRANSFER,2022-07-22,211100
Nicolas Chartier,Andrée Lamy de Mercier,Nicolas Chartier,moov,RECEIPT,2022-07-22,211100
Andrée Lamy de Mercier,,,moov,CASH_OUT,2022-07-22,39000
Andrée Lamy de Mercier,,,moov,CASH_OUT,2022-07-23,286500
Andrée Lamy de Mercier,Andrée Lamy de Mercier,Maryse Michaud,moov,TRANSFER,2022-07-23,486700
Maryse Michaud,Andrée Lamy de Mercier,Maryse Michaud,moov,RECEIPT,2022-07-23,486700
Andrée Lamy de Mercier,Andrée Lamy de Mercier,Nicolas Chartier,moov,TRANSFER,2022-07-25,289300
Nicolas Chartier,Andrée Lamy de Mercier,Nicolas Chartier,moov,RECEIPT,2022-07-25,289300
Andrée Lamy de Mercier,,,moov,CASH_IN,2022-07-26,58900
Andrée Lamy de Mercier,,,moov,CASH_OUT,2022-07-26,242600
Alexandria Garnier,,,moov,CASH_OUT,2022-07-01,180300
Alexandria Garnier,,,moov,CASH_IN,2022-07-01,167200
Alexandria Garnier,,,moov,CASH_IN,2022-07-02,284800
Alexandria Garnier,,,moov,CASH_OUT,2022-07-03,498300
Alexandria Garnier,,,moov,CASH_OUT,2022-07-04,246500
Alexandria Garnier,,,moov,CASH_OUT,2022-07-08,82200
Alexandria Garnier,,,moov,CASH_IN,2022-07-15,327500
Alexandria Garnier,Édith Brunet-Le Roux,Alexandria Garnier,moov,RECEIPT,2022-07-17,289800
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Alexandria Garnier,moov,TRANSFER,2022-07-17,289800
Édith Brunet-Le Roux,,,moov,CASH_OUT,2022-07-01,138500
Édith Brunet-Le Roux,Bernard Traore,Édith Brunet-Le Roux,moov,RECEIPT,2022-07-02,18700
Bernard Traore,Bernard Traore,Édith Brunet-Le Roux,moov,TRANSFER,2022-07-02,18700
