Name,Gender,Address,E-mail,Date-of-birth,Phone-number,Job
Simone Rodrigues,Féminin,"ALIBORI,SEGBANA,LIBOUSSOU,TOUNGA-ISSA carré 6079",simonerodrigues@gmail.com,1965-11-03,+22964645993,ingénieur opticien opticienne
Julien du Picard,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,TOGBA MARIA-GLETA carré 6618",juliendupicard@gmail.com,1981-09-28,+22996661184,coloriste
Margaret Germain,Masculin,"ALIBORI,KANDI,ANGARADEBOU,ALFAKOARA carré 2122",margaretgermain@gmail.com,1966-11-30,+22995461708,enseignant spécialisé spécialisée
Charlotte Guillet du Gomes,Féminin,"ZOU,BOHICON,OUASSAHO,VOLLI carré 8177",charlotteguilletdugomes@gmail.com,1997-03-02,+22969464789,coffreur-boiseur
Sylvie de la Chevallier,Féminin,"COUFFO,KLOUEKANMEY,DJOTTO,HOUENOUSSOU carré 6086",sylviedelachevallier@gmail.com,1995-08-05,+22995446800,chef de fabrication des industries graphiques
Jérôme Leroy,Féminin,"ATACORA,COBLY,KOUNTORI,SINNI carré 4138",jérômeleroy@gmail.com,1979-04-27,+22954162384,décorateur
Julie de Maillard,Féminin,"BORGOU,PERERE,GUINAGOUROU,SONON carré 8542",juliedemaillard@gmail.com,1947-04-15,+22964537962,directeur d'accueil collectif de mineurs (ACM)
Daniel Le Ferrand,Masculin,"ZOU,ZA-KPOTA,ALLAHE,ZA-HLA carré 9886",danielleferrand@gmail.com,1994-01-26,+22967845171,webmestre
Nathalie Coulon,Féminin,"BORGOU,SINENDE,SIKKI,SIKKI-GANDO carré 5722",nathaliecoulon@gmail.com,1978-10-14,+22964339221,matelot de la marine marchande
Nath Gilles,Masculin,"BORGOU,N'DALI,N'DALI,SUANIN carré 5638",nathgilles@gmail.com,1988-08-14,+22997154342,archéologue
Bernard Collet-Roger,Masculin,"DONGA,DJOUGOU,BARIENOU,AKEKEROU carré 9516",bernardcollet-roger@gmail.com,1945-07-02,+22964411773,orfèvre
Clémence Masse,Féminin,"ZOU,ZAGNANADO,DON-TAN,TAN-HOUEGBO carré 3239",none,2022-08-18,none,none
Frédéric de Mathieu,Masculin,"ATACORA,COBLY,COBLY,NANAGADE carré 6238",none,2010-03-25,none,none
Rémy Jacquet-Étienne,Masculin,"PLATEAU,ADJA-OUERE,IKPINLE,IKPINLE-ITARAKA carré 4381",rémyjacquet-étienne@gmail.com,1995-10-01,+22966021531,attaché d'administration
Astrid de Hebert,Masculin,"OUEME,ADJARRA,HONVIE,HONVIE CENTRE carré 1880",none,2019-07-10,none,none
Stéphanie Dos Santos,Féminin,"BORGOU,BEMBEREKE,BOUANRI,GANDO-BOROU carré 1448",none,2021-01-01,none,none
Nicole Salmon,Féminin,"OUEME,SEME-PODJI,EKPE,DJEFFA HOUEDOME  GBAGO carré 3737",nicolesalmon@gmail.com,1964-06-17,+22964013885,ingénieur hydrogéomorphologue
Catherine Duhamel-Le Roux,Féminin,"PLATEAU,POBE,ISSABA,ONIGBOLO carré 6843",catherineduhamel-leroux@gmail.com,1986-05-20,+22953398134,ingénieur d'études en sûreté nucléaire
Benjamin Regnier,Masculin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,TOKPOTA DAVO carré 9840",benjaminregnier@gmail.com,1982-12-26,+22964468142,oenologue
Laurent du Chauvin,Masculin,"OUEME,ADJARRA,MALANHOUI,AGAOUGBETA carré 4361",laurentduchauvin@gmail.com,1932-11-29,+22964948865,employé de restaurant
Claire Valette,Féminin,"BORGOU,TCHAOUROU,GORO,GBEBA carré 4739",clairevalette@gmail.com,1950-03-15,+22991627428,chef de chantier
Philippine-Diane Normand,Féminin,"ATACORA,NATITINGOU,KOUABA,KOUABA carré 4971",philippine-dianenormand@gmail.com,1984-11-14,+22995743309,opérateur de fabrication de produits alimentaires
Luce Laroche,Féminin,"LITTORAL,COTONOU,6EME ARRONDISSEMENT,JERICHO NORD carré 2883",none,2017-11-29,none,none
Xavier Menard de Henry,Masculin,"ALIBORI,KANDI,KANDI 2,MADINA carré 2174",xaviermenarddehenry@gmail.com,1969-08-28,+22964961669,designer d'interaction
Laurence Coulon,Féminin,"COUFFO,KLOUEKANMEY,DJOTTO,GLOLIHOUE carré 5724",none,2011-03-20,none,none
Gilbert Dubois,Masculin,"OUEME,AKPRO-MISSERETE,ZOUNGBOME,HOUEZOUNME-KPEVI carré 7207",gilbertdubois@gmail.com,1945-09-23,+22964808975,expert automobile
Luce de la Richard,Féminin,"ZOU,AGBANGNIZOUN,AGBANGNIZOUN,AKPEHO-SEME carré 5991",lucedelarichard@gmail.com,1943-01-14,+22995517107,ingénieur production en mécanique
Roger Legros,Masculin,"LITTORAL,COTONOU,4EME ARRONDISSEMENT,DEDOKPO carré 0415",none,2015-03-30,none,none
Augustin Delannoy,Masculin,"DONGA,DJOUGOU,KOLOCONDE,GANGAMOU carré 8020",augustindelannoy@gmail.com,1966-11-04,+22964401207,contrôleur de performance
Frédéric Grenier,Masculin,"COUFFO,KLOUEKANMEY,TCHIKPE,GNANTCHIME carré 7345",frédéricgrenier@gmail.com,1936-12-12,+22995192784,ingénieur en mécanique
Julien-Émile Pons,Féminin,"MONO,HOUEYOGBE,DAHE,DAHE-GBEDJI carré 4652",none,2011-11-03,none,none
Lucie Lecoq-Meyer,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,MARIA-GLETA carré 3513",lucielecoq-meyer@gmail.com,1990-06-28,+22954610966,audioprothésiste
Noël Collet-Maillard,Masculin,"BORGOU,KALALE,PEONGA,BOA carré 8600",noëlcollet-maillard@gmail.com,1967-06-12,+22964376781,agent de propreté et d'hygiène
Olivier Brunet-Vallée,Masculin,"OUEME,AVRANKOU,ATCHOUKPA,MALE carré 3503",olivierbrunet-vallée@gmail.com,1979-11-13,+22953077576,optronicien
Sébastien Barbier,Masculin,"ATACORA,NATITINGOU,NATITINGOU III,KANTABORIFA carré 2763",none,2005-09-19,none,none
Marianne-Élisabeth Sanchez,Masculin,"LITTORAL,COTONOU,9EME ARRONDISSEMENT,ZOGBOHOUE carré 5549",marianne-élisabethsanchez@gmail.com,1937-07-05,+22995515193,conducteur de machines agricoles
Alfred Ollivier,Masculin,"BORGOU,KALALE,DERASSI,DERASSI carré 4749",alfredollivier@gmail.com,1930-08-25,+22995498907,professeur de musique et de danse
Constance Normand,Féminin,"OUEME,AGUEGUES,HOUEDOME,AGBODJEDO carré 5085",constancenormand@gmail.com,1939-04-28,+22995679107,responsable de site de traitement des déchets
Nath Mathieu,Masculin,"OUEME,DANGBO,HOUEDOMEY,AGONGUE carré 9558",nathmathieu@gmail.com,2002-09-07,+22995984487,éducateur de la protection judiciaire de la jeunesse (PJJ)
Stéphane Lopes,Féminin,"BORGOU,TCHAOUROU,BETEROU,BETEROU carré 8201",stéphanelopes@gmail.com,1965-06-25,+22967268482,consultant
Françoise Mallet,Féminin,"BORGOU,PERERE,SONTOU,BONROU-GANDO carré 3867",françoisemallet@gmail.com,1962-03-12,+22995917870,technicien de maintenance en informatique
Julie Grenier de Laroche,Féminin,"ALIBORI,KANDI,ANGARADEBOU,AKOÏTCHAOU carré 2758",juliegrenierdelaroche@gmail.com,1992-07-04,+22991353784,pédicure-podologue
Catherine Le Briand,Féminin,"BORGOU,BEMBEREKE,GAMIA,MANI carré 0859",catherinelebriand@gmail.com,2002-08-18,+22995853144,architecte naval
William Olivier,Masculin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,WOROU-TOKOROU carré 4234",williamolivier@gmail.com,1962-09-28,+22995275419,mandataire judiciaire
Olivie Clément,Féminin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,CADJEHOUN AGONGA carré 7932",none,2009-08-19,none,none
Gilles du Renault,Masculin,"ATACORA,TANGUIETA,COTIAKOU,CORONCORE carré 8038",gillesdurenault@gmail.com,1948-11-10,+22954944278,assistant de gestion en PME
Aurélie Michel,Féminin,"DONGA,DJOUGOU,ONKLOU,GOROBANI carré 5124",none,2014-01-11,none,none
Xavier Coulon,Masculin,"ATLANTIQUE,ALLADA,ALLADA CENTRE,DOGOUDO CEG carré 3770",xaviercoulon@gmail.com,1956-03-12,+22964736286,médecin spécialiste
Michelle-Laurence Marie,Féminin,"COLLINES,BANTE,ATOKOLIBE,AGBON carré 9053",michelle-laurencemarie@gmail.com,1963-05-27,+22995273706,gendarme
Marcelle-Christelle Pelletier,Féminin,"OUEME,BONOU,HOUNVIGUE,ALLANKPON carré 1652",marcelle-christellepelletier@gmail.com,1981-12-23,+22969201815,costumier
Raymond de la Dufour,Masculin,"LITTORAL,COTONOU,8EME ARRONDISSEMENT,MINONKPO WOLOGUEDE carré 3412",raymonddeladufour@gmail.com,1966-03-14,+22964393374,professeur d'éducation physique et sportive (EPS)
Bertrand Lebreton,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,KORI GUIGUIRI carré 2721",bertrandlebreton@gmail.com,1980-11-23,+22964445905,architecte
Vincent Bailly,Masculin,"PLATEAU,IFANGNI,DAAGBE,DAAGBE-NAGOT carré 0036",vincentbailly@gmail.com,1943-09-27,+22964076816,architecte
Gabriel Parent,Masculin,"ZOU,ABOMEY,ZOUNZONME,DILIKOTCHO carré 4268",gabrielparent@gmail.com,1957-06-22,+22995226622,conducteur de métro
Claire Nicolas-Imbert,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,AGAMANDIN carré 1932",clairenicolas-imbert@gmail.com,1973-03-13,+22969658692,ambulancier
Franck Jean,Masculin,"ZOU,OUINHI,SAGON,HOUEDJA carré 2835",franckjean@gmail.com,1966-07-17,+22964978190,clerc d'huissier
Agnès Regnier Le Da Costa,Masculin,"ATLANTIQUE,OUIDAH,PAHOU,KPOVIE carré 3340",agnèsregnierledacosta@gmail.com,1936-07-21,+22995970614,pilote de ligne
Julien Alexandre-Blanc,Masculin,"ATLANTIQUE,TORI-BOSSITO,TORI-GARE,TORI-GARE CENTRE carré 1018",none,2006-11-20,none,none
Philippe Gomez,Féminin,"ATLANTIQUE,OUIDAH,PAHOU,ADJRA-ADOVIE carré 5347",philippegomez@gmail.com,1989-03-02,+22964621989,technicien plasturgiste
Jacques Rivière,Masculin,"ZOU,ZA-KPOTA,ZA-KPOTA,SOGBELANKOU carré 4334",jacquesrivière@gmail.com,1969-03-06,+22950475550,ingénieur production dans les biotechnologies
Simone Leleu,Féminin,"OUEME,AKPRO-MISSERETE,GOME-SOTA,TCHOUKOU-KPEVI carré 3463",simoneleleu@gmail.com,1977-04-01,+22964502536,infirmier humanitaire
Honoré Klein,Masculin,"PLATEAU,POBE,POBE,ILLOUSSA-OSSOMOU carré 0381",honoréklein@gmail.com,1936-07-20,+22966234167,commercial à bord des trains
Paulette Grenier,Féminin,"ALIBORI,BANIKOARA,GOMPAROU,BONHANROU carré 3609",paulettegrenier@gmail.com,1978-02-27,+22995137118,magistrat
Gabrielle Lacroix-Parent,Féminin,"PLATEAU,KETOU,IDIGNY,ALAGBE-ILLIKIMOUN carré 2018",none,2019-09-23,none,none
Timothée Menard,Féminin,"ATLANTIQUE,TORI-BOSSITO,AZOHOUE-CADA,AZONGO carré 3216",none,2021-04-16,none,none
Madeleine Lemaître,Féminin,"MONO,GRAND-POPO,SAZUE,ADANKPE carré 3449",none,2007-08-23,none,none
Georges Auger,Masculin,"MONO,GRAND-POPO,GBEHOUE,GBEHOUE PEDAH carré 8359",none,2015-08-12,none,none
Victor Gautier,Masculin,"ZOU,BOHICON,SODOHOME,LOKOZOUN carré 6097",victorgautier@gmail.com,1949-06-10,+22991104295,ingénieur matériaux
Maryse Guyot,Féminin,"OUEME,PORTO-NOVO,4EME ARRONDISSEMENT,GBODJE carré 2879",maryseguyot@gmail.com,1963-04-07,+22995919854,juriste en propriété intellectuelle
Charles Legros,Masculin,"MONO,BOPA,LOBOGO,HOUNGOH carré 9353",charleslegros@gmail.com,1975-09-16,+22995901198,régisseur général générale cinéma
Camille Delorme,Féminin,"DONGA,DJOUGOU,DJOUGOU III,DENDOUGOU carré 5118",camilledelorme@gmail.com,1974-04-21,+22952715003,chef de station de traitement des eaux
Susanne Vidal,Féminin,"MONO,BOPA,GBAKPODJI,TCHANTCHANKPO carré 0293",none,2009-02-08,none,none
Nathalie Gosselin,Féminin,"BORGOU,PERERE,SONTOU,GBAMON carré 3365",nathaliegosselin@gmail.com,1952-12-07,+22964698533,architecte des systèmes d'information
Honoré Moulin,Masculin,"ALIBORI,GOGOUNOU,WARA,DOUGOU carré 6654",honorémoulin@gmail.com,1954-04-15,+22995070266,ingénieur gaz
Aimé Toussaint,Masculin,"OUEME,AKPRO-MISSERETE,GOME-SOTA,ZOUNDJI carré 8821",aimétoussaint@gmail.com,1983-07-09,+22964346792,ostéopathe
Josette Poulain-Fischer,Féminin,"COUFFO,LALO,LOKOGBA,KAÏHOUE carré 6733",josettepoulain-fischer@gmail.com,1970-06-11,+22964489796,designer industriel industrielle
Clémence Vasseur,Féminin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,AHOUANLEKO carré 2068",none,2021-03-15,none,none
Charlotte-Martine Parent,Féminin,"BORGOU,BEMBEREKE,BEROUBOUAY,BEROUBOUAY-EST carré 6405",charlotte-martineparent@gmail.com,1947-04-22,+22964017716,ingénieur de recherche clinique et épidémiologique
Mathilde Fernandez Le Sanchez,Féminin,"ATLANTIQUE,ZE,ADJAN,ANAGBO carré 5000",mathildefernandezlesanchez@gmail.com,1973-03-17,+22964801724,expert automobile
Sophie Morel,Féminin,"ATLANTIQUE,ZE,HEKANME,AGBATA carré 7304",sophiemorel@gmail.com,2001-07-16,+22995097656,mouleur-noyauteur
Henriette Nguyen-Weiss,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,COCOCODJI carré 1064",henriettenguyen-weiss@gmail.com,1934-01-04,+22964116361,charpentier bois
Grégoire Leduc-Leroy,Féminin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,TOUROU-DISPENSAIRE carré 4617",grégoireleduc-leroy@gmail.com,1994-03-30,+22950652876,céramiste
Laurence Lévy,Féminin,"BORGOU,SINENDE,FO-BOURE,FO-BOURE carré 9116",laurencelévy@gmail.com,1974-11-26,+22956148855,ingénieur systèmes embarqués
Auguste Bazin,Féminin,"COLLINES,GLAZOUE,AKLAMPA,SOWIANDJI carré 5177",augustebazin@gmail.com,1967-09-26,+22995316937,orthoptiste
Joséphine Louis de la Jacob,Féminin,"MONO,ATHIEME,ADOHOUN,AYOUCOME carré 1665",joséphinelouisdelajacob@gmail.com,1973-04-02,+22969582717,chercheur en physique
Pierre Mathieu,Féminin,"PLATEAU,KETOU,IDIGNY,IGBO-IGANNAN carré 0581",pierremathieu@gmail.com,1948-11-17,+22950544358,magistrat
Éric Hoarau Le Lacroix,Masculin,"PLATEAU,POBE,POBE,AYETEDJOU carré 9622",érichoaraulelacroix@gmail.com,1977-09-03,+22959445493,géothermicien
Lucie Bousquet,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,ADJAGBO carré 0306",luciebousquet@gmail.com,1969-08-01,+22964000444,ingénieur opticien opticienne
Étienne Charles,Féminin,"ALIBORI,KANDI,SONSORO,ALIBORI-YANKIN carré 8609",étiennecharles@gmail.com,1960-10-13,+22964355503,carrossier
Frédéric Lemoine,Masculin,"PLATEAU,KETOU,IDIGNY,ILLIKIMOUN carré 0056",frédériclemoine@gmail.com,1966-03-16,+22995784189,sociologue
Isabelle Jacquet,Féminin,"DONGA,DJOUGOU,BARIENOU,TOKO-TOKO carré 0871",isabellejacquet@gmail.com,1954-09-11,+22964019971,chef monteur monteuse
François Blin,Masculin,"ATACORA,MATERI,DASSARI,NAGASSEGA carré 5499",none,2016-03-05,none,none
Arnaude Vidal,Féminin,"BORGOU,PERERE,GNINSY,SANEKOU carré 5219",arnaudevidal@gmail.com,1947-11-16,+22995986266,régisseur général générale cinéma
Luc Fournier,Masculin,"DONGA,DJOUGOU,DJOUGOU II,NALOHOU carré 5583",lucfournier@gmail.com,1957-04-10,+22995237358,concepteur multimédia
Philippe Huet,Féminin,"ATLANTIQUE,OUIDAH,PAHOU,HOUNDJAVA carré 5181",philippehuet@gmail.com,1947-05-04,+22964466810,céramiste
René Simon-Gilbert,Masculin,"ZOU,ZA-KPOTA,ZA-TANTA,ALLIGOUDO carré 2982",renésimon-gilbert@gmail.com,1971-11-20,+22964535951,relieur-doreur
Xavier Gilles,Masculin,"ATACORA,TANGUIETA,TAIACOU,FINTA carré 5257",xaviergilles@gmail.com,1968-01-25,+22964275137,employé de pressing
Thibaut Boyer,Masculin,"OUEME,SEME-PODJI,EKPE,EKPE-PK10 carré 6700",thibautboyer@gmail.com,1983-09-16,+22964705024,architecte naval
Bernadette Briand,Féminin,"ATLANTIQUE,ALLADA,AHOUANNONZOUN,HESSA carré 4147",bernadettebriand@gmail.com,1954-10-13,+22964635042,administrateur de mission humanitaire
David Gomes,Masculin,"ZOU,ZA-KPOTA,ZA-TANTA,ALLIGOUDO carré 8538",davidgomes@gmail.com,1942-04-21,+22964489415,ingénieur systèmes embarqués
Charlotte Tessier,Féminin,"BORGOU,NIKKI,SEREKALI,GANROU carré 2617",none,2022-02-28,none,none
Virginie Dupont,Féminin,"ALIBORI,GOGOUNOU,GOUNAROU,GOUNAROU carré 2556",virginiedupont@gmail.com,1950-05-14,+22997849380,poissonnier
Honoré Monnier,Masculin,"ATLANTIQUE,SO-AVA,GANVIE 1,KPASSIKOMEY carré 0900",honorémonnier@gmail.com,1990-10-31,+22964071121,rédacteur on line
Luce Jacob,Féminin,"COUFFO,APLAHOUE,GODOHOU,KOGBETOHOUE carré 9299",lucejacob@gmail.com,1937-12-11,+22995967393,technicien céramiste
Henri Le Rousset,Féminin,"ATACORA,NATITINGOU,NATITINGOU I,KANTCHAGOUTAMOU carré 1563",none,2021-02-18,none,none
Laetitia Torres-Martineau,Féminin,"ZOU,DJIDJA,OUMBEGAME,AHITO carré 6231",laetitiatorres-martineau@gmail.com,1986-08-08,+22995889394,chargé de référencement web
Célina Le Morin,Féminin,"ATACORA,COBLY,COBLY,OUYERIHOUN carré 1093",célinalemorin@gmail.com,1938-07-03,+22995666047,technicien d'analyses biomédicales
Colette Alexandre,Féminin,"ZOU,ABOMEY,AGBOKPA,SONOU AKOUTA carré 1028",colettealexandre@gmail.com,1989-01-17,+22952719208,chargé de communication interne
Hugues Lefort,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,ATROKPO-CODJI carré 1310",hugueslefort@gmail.com,1966-08-08,+22969393743,réflexologue
Pénélope Meyer,Féminin,"ALIBORI,MALANVILLE,MADECALI,SENDE carré 7746",none,2005-01-06,none,none
Thibaut Dos Santos,Masculin,"ZOU,BOHICON,BOHICON I,DJOGNANGBO carré 9571",thibautdossantos@gmail.com,1964-03-14,+22956733219,conducteur de travaux
Anaïs Pereira,Masculin,"DONGA,OUAKE,OUAKE,AWANLA carré 0461",anaïspereira@gmail.com,1970-04-03,+22964967921,cuisinier
Lucie Morvan,Féminin,"ALIBORI,BANIKOARA,FOUNOUGO,POGOUSSOROU carré 1536",none,2021-05-20,none,none
Hugues Gérard,Masculin,"LITTORAL,COTONOU,3EME ARRONDISSEMENT,KPANKPAN carré 7267",huguesgérard@gmail.com,1942-02-20,+22959339948,matelot de la Marine Nationale
Margaret-Susan Colas,Masculin,"ZOU,ZAGNANADO,AGONLIN-HOUEGBO,HOUEGBO-AGA carré 1687",margaret-susancolas@gmail.com,1950-02-12,+22995030949,ingénieur analyste de l'air
Roger Duhamel,Masculin,"MONO,GRAND-POPO,DJANGLANMEY,DJANGLAMEY carré 9113",rogerduhamel@gmail.com,1989-05-08,+22952994723,employé de chai
Joseph-Raymond Guérin,Masculin,"LITTORAL,COTONOU,4EME ARRONDISSEMENT,SODJEATINME CENTRE carré 3857",joseph-raymondguérin@gmail.com,1968-03-13,+22964923071,technicien en traitement des matériaux
Céline Le Gall,Féminin,"ALIBORI,GOGOUNOU,WARA,WARA carré 6732",célinelegall@gmail.com,1981-09-26,+22964301814,accessoiriste
François Duval,Masculin,"BORGOU,BEMBEREKE,BEMBEREKE,GANDO carré 1429",françoisduval@gmail.com,1987-02-13,+22995865395,accompagnateur de tourisme équestre
Maryse Da Silva,Féminin,"OUEME,PORTO-NOVO,4EME ARRONDISSEMENT,GUEVIE carré 3742",marysedasilva@gmail.com,1951-03-27,+22964662835,moniteur-éducateur
Stéphane Royer,Féminin,"COUFFO,DJAKOTOMEY,KPOBA,BAHOUE carré 0902",stéphaneroyer@gmail.com,1967-09-19,+22964875627,prothésiste dentaire
David Launay,Masculin,"ATLANTIQUE,KPOMASSE,TOKPA-DOME,HINZOUME carré 9888",davidlaunay@gmail.com,1957-08-09,+22995586037,mixeur son
Arthur Mace,Masculin,"BORGOU,PERERE,GUINAGOUROU,GOMMEY carré 3994",none,2016-09-14,none,none
Mathilde Blanc de Buisson,Féminin,"COLLINES,DASSA-ZOUME,TRE,ADJOKAN carré 6202",none,2006-04-08,none,none
Marc Hubert,Masculin,"DONGA,BASSILA,BASSILA,AORO-LOKPA carré 3011",marchubert@gmail.com,1977-09-10,+22964294389,agent hydrothermal hydrothermale
Alfred De Sousa,Masculin,"OUEME,SEME-PODJI,TOHOUE,GLOGBO carré 1659",alfreddesousa@gmail.com,1973-04-09,+22964112825,manipulateur en électroradiologie médicale
Manon Legros Le Sauvage,Masculin,"PLATEAU,KETOU,KPANKOU,AKPAMBAOU carré 1117",manonlegroslesauvage@gmail.com,1938-05-23,+22995370497,chef d'exploitation d'usine d'incinération
Élisabeth Moulin,Masculin,"ATLANTIQUE,OUIDAH,SAVI,DEKOUENOU carré 7330",élisabethmoulin@gmail.com,1930-10-08,+22952437476,technicien en traitement des matériaux
Victor-David Faure,Masculin,"BORGOU,TCHAOUROU,TCHAOUROU,YAMBOUAN carré 1015",victor-davidfaure@gmail.com,1960-01-29,+22995375890,expert en sécurité informatique
Christelle Georges-Blanc,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,OUANDO carré 0649",none,2017-09-14,none,none
Guy du Delorme,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,ZOPAH KPOKPO carré 1922",guydudelorme@gmail.com,1994-04-08,+22995353241,tailleur-couturier
Louis Gérard-Rocher,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,FINAFA carré 8297",louisgérard-rocher@gmail.com,1939-06-07,+22964674555,illustrateur
Lorraine Maillard,Féminin,"PLATEAU,SAKETE,YOKO,SAHARO NAGOT carré 4792",lorrainemaillard@gmail.com,1939-12-26,+22995071668,ingénieur technico-commercial technico-commerciale en chimie
Margaud Pereira,Masculin,"ATACORA,KOUANDE,GUILMARO,GUILMARO-BOUNKOSSOROU carré 7445",margaudpereira@gmail.com,1938-05-25,+22964434876,ferronnier d'art
Théodore Faivre du Blanc,Féminin,"ALIBORI,MALANVILLE,MALANVILLE,WOLLO carré 6794",none,2005-10-22,none,none
Nathalie du Garnier,Féminin,"ATLANTIQUE,KPOMASSE,KPOMASSE CENTRE,MISSITE carré 2959",none,2010-03-21,none,none
Emmanuelle-Marcelle Maury,Féminin,"LITTORAL,COTONOU,1ER ARRONDISSEMENT,TANTO carré 5290",emmanuelle-marcellemaury@gmail.com,1939-05-01,+22964571324,ostéopathe
Bernadette-Constance Raynaud,Féminin,"OUEME,AVRANKOU,ATCHOUKPA,VODENOU carré 2366",bernadette-constanceraynaud@gmail.com,1974-11-09,+22991316000,attaché de recherche clinique (ARC)
Denise Coste,Féminin,"OUEME,AKPRO-MISSERETE,KATAGON,AMOULOKO carré 2218",denisecoste@gmail.com,1950-02-12,+22953593460,ingénieur recherche et développement en agroalimentaire
Sophie Boucher-Legrand,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,CITE LA VICTOIRE carré 3406",sophieboucher-legrand@gmail.com,1994-12-11,+22996001369,conducteur de train
Adélaïde Barbier Le Garcia,Féminin,"BORGOU,TCHAOUROU,KIKA,KABO carré 3395",none,2010-01-13,none,none
Xavier Chevallier,Masculin,"BORGOU,NIKKI,GNONKOUROKALI,GUINMA carré 9955",xavierchevallier@gmail.com,1954-12-27,+22996447954,chaudronnier
Charles Germain-Munoz,Masculin,"ATLANTIQUE,KPOMASSE,AGONKANME,GOME carré 1270",charlesgermain-munoz@gmail.com,1953-05-09,+22964806708,économe de flux
Zoé Julien,Masculin,"ALIBORI,KANDI,KANDI 3,KANDI-FO carré 3265",zoéjulien@gmail.com,1972-03-13,+22995807805,ingénieur de recherche (papiers cartons)
Martin Chauvet de Raymond,Masculin,"ATACORA,MATERI,MATERI,PINGOU carré 6932",martinchauvetderaymond@gmail.com,1955-05-11,+22964434388,ingénieur nucléaire
Madeleine de Godard,Féminin,"OUEME,DANGBO,DEKIN,HOUNHOUE carré 0807",madeleinedegodard@gmail.com,1981-06-05,+22951597290,régisseur de spectacles
Nicole Chrétien,Féminin,"COUFFO,KLOUEKANMEY,LANTA,DEKANDJI carré 3245",nicolechrétien@gmail.com,1957-03-08,+22995163369,technicien céramiste
Frédéric Gomes,Masculin,"DONGA,DJOUGOU,PARTAGO,PARTAGO carré 9623",frédéricgomes@gmail.com,1975-09-17,+22964409294,contremaître
Olivier-Alain Carpentier,Masculin,"LITTORAL,COTONOU,8EME ARRONDISSEMENT,AGONTINKON carré 1611",none,2009-04-30,none,none
Suzanne Bouchet-Colin,Féminin,"ATLANTIQUE,KPOMASSE,DEKANME,AZIZONKANME carré 8804",suzannebouchet-colin@gmail.com,1932-06-14,+22995885766,technicien paysagiste
Augustin Bonnet,Masculin,"OUEME,PORTO-NOVO,3EME ARRONDISSEMENT,FOUN-FOUN TOKPA carré 5094",augustinbonnet@gmail.com,1963-09-16,+22964344282,diététicien
Léon-Isaac François,Masculin,"COUFFO,APLAHOUE,APLAHOUE,APLAHOUE carré 7150",léon-isaacfrançois@gmail.com,1986-12-24,+22962768575,pilote de ligne
Anouk Da Costa,Masculin,"BORGOU,PERERE,GNINSY,GOROBANI carré 0106",anoukdacosta@gmail.com,1965-03-04,+22995345420,souscripteur
Jules Normand,Masculin,"ALIBORI,BANIKOARA,SOMPEROUKOU,GNANDAROU carré 0099",julesnormand@gmail.com,1937-08-11,+22964181564,technicien prototypiste en agroéquipement
Andrée Pierre,Féminin,"OUEME,SEME-PODJI,SEME-PODJI,PODJI-AGUE carré 5492",andréepierre@gmail.com,1982-09-23,+22954545204,traffic manager
François du Jourdan,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,TOKEY-BANTA carré 0457",françoisdujourdan@gmail.com,1947-02-06,+22995633705,sérigraphe
Bernadette Duhamel-Masson,Féminin,"PLATEAU,POBE,POBE,ITA-ATINGA carré 5330",bernadetteduhamel-masson@gmail.com,1962-10-04,+22959944235,mandataire judiciaire
Charlotte Boutin du Masson,Féminin,"COUFFO,DOGBO,TOTA,KENOUHOUE carré 3731",none,2020-04-15,none,none
Nicolas Sauvage,Masculin,"OUEME,SEME-PODJI,TOHOUE,DJA carré 1637",nicolassauvage@gmail.com,1939-08-18,+22995719593,ajusteur-monteur
Anouk Dupuy,Masculin,"ALIBORI,BANIKOARA,TOURA,TOURA BIO N'WOROU carré 6258",none,2009-11-13,none,none
Élise Dufour,Féminin,"DONGA,DJOUGOU,SEROU,DEWA carré 0692",élisedufour@gmail.com,1941-02-04,+22995876448,charpentier bois
Denis Pons,Masculin,"DONGA,BASSILA,PENESSOULOU,SALMANGA carré 6348",denispons@gmail.com,1959-11-06,+22995880428,médecin humanitaire
Marcel Vincent,Masculin,"ALIBORI,KARIMAMA,MONSEY,PETCHINGA carré 8387",none,2019-01-16,none,none
